scenario,dimension,max_iterations_limit,pid_config,Kp,Ki,Kd,mode,trial_id,success,path_length,planning_time,iterations,tree_nodes,smoothness,clearance,convergence_time,first_solution_iter,avg_tracking_error,oscillation_count,oscillation_rate,failure_mode,final_ellipsoid_volume,effective_sampling_ratio,samples_in_ellipsoid,total_samples_attempted,esr_tree_A,esr_tree_B
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,1,True,2381.71169849489,1.014704942703247,278,354,40.331705533637255,28.11560162309858,0.29082322120666504,78.0,449.4376534642814,44,0.15827338129496402,none,45785406.891120344,0.9566787003610109,530,554,0.9494584837545126,0.9638989169675091
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,2,True,2356.7307812350346,0.9220864772796631,244,342,41.04981901605362,32.763671195664024,0.1786510944366455,44.0,452.72798434022826,55,0.22540983606557377,none,45793506.320363134,0.9567901234567902,465,486,0.9670781893004116,0.9465020576131687
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,3,False,inf,2.98302960395813,750,1073,inf,0.0,inf,inf,522.4513458007173,151,0.20133333333333334,divergence,45777617.773679115,0.99,1485,1500,0.988,0.992
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,4,False,inf,2.924574851989746,750,1077,inf,0.0,inf,inf,560.9532353205542,190,0.25333333333333335,divergence,45409283.958751224,0.988,1482,1500,0.984,0.992
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,5,True,2601.3088655612446,2.8108932971954346,730,1003,39.54570324781072,30.05068857243052,1.942882776260376,530.0,528.1970859904478,164,0.22465753424657534,none,45977893.65905852,0.9910836762688614,1445,1458,0.99039780521262,0.9917695473251029
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,6,True,2564.7400870451843,1.036069393157959,278,387,36.283938221523535,29.083625701715615,0.2861511707305908,78.0,502.2678529687512,53,0.1906474820143885,none,45801675.26080276,0.9620938628158845,533,554,0.9783393501805054,0.9458483754512635
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,7,True,2683.9534100049964,2.2566733360290527,582,812,34.444509117588375,27.408639142158997,1.4730634689331055,382.0,542.766130456322,121,0.20790378006872853,none,47498122.65515663,0.9793459552495697,1138,1162,0.9827882960413081,0.9759036144578314
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,8,True,2655.031489386313,1.7611057758331299,482,622,40.96652836206855,31.23491878271376,0.9853746891021729,282.0,514.9895832135044,95,0.1970954356846473,none,45361181.31451078,0.9844074844074844,947,962,0.9833679833679834,0.9854469854469855
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,9,True,2368.4983818720366,0.871100664138794,255,302,37.420934614948,26.366556068876935,0.19513750076293945,55.0,449.7310957112913,46,0.1803921568627451,none,45806790.74109804,0.9625984251968503,489,508,0.968503937007874,0.9566929133858267
二维高密度场景,2,750,P1_VeryLow,0.05,0.01,0.02,custom_pid,10,True,2540.7854293269875,1.0137267112731934,287,352,32.75841722182445,29.8478819623874,0.2846720218658447,87.0,462.68030121687013,54,0.18815331010452963,none,45852904.89148583,0.972027972027972,556,572,0.9615384615384616,0.9825174825174825
