pid_config,Kp,Ki,Kd,success_rate,success_count,total_count,success_rate_pct,path_length_mean,path_length_std,path_length_min,path_length_max,tree_nodes_mean,tree_nodes_std,path_efficiency_mean,path_efficiency_std,planning_time_mean,planning_time_std,smoothness_mean,smoothness_std,convergence_time_mean,convergence_time_std
P1_VeryLow,0.05,0.01,0.02,0.55,33,60,55.00000000000001,2719.7923,329.4182,2356.7308,3369.6645,699.1818,274.1422,4.5493,1.8489,1.8204,0.7305,41.4246,4.7365,1.0792,0.7668
P2_Low,0.1,0.02,0.04,0.55,33,60,55.00000000000001,2700.4619,359.1715,2202.4759,3431.5253,669.6364,288.3214,4.6853,1.6795,1.725,0.7947,40.0207,5.4248,0.9819,0.7706
P3_Low-Mid,0.2,0.03,0.08,0.4667,28,60,46.67,2636.2963,330.4737,2225.7671,3586.1771,643.7857,255.3673,4.6186,1.5302,1.646,0.6858,40.3039,4.7575,0.9874,0.7773
P4_Mid,0.3,0.05,0.12,0.45,27,60,45.0,2691.6235,296.7185,2347.0903,3362.9679,754.5185,284.1375,4.0294,1.3695,1.9336,0.7732,39.8905,4.2737,1.2697,0.829
P5_Mid-High,0.4,0.07,0.16,0.4333,26,60,43.33,2672.4687,335.8,2246.026,3311.6301,662.3462,242.8254,4.5196,1.5335,1.6883,0.6366,40.2517,5.1571,0.9221,0.6209
P6_High,0.5,0.1,0.2,0.5,30,60,50.0,2628.7833,310.0541,2236.212,3380.0956,610.9,234.0677,4.7893,1.4606,1.5595,0.6343,39.9477,4.6972,0.8278,0.6221
P7_VeryHigh,0.6,0.12,0.24,0.5167,31,60,51.67,2770.6151,422.7257,2231.0326,3787.9938,699.6774,289.2042,4.5878,1.724,1.7985,0.7824,40.5873,5.1066,1.1069,0.8378
P8_ExtremeHigh,0.7,0.15,0.28,0.5667,34,60,56.67,2692.8512,332.4154,2227.1469,3289.3836,603.8824,254.6847,5.1109,1.709,1.5515,0.6798,40.9504,4.8126,0.806,0.7659
P9_Maximum,0.8,0.18,0.32,0.5167,31,60,51.67,2677.2306,374.0844,2215.275,3610.0247,688.5161,301.5281,4.6404,1.879,1.7571,0.7977,39.9308,4.6434,1.0487,0.8471
