dataset,dimension,algorithm,n,successful_n,success_rate,success_wilson_low,success_wilson_high,metric,valid_n,mean,std,median,q1,q3
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_solution_cost_mm,500,2269.7495504485255,179.14112634757484,2225.7823093512347,2129.436078408681,2376.2599994599213
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_solution_efficiency,500,0.8461251433950261,0.06348061735005847,0.8577605832881641,0.803442775575174,0.8965700081151777
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,fixed_budget_cost_mm,500,2028.668087530105,70.676365147193,2016.3790950188602,1974.4933152293454,2058.5074023084935
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,fixed_budget_time_s,500,1.223596550583723,0.11807125407484305,1.2299099500087323,1.1541132087513688,1.3022201187486644
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,total_nodes,500,3351.19,214.9687163240177,3389.5,3248.5,3494.0
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,collision_checks,500,15388.044,1118.4199678622633,15532.5,14761.0,16205.75
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,fixed_budget_efficiency,500,0.9422028039243626,0.03162833306280475,0.9468399643225882,0.9274624485038505,0.9669256892018078
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,efficiency_all_runs,500,0.9422028039243626,0.03162833306280475,0.9468399643225882,0.9274624485038505,0.9669256892018078
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_attempt_capped,500,443.518,302.2448636307694,354.0,228.5,560.0
matched_ssfor,2,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,success,500,1.0,0.0,1.0,1.0,1.0
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,first_solution_attempt,500,207.328,77.51305026847962,183.5,157.0,234.0
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,first_solution_time_s,500,0.019977160672075066,0.0062405973792801685,0.017991952001466353,0.015932041991618375,0.02198787051020185
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,first_solution_nodes,500,155.222,36.29500476293512,145.0,131.0,167.0
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,first_solution_cost_mm,500,2641.3799422417756,102.07592532418853,2622.020279091987,2566.24504254633,2695.6770389083244
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,first_solution_efficiency,500,0.8865142390866677,0.0329536975236069,0.8917812771247255,0.8674142369650107,0.9111634124852005
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,fixed_budget_cost_mm,500,2570.907022559869,69.1280396002363,2556.951397816745,2519.977343367841,2608.8520053238476
