dataset,dimension,reference,metric,environment_id,paired_n,reference_mean,sc_mean,reference_minus_sc,improvement_percent
matched_ssfor,3,SC-RRT-fixed-matched,first_attempt_capped,evaluation-3d-02,50,219.82,219.82,0.0,0.0
matched_ssfor,3,SC-RRT-fixed-matched,first_attempt_capped,evaluation-3d-03,50,178.36,178.36,0.0,0.0
matched_ssfor,3,SC-RRT-fixed-matched,first_attempt_capped,evaluation-3d-04,50,238.5,238.5,0.0,0.0
matched_ssfor,3,SC-RRT-fixed-matched,first_attempt_capped,evaluation-3d-05,50,170.74,170.74,0.0,0.0
matched_ssfor,3,SC-RRT-fixed-matched,first_attempt_capped,evaluation-3d-06,50,179.1,179.1,0.0,0.0
matched_ssfor,3,SC-RRT-fixed-matched,first_attempt_capped,evaluation-3d-07,50,290.64,290.64,0.0,0.0
matched_ssfor,3,SC-RRT-fixed-matched,first_attempt_capped,evaluation-3d-08,50,187.54,187.54,0.0,0.0
matched_ssfor,3,SC-RRT-fixed-matched,first_attempt_capped,evaluation-3d-09,50,165.98,165.98,0.0,0.0
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-00,50,3673.58,3578.82,94.75999999999976,2.5795001061634637
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-01,50,3572.08,3435.08,137.0,3.835300441199525
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-02,50,3655.7,3529.96,125.73999999999978,3.4395601389610686
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-03,50,3674.22,3561.6,112.61999999999989,3.0651403563205224
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-04,50,3579.34,3447.78,131.55999999999995,3.6755379483368427
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-05,50,3694.58,3577.4,117.17999999999984,3.171673099513337
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-06,50,3657.14,3552.98,104.15999999999985,2.8481272250993905
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-07,50,3510.2,3362.8,147.39999999999964,4.199190929291768
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-08,50,3670.68,3551.68,119.0,3.241906131833884
matched_ssfor,3,SC-RRT-fixed-matched,total_nodes,evaluation-3d-09,50,3699.06,3593.36,105.69999999999982,2.85748271182408
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-00,50,9738.0,9538.62,199.3799999999992,2.047443006777564
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-01,50,9711.08,9570.62,140.45999999999913,1.4463890730999964
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-02,50,9801.28,9617.28,184.0,1.8773058212804856
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-03,50,9739.12,9508.56,230.5600000000013,2.3673596793139553
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-04,50,9681.28,9425.48,255.8000000000011,2.64221259998679
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-05,50,9896.58,9672.08,224.5,2.2684604176392247
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-06,50,9744.0,9561.08,182.92000000000007,1.8772577996715936
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-07,50,9554.76,9347.24,207.52000000000044,2.1719017536808924
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-08,50,9789.54,9597.74,191.8000000000011,1.959234039597377
matched_ssfor,3,SC-RRT-fixed-matched,collision_checks,evaluation-3d-09,50,9861.46,9676.34,185.11999999999898,1.8772068233304096
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-00,50,0.9126003971290992,0.9145938267430485,-0.001993429613949216,-0.21843400684683453
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-01,50,0.8899895572719555,0.8976163947894633,-0.007626837517507812,-0.8569580907090651
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-02,50,0.9088178336824536,0.9128703104813303,-0.004052476798876659,-0.44590639055313896
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-03,50,0.9079034256588205,0.9094356564391292,-0.0015322307803086188,-0.16876583312776408
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-04,50,0.9008455847141262,0.9036401681727071,-0.002794583458580857,-0.3102178115761858
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-05,50,0.9095946462748715,0.9127550757248747,-0.003160429450003166,-0.34745471105687575
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-06,50,0.9115762066342477,0.9141417426303426,-0.002565535996094992,-0.2814395524393457
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-07,50,0.8961782034971457,0.8997765333982858,-0.0035983299011400627,-0.40151946198851324
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-08,50,0.9125978394757651,0.9157345636727651,-0.0031367241969999515,-0.34371374348221323
matched_ssfor,3,SC-RRT-fixed-matched,efficiency_all_runs,evaluation-3d-09,50,0.9187224301488687,0.9209602314343168,-0.002237801285448149,-0.24357751721437107
