environment_id,family,dimension,seed,algorithm,success,budget_limit,expansion_attempts,added_nodes,total_nodes,collision_checks,collision_rejections,rewire_attempts,rewire_successes,first_solution_attempt,first_solution_time_s,first_solution_nodes,first_solution_cost_mm,first_solution_efficiency,fixed_budget_time_s,fixed_budget_cost_mm,fixed_budget_efficiency,path_valid,gamma_a_final,gamma_b_final,p_a_final,p_b_final,feedback_updates,pid_improvement_ema_final,map_index,seed_index
calibration-3d-02,slab_clutter,3,30020002,SC-RRT-no-ADCS,1,5000,5000,3891,3893,11162,366,4901,911,160.0,0.017156549030914903,134.0,2550.2267928911288,0.9168865281848706,1.1007120640133508,2522.068495485271,0.9271233491095484,1,4.0,4.0,0.0,0.0,0,0.0,2,2
calibration-3d-02,slab_clutter,3,30020002,SC-RRT-no-SSFOR,1,5000,5000,3605,3607,8883,325,3842,426,160.0,0.017251569021027535,134.0,2550.2267928911288,0.9168865281848706,0.8892055990290828,2546.320704571533,0.9182930437709504,1,1.5,1.5,0.8,0.8,0,0.0,2,2
calibration-3d-02,slab_clutter,3,30020003,SC-RRT-no-ADCS,1,5000,5000,3859,3861,10462,390,4379,654,189.0,0.01941383897792548,149.0,2587.313289573434,0.9037438951212169,0.9917806889861822,2579.4938491407415,0.9064834913240394,1,4.0,4.0,0.0,0.0,0,0.0,2,3
calibration-3d-02,slab_clutter,3,30020003,SC-RRT-no-SSFOR,1,5000,5000,3644,3646,9053,363,3889,522,189.0,0.0208005880122073,149.0,2587.313289573434,0.9037438951212169,0.908594220993109,2587.313289573434,0.9037438951212169,1,1.5,1.5,0.8,0.8,0,0.0,2,3
calibration-3d-02,slab_clutter,3,30020003,SC-RRT,1,5000,5000,3466,3468,9783,414,4623,1090,189.0,0.020362826995551586,149.0,2587.313289573434,0.9037438951212169,0.9580543540068902,2551.4964755380634,0.9164302646057493,1,1.3923649821203763,1.3923649821203763,0.8739157527353706,0.8739157527353706,99,0.011384666047738735,2,3
calibration-3d-02,slab_clutter,3,30020004,SC-RRT-no-SSFOR,1,5000,5000,3670,3672,9132,365,3888,492,200.0,0.0208003880106844,147.0,2622.3765481690475,0.8916601209885634,0.951542666007299,2597.1365839801856,0.9003256142326258,1,1.5,1.5,0.8,0.8,0,0.0,2,4
calibration-3d-02,slab_clutter,3,30020004,SC-RRT,1,5000,5000,3524,3526,9306,329,4059,548,200.0,0.02148667100118473,147.0,2622.3765481690475,0.8916601209885634,0.9297844729735516,2572.6953709532518,0.9088789199910574,1,1.3900313825882713,1.3900313825882713,0.8755556780975376,0.8755556780975376,99,0.006457075204724932,2,4
calibration-3d-02,slab_clutter,3,30020004,SC-RRT-no-ADCS,1,5000,5000,3889,3891,10859,320,4712,678,200.0,0.020045779994688928,147.0,2622.3765481690475,0.8916601209885634,1.007221549982205,2569.237560052704,0.91010213558065,1,4.0,4.0,0.0,0.0,0,0.0,2,4
calibration-3d-03,uniform_clutter,3,30030000,SC-RRT,1,5000,5000,3567,3569,9467,349,4059,679,161.0,0.017316482961177826,140.0,2602.5366806903353,0.8984574963215302,0.9412304409779608,2548.1156760110816,0.9176461697682422,1,1.3973115014543513,1.3973115014543513,0.8704433647331387,0.8704433647331387,99,0.006368578814512853,3,0
calibration-3d-03,uniform_clutter,3,30030000,SC-RRT-no-ADCS,1,5000,5000,3932,3934,10605,284,4429,641,161.0,0.01782822795212269,140.0,2602.5366806903353,0.8984574963215302,1.007592735986691,2556.699296041279,0.9145653514429691,1,4.0,4.0,0.0,0.0,0,0.0,3,0
calibration-3d-03,uniform_clutter,3,30030000,SC-RRT-no-SSFOR,1,5000,5000,3658,3660,9180,368,4022,655,161.0,0.01744196400977671,140.0,2602.5366806903353,0.8984574963215302,0.9415174290188588,2553.8320751423244,0.9155921460057914,1,1.5,1.5,0.8,0.8,0,0.0,3,0
calibration-3d-03,uniform_clutter,3,30030001,SC-RRT-no-ADCS,1,5000,5000,3885,3887,10779,356,4568,737,240.0,0.02357219101395458,168.0,2910.794099788321,0.8033095128192089,1.0998334239702672,2606.7175446843376,0.8970164776717834,1,4.0,4.0,0.0,0.0,0,0.0,3,1
calibration-3d-03,uniform_clutter,3,30030001,SC-RRT-no-SSFOR,1,5000,5000,3719,3721,9250,344,3868,449,240.0,0.025740115030203015,168.0,2910.794099788321,0.8033095128192089,1.0056610900210217,2707.359879022447,0.8636711389334278,1,1.5,1.5,0.8,0.8,0,0.0,3,1
calibration-3d-03,uniform_clutter,3,30030001,SC-RRT,1,5000,5000,3499,3501,9428,362,4173,724,240.0,0.024543488048948348,168.0,2910.794099788321,0.8033095128192089,0.964166431047488,2580.708137051024,0.9060569681040819,1,1.3197944167197557,1.3197944167197557,0.92526501495311,0.92526501495311,99,0.016006145094778435,3,1
calibration-3d-03,uniform_clutter,3,30030002,SC-RRT-no-SSFOR,1,5000,5000,3687,3689,9213,363,3997,559,147.0,0.016966913011856377,128.0,2571.6134485561975,0.9092613011223666,0.9442370280157775,2557.064452645654,0.9144347487208256,1,1.5,1.5,0.8,0.8,0,0.0,3,2
calibration-3d-03,uniform_clutter,3,30030002,SC-RRT,1,5000,5000,3603,3605,10243,266,4860,1096,147.0,0.015558608982246369,128.0,2571.6134485561975,0.9092613011223666,1.0433242919971235,2519.4462235067595,0.9280883109953432,1,1.3415447381272996,1.3415447381272996,0.9098242384695973,0.9098242384695973,99,0.0206927655423549,3,2
calibration-3d-03,uniform_clutter,3,30030002,SC-RRT-no-ADCS,1,5000,5000,4004,4006,10935,247,4592,720,147.0,0.01676663401303813,128.0,2571.6134485561975,0.9092613011223666,1.0506746679893695,2561.9577478502697,0.912688194089078,1,4.0,4.0,0.0,0.0,0,0.0,3,2
calibration-3d-03,uniform_clutter,3,30030003,SC-RRT,1,5000,5000,3517,3519,10263,311,5030,1186,183.0,0.018666599004063755,145.0,2569.746291800013,0.9099219629888494,1.1127945680054836,2509.805120640807,0.9316534463125862,1,1.3617742300613855,1.3617742300613855,0.8954896561810946,0.8954896561810946,99,0.009589407779652703,3,3
calibration-3d-03,uniform_clutter,3,30030003,SC-RRT-no-ADCS,1,5000,5000,3880,3882,10659,334,4528,704,183.0,0.019686032028403133,145.0,2569.746291800013,0.9099219629888494,1.0028002909966744,2526.660784001896,0.9254382721350021,1,4.0,4.0,0.0,0.0,0,0.0,3,3
calibration-3d-03,uniform_clutter,3,30030003,SC-RRT-no-SSFOR,1,5000,5000,3716,3718,9107,278,3956,496,183.0,0.01925124297849834,145.0,2569.746291800013,0.9099219629888494,0.9150423450046219,2551.256589021331,0.9165164336194622,1,1.5,1.5,0.8,0.8,0,0.0,3,3
calibration-3d-03,uniform_clutter,3,30030004,SC-RRT-no-ADCS,1,5000,5000,3830,3832,10697,389,4576,790,197.0,0.019196573994122446,128.0,2539.6966466473564,0.9206881433279536,1.026371799991466,2526.4925491010727,0.925499895517183,1,4.0,4.0,0.0,0.0,0,0.0,3,4
calibration-3d-03,uniform_clutter,3,30030004,SC-RRT-no-SSFOR,1,5000,5000,3549,3551,8943,369,3901,533,197.0,0.01887627999531105,128.0,2539.6966466473564,0.9206881433279536,0.9051390149979852,2525.8056778682394,0.9257515772913556,1,1.5,1.5,0.8,0.8,0,0.0,3,4
calibration-3d-03,uniform_clutter,3,30030004,SC-RRT,1,5000,5000,3502,3504,9217,386,3907,607,197.0,0.019933153002057225,128.0,2539.6966466473564,0.9206881433279536,0.88055193296168,2529.33907207051,0.924458336186569,1,1.4192198269995904,1.4192198269995904,0.8551327176641674,0.8551327176641674,99,0.003668093324771857,3,4
