0.566490,-0.272537,0.228067,2.539629,-0.126002,1.657478,#TechStartPoint
0.566626,-0.277840,0.227809,2.526421,-0.081898,1.628179,#TechLinearMove
0.567020,-0.282994,0.227273,2.510589,-0.037931,1.599023,#TechLinearMove
0.567334,-0.288155,0.226748,2.497421,-0.005353,1.575593,#TechLinearMove
0.567710,-0.293303,0.226143,2.476318,0.025482,1.552342,#TechLinearMove
0.568048,-0.298461,0.225603,2.459097,0.047327,1.535279,#TechLinearMove
0.568345,-0.303640,0.225310,2.439433,0.077954,1.509504,#TechLinearMove
0.568277,-0.308829,0.225303,2.428152,0.092728,1.497434,#TechLinearMove
0.567734,-0.313954,0.225939,2.415257,0.111562,1.480641,#TechLinearMove
0.566990,-0.318954,0.227148,2.416762,0.124721,1.472094,#TechLinearMove
0.565816,-0.323820,0.228489,2.410940,0.150569,1.453167,#TechLinearMove
0.562773,-0.332064,0.231954,2.458654,0.131001,1.471704,#TechLinearMove
0.561077,-0.336678,0.233045,2.468173,0.139825,1.467175,#TechLinearMove
0.559397,-0.341211,0.234456,2.458609,0.158090,1.450719,#TechLinearMove
0.557769,-0.345708,0.236035,2.459340,0.167805,1.443565,#TechLinearMove
0.556175,-0.350285,0.237412,2.468118,0.169202,1.444683,#TechLinearMove
0.554552,-0.354917,0.238547,2.463350,0.180454,1.435074,#TechLinearMove
0.553147,-0.359657,0.239506,2.459897,0.188101,1.428575,#TechLinearMove
0.551949,-0.364485,0.240295,2.451801,0.199768,1.417725,#TechLinearMove
0.550846,-0.369375,0.240740,2.437028,0.210930,1.403824,#TechLinearMove
0.549918,-0.374319,0.240711,2.434384,0.218511,1.396950,#TechLinearMove
0.549095,-0.379278,0.240421,2.434121,0.226733,1.390519,#TechLinearMove
0.548651,-0.384194,0.239473,2.416841,0.243545,1.371462,#TechLinearMove
0.548648,-0.379281,0.240770,2.402638,0.240560,1.358739,#TechLinearMove
0.549237,-0.374460,0.241309,2.410237,0.233282,1.371312,#TechLinearMove
0.550158,-0.369652,0.241571,2.428537,0.218525,1.392065,#TechLinearMove
