scenario,dimension,algorithm,short_name,trial_id,success,iterations,path_length,planning_time,tree_nodes,first_solution_iter,convergence_time,effective_sampling_ratio,smoothness,clearance
2D_HighDensity,2D,Informed-RRT*,IRRT,1,True,1000,2772.9838467826257,4.835317134857178,1648,800,3.693024158477783,0.3138138138138138,31.163116788734495,31.665025984732186
2D_HighDensity,2D,Informed-RRT*,IRRT,2,True,579,2252.0808117296933,2.194152355194092,968,379,1.3244776725769043,0.3226643598615917,34.06255313916661,29.514276734322994
2D_HighDensity,2D,Informed-RRT*,IRRT,3,True,1000,2145.6537780049516,4.8649702072143555,1749,800,3.6306116580963135,0.2937937937937938,32.837264470082374,29.084371820874665
2D_HighDensity,2D,Informed-RRT*,IRRT,4,True,1000,2225.6987340871055,4.949296712875366,1793,800,3.705172300338745,0.29179179179179177,31.715875349590203,29.073470663620448
2D_HighDensity,2D,Informed-RRT*,IRRT,5,True,1000,2635.1029092200283,4.5682079792022705,1688,800,3.417386770248413,0.3083083083083083,33.777317529166524,29.062112861448423
2D_HighDensity,2D,Informed-RRT*,IRRT,6,True,1000,2160.287901432821,4.875922679901123,1758,800,3.6733956336975098,0.2987987987987988,32.08953637935068,31.029169268953154
2D_HighDensity,2D,Informed-RRT*,IRRT,7,True,1000,3063.5575428752613,5.024111270904541,1852,800,3.7382090091705322,0.2972972972972973,32.67870195068128,31.135677999252795
2D_HighDensity,2D,Informed-RRT*,IRRT,8,True,1800,2600.3482233879113,13.442613363265991,3220,1600,11.026257038116455,0.28237909949972206,32.58747450786934,26.866449477611628
2D_HighDensity,2D,Informed-RRT*,IRRT,9,True,1000,2702.9302472521235,4.7736921310424805,1757,800,3.5761947631835938,0.31181181181181183,32.99547990730085,26.52294828105143
2D_HighDensity,2D,Informed-RRT*,IRRT,10,True,1000,2275.165680694324,4.588178634643555,1716,800,3.408844232559204,0.3078078078078078,31.919165808907405,31.125981819648786
2D_HighDensity,2D,Informed-RRT*,IRRT,11,True,1000,2462.5827050486605,4.487797498703003,1662,800,3.3254594802856445,0.2957957957957958,32.66276599909666,26.976035802743862
2D_HighDensity,2D,Informed-RRT*,IRRT,12,True,1000,2964.054402349649,4.266692399978638,1553,800,3.1996207237243652,0.3058058058058058,31.555225989993623,26.16400729965543
2D_HighDensity,2D,Informed-RRT*,IRRT,13,True,1000,3188.619279390053,4.878213405609131,1775,800,3.6761879920959473,0.3008008008008008,32.742706464648705,29.22742777230143
2D_HighDensity,2D,Informed-RRT*,IRRT,14,True,1000,2203.025658749459,4.614797830581665,1739,800,3.4284019470214844,0.3038038038038038,33.40334224631669,32.91042267815709
