scenario,dimension,algorithm,short_name,trial_id,success,iterations,path_length,planning_time,tree_nodes,first_solution_iter,convergence_time,effective_sampling_ratio,smoothness,clearance
2D_HighDensity,2D,Informed-RRT*,IRRT,1,True,1000,2613.5103420599107,4.845975160598755,1696,800,3.632431745529175,0.29179179179179177,29.104023334453583,29.65131873086513
2D_HighDensity,2D,Informed-RRT*,IRRT,2,True,875,2206.1894589599538,4.428414344787598,1526,675,2.998131513595581,0.284324942791762,33.76250447430296,30.457145166902222
2D_HighDensity,2D,Informed-RRT*,IRRT,3,True,1800,2114.286137594891,13.945114374160767,3210,1600,11.493547677993774,0.29210672595886605,36.862350921003554,27.628143988893445
2D_HighDensity,2D,Informed-RRT*,IRRT,4,True,1800,2328.8172345392923,13.821911811828613,3148,1600,11.443520307540894,0.30822679266259034,32.0122613818186,29.941283018074415
2D_HighDensity,2D,Informed-RRT*,IRRT,5,True,1000,2205.170625084621,4.824377059936523,1698,800,3.6164586544036865,0.28928928928928926,35.016886045842206,29.51854518477991
2D_HighDensity,2D,Informed-RRT*,IRRT,6,True,1000,2248.943936485731,4.994221448898315,1778,800,3.7167317867279053,0.3188188188188188,34.78661241725574,26.902794266495587
2D_HighDensity,2D,Informed-RRT*,IRRT,7,True,1800,2453.7076162591065,14.042529344558716,3215,1600,11.454295873641968,0.3043357420789327,31.966155861152565,30.410401704483128
2D_HighDensity,2D,Informed-RRT*,IRRT,8,True,1000,2315.475128807089,5.173837184906006,1779,800,3.907093048095703,0.28428428428428426,31.291081088119356,30.640740091353262
2D_HighDensity,2D,Informed-RRT*,IRRT,9,True,1800,2593.7219646531066,13.660775184631348,3142,1600,11.242627620697021,0.30405780989438574,38.965822660102866,27.115514911108583
2D_HighDensity,2D,Informed-RRT*,IRRT,10,True,1000,2165.579488112681,5.565231084823608,1848,800,4.090041160583496,0.27627627627627627,31.75228817805889,31.213771938842672
2D_HighDensity,2D,Informed-RRT*,IRRT,11,True,1000,2863.8753926810787,4.96828031539917,1808,800,3.7191274166107178,0.2992992992992993,31.33083889206902,29.477599094563026
2D_HighDensity,2D,Informed-RRT*,IRRT,12,True,1000,2192.5394864508607,5.018301010131836,1679,800,3.7134993076324463,0.3013013013013013,31.093866655757832,28.120818536056873
2D_HighDensity,2D,Informed-RRT*,IRRT,13,True,1000,2547.7209541910847,4.943617343902588,1766,800,3.7310218811035156,0.2937937937937938,31.648791858021074,31.7032296974022
2D_HighDensity,2D,Informed-RRT*,IRRT,14,True,1000,2207.5793589983423,5.268350839614868,1727,800,3.932724714279175,0.2807807807807808,32.572437525411814,24.901304653604438
2D_HighDensity,2D,Informed-RRT*,IRRT,15,True,1000,2287.9365547121424,5.50002384185791,1859,800,4.182518482208252,0.3033033033033033,34.60064817861219,32.43726466395818
