epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,2145.93,0.36463,0.11511,0.05895,0.20584,0.94048,1,1,0.995,0.87501,1,1,0.995,0.995,0.64514,0.0946,0.00453,0.24612,1.07156,0.0031191,0.0010397,0.0031191,0.0010397,0.0031191,0.0010397,0.0031191,0.0010397
99,2167.95,0.37792,0.10724,0.05865,0.21425,0.94576,0.99752,1,0.995,0.88544,0.99752,1,0.995,0.995,0.57195,0.09021,0.0032,0.21943,1.00677,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298
100,2189.15,0.3657,0.10224,0.05781,0.21035,0.93186,0.99757,1,0.995,0.88883,0.99757,1,0.995,0.995,0.59298,0.08747,0.00432,0.21933,0.99652,0.0030597,0.0010199,0.0030597,0.0010199,0.0030597,0.0010199,0.0030597,0.0010199
101,2210.12,0.36813,0.10399,0.05151,0.21247,0.93041,0.99757,1,0.995,0.88928,0.99757,1,0.995,0.995,0.51934,0.08637,0.00688,0.21074,0.94576,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
102,2232.11,0.36641,0.10945,0.0549,0.21418,0.93258,0.99752,1,0.995,0.8906,0.99752,1,0.995,0.995,0.54865,0.08692,0.00802,0.21834,0.99368,0.0030003,0.0010001,0.0030003,0.0010001,0.0030003,0.0010001,0.0030003,0.0010001
103,2253.6,0.3579,0.10374,0.05626,0.20654,0.92457,0.99755,1,0.995,0.88932,0.99755,1,0.995,0.995,0.5826,0.08031,0.00736,0.21433,1.01304,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902
104,2275.05,0.36276,0.13024,0.05399,0.21245,0.93855,0.9976,1,0.995,0.87119,0.9976,1,0.995,0.995,0.61194,0.08948,0.0053,0.24718,1.05767,0.0029409,0.0009803,0.0029409,0.0009803,0.0029409,0.0009803,0.0029409,0.0009803
105,2297.01,0.35812,0.12353,0.05696,0.20926,0.93442,1,1,0.995,0.89568,1,1,0.995,0.995,0.56896,0.09256,0.00634,0.23324,1.05401,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704
106,2318.58,0.36154,0.11014,0.05608,0.20582,0.93621,0.99753,1,0.995,0.9023,0.99753,1,0.995,0.995,0.56966,0.08322,0.0029,0.22129,1.05853,0.0028815,0.0009605,0.0028815,0.0009605,0.0028815,0.0009605,0.0028815,0.0009605
107,2340.06,0.35622,0.12082,0.05698,0.20743,0.93482,0.99747,1,0.995,0.88097,0.99747,1,0.995,0.995,0.59471,0.08168,0.00447,0.21369,1.06188,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506
108,2361.88,0.36349,0.11579,0.05956,0.21212,0.93861,1,1,0.995,0.87815,1,1,0.995,0.995,0.58638,0.08179,0.00412,0.21905,1.10191,0.0028221,0.0009407,0.0028221,0.0009407,0.0028221,0.0009407,0.0028221,0.0009407
109,2383.3,0.35295,0.13263,0.05599,0.21069,0.93238,0.99752,1,0.995,0.87137,0.99752,1,0.995,0.995,0.59218,0.08618,0.00506,0.23598,1.08668,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308
110,2404.74,0.35145,0.1053,0.05273,0.20415,0.93075,0.99753,1,0.995,0.89169,0.99753,1,0.995,0.995,0.56197,0.08412,0.00644,0.20025,1.08523,0.0027627,0.0009209,0.0027627,0.0009209,0.0027627,0.0009209,0.0027627,0.0009209
111,2426.66,0.34522,0.10486,0.05367,0.20083,0.92648,0.9975,1,0.995,0.8864,0.9975,1,0.995,0.995,0.57638,0.07789,0.00302,0.21297,1.0821,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911
112,2448.25,0.35355,0.11137,0.06123,0.20542,0.93728,0.99756,1,0.995,0.90742,0.99756,1,0.995,0.995,0.55049,0.06811,0.00359,0.21573,1.09002,0.0027033,0.0009011,0.0027033,0.0009011,0.0027033,0.0009011,0.0027033,0.0009011
113,2469.7,0.34776,0.11547,0.0567,0.2049,0.93355,0.99753,1,0.995,0.90573,0.99753,1,0.995,0.995,0.54848,0.07721,0.00423,0.20744,1.08731,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912
114,2491.65,0.32946,0.08865,0.05097,0.19538,0.92235,0.99736,1,0.995,0.90126,0.99736,1,0.995,0.995,0.53224,0.0725,0.00304,0.20468,1.04309,0.0026439,0.0008813,0.0026439,0.0008813,0.0026439,0.0008813,0.0026439,0.0008813
115,2513.3,0.34261,0.09422,0.05463,0.19707,0.92491,0.9972,1,0.995,0.88393,0.9972,1,0.995,0.995,0.55393,0.06889,0.00484,0.20266,1.04156,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714
116,2534.9,0.3313,0.09449,0.0508,0.1935,0.9129,0.9969,1,0.995,0.90236,0.9969,1,0.995,0.995,0.53798,0.06587,0.00295,0.21111,1.00812,0.0025845,0.0008615,0.0025845,0.0008615,0.0025845,0.0008615,0.0025845,0.0008615
117,2556.87,0.33325,0.09216,0.05196,0.19012,0.92405,0.99694,1,0.995,0.90101,0.99694,1,0.995,0.995,0.53056,0.07133,0.00325,0.20295,1.00819,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516
118,2578.37,0.3293,0.09956,0.05594,0.19199,0.92081,0.99736,1,0.995,0.88415,0.99736,1,0.995,0.995,0.55197,0.07601,0.00318,0.2106,1.02695,0.0025251,0.0008417,0.0025251,0.0008417,0.0025251,0.0008417,0.0025251,0.0008417
119,2599.9,0.32694,0.09117,0.0501,0.19211,0.91683,0.99724,1,0.995,0.90005,0.99724,1,0.995,0.995,0.54238,0.07724,0.00484,0.19589,1.04377,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318
120,2621.97,0.31866,0.10022,0.04946,0.18759,0.91615,0.99753,1,0.995,0.89591,0.99753,1,0.995,0.995,0.56334,0.07942,0.00275,0.20282,1.0547,0.0024657,0.0008219,0.0024657,0.0008219,0.0024657,0.0008219,0.0024657,0.0008219
121,2643.57,0.33215,0.0913,0.04999,0.19344,0.92276,0.9975,1,0.995,0.899,0.9975,1,0.995,0.995,0.56989,0.07989,0.00324,0.2167,1.04092,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
122,2665.27,0.32122,0.09607,0.05261,0.19243,0.91777,0.99727,1,0.995,0.88825,0.99727,1,0.995,0.995,0.5576,0.07393,0.00244,0.20362,1.02543,0.0024063,0.0008021,0.0024063,0.0008021,0.0024063,0.0008021,0.0024063,0.0008021
123,2687.31,0.32923,0.09601,0.04923,0.18767,0.91519,0.99751,1,0.995,0.89431,0.99751,1,0.995,0.995,0.55578,0.07775,0.00328,0.1949,1.01213,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922
124,2708.77,0.32029,0.09272,0.04883,0.18662,0.92036,1,1,0.995,0.91081,1,1,0.995,0.995,0.51861,0.07444,0.00229,0.18849,1.00719,0.0023469,0.0007823,0.0023469,0.0007823,0.0023469,0.0007823,0.0023469,0.0007823
125,2730.38,0.33064,0.09276,0.048,0.18653,0.92266,1,1,0.995,0.90664,1,1,0.995,0.995,0.51453,0.07773,0.00268,0.18422,1.01459,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724
126,2752.22,0.31666,0.08667,0.04907,0.18595,0.92054,1,1,0.995,0.89886,1,1,0.995,0.995,0.54243,0.07488,0.0023,0.19544,1.04103,0.0022875,0.0007625,0.0022875,0.0007625,0.0022875,0.0007625,0.0022875,0.0007625
127,2773.71,0.32194,0.09268,0.05007,0.19021,0.92886,0.99764,1,0.995,0.90742,0.99764,1,0.995,0.995,0.54716,0.07889,0.00232,0.20203,1.04244,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526
128,2795.3,0.31045,0.09037,0.04998,0.18373,0.9172,0.99759,1,0.995,0.89803,0.99759,1,0.995,0.995,0.50152,0.0795,0.00273,0.20638,1.04518,0.0022281,0.0007427,0.0022281,0.0007427,0.0022281,0.0007427,0.0022281,0.0007427
129,2817.21,0.31331,0.09477,0.05055,0.18849,0.92208,0.99758,1,0.995,0.88574,0.99758,1,0.995,0.995,0.55639,0.07997,0.00255,0.21398,1.08443,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
130,2838.68,0.30618,0.09396,0.04529,0.18361,0.91566,0.99758,1,0.995,0.90081,0.99758,1,0.995,0.995,0.53067,0.0774,0.00287,0.19885,1.05585,0.0021687,0.0007229,0.0021687,0.0007229,0.0021687,0.0007229,0.0021687,0.0007229
131,2860.24,0.30534,0.08721,0.0466,0.182,0.91299,0.9975,1,0.995,0.87872,0.9975,1,0.995,0.995,0.57361,0.0771,0.00379,0.20878,1.07935,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
132,2882.1,0.30557,0.08106,0.04624,0.18127,0.91041,0.9976,1,0.995,0.89407,0.9976,1,0.995,0.995,0.57665,0.07267,0.00277,0.21658,1.06464,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031
133,2903.59,0.30975,0.0945,0.05035,0.18497,0.913,1,1,0.995,0.90395,1,1,0.995,0.995,0.54824,0.06806,0.00223,0.21287,1.0412,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
134,2925.14,0.30394,0.08156,0.05449,0.18523,0.91789,0.99755,1,0.995,0.90186,0.99755,1,0.995,0.995,0.54806,0.06993,0.00361,0.20994,1.04709,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833
135,2947.19,0.30554,0.08674,0.04819,0.18221,0.91302,0.99751,1,0.995,0.89871,0.99751,1,0.995,0.995,0.54591,0.07205,0.00221,0.20081,1.02181,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
136,2968.77,0.29228,0.08657,0.04624,0.17399,0.90092,0.99752,1,0.995,0.90059,0.99752,1,0.995,0.995,0.54151,0.06311,0.0021,0.20874,1.02166,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635
137,2990.32,0.29348,0.08761,0.04987,0.1799,0.90406,0.99744,1,0.995,0.90374,0.99744,1,0.995,0.995,0.52927,0.06153,0.00275,0.18821,1.02119,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
138,3012.3,0.2982,0.08093,0.04585,0.18056,0.90785,0.99741,1,0.995,0.89114,0.99741,1,0.995,0.995,0.53702,0.06811,0.00286,0.20067,1.01831,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437
139,3033.71,0.294,0.08026,0.04368,0.17636,0.90835,0.99734,1,0.995,0.8958,0.99734,1,0.995,0.995,0.53345,0.06797,0.00345,0.20025,1.02785,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
140,3055.24,0.29217,0.08254,0.05056,0.17805,0.90676,0.99752,1,0.995,0.89831,0.99752,1,0.995,0.995,0.52727,0.0716,0.00303,0.18555,1.01024,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239
141,3077.39,0.29273,0.07813,0.04581,0.17975,0.89988,0.99752,1,0.995,0.89548,0.99752,1,0.995,0.995,0.54539,0.0633,0.00386,0.19445,1.0203,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
142,3099.05,0.29005,0.07549,0.0443,0.16952,0.90219,0.99752,1,0.995,0.9071,0.99752,1,0.995,0.995,0.53008,0.06623,0.00354,0.19273,1.01587,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041
143,3120.68,0.2905,0.08492,0.04419,0.17533,0.90373,0.99726,1,0.995,0.90948,0.99726,1,0.995,0.995,0.51911,0.0586,0.00395,0.19153,1.00933,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
144,3142.77,0.28499,0.07707,0.04496,0.17251,0.89578,0.9973,1,0.995,0.91389,0.9973,1,0.995,0.995,0.50985,0.05999,0.00352,0.18665,1.00002,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843
145,3164.77,0.28948,0.0846,0.04603,0.17137,0.90255,0.99755,1,0.995,0.89288,0.99755,1,0.995,0.995,0.56764,0.06715,0.00375,0.199,1.05342,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
146,3186.41,0.28603,0.08292,0.04214,0.17683,0.89766,0.99728,1,0.995,0.90158,0.99728,1,0.995,0.995,0.56981,0.06855,0.00274,0.2119,1.04369,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645
147,3208.36,0.27119,0.07379,0.04353,0.16529,0.88979,0.9958,1,0.995,0.90683,0.9958,1,0.995,0.995,0.54039,0.06133,0.0038,0.19676,1.00949,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
148,3229.93,0.279,0.07554,0.04474,0.16762,0.899,0.99649,1,0.995,0.9041,0.99649,1,0.995,0.995,0.52094,0.05709,0.00296,0.1931,0.98538,0.0016341,0.0005447,0.0016341,0.0005447,0.0016341,0.0005447,0.0016341,0.0005447
149,3251.48,0.27752,0.07715,0.04362,0.17014,0.89728,0.99719,1,0.995,0.89951,0.99719,1,0.995,0.995,0.53634,0.05864,0.00282,0.19669,1.00888,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
150,3273.54,0.27692,0.07595,0.04287,0.17157,0.89374,0.99756,1,0.995,0.91116,0.99756,1,0.995,0.995,0.52766,0.05843,0.00323,0.18931,1.02501,0.0015747,0.0005249,0.0015747,0.0005249,0.0015747,0.0005249,0.0015747,0.0005249
151,3295.05,0.2695,0.07622,0.04374,0.16685,0.88899,0.99764,1,0.995,0.8957,0.99764,1,0.995,0.995,0.53461,0.06088,0.00393,0.19113,0.98062,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515
152,3316.72,0.26963,0.06812,0.04246,0.16619,0.89036,0.99766,1,0.995,0.8953,0.99766,1,0.995,0.995,0.53849,0.0607,0.00323,0.19886,1.0014,0.0015153,0.0005051,0.0015153,0.0005051,0.0015153,0.0005051,0.0015153,0.0005051
153,3338.84,0.26893,0.07105,0.04426,0.1637,0.89335,0.99766,1,0.995,0.89491,0.99766,1,0.995,0.995,0.5242,0.05755,0.0027,0.18783,1.00611,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
154,3360.39,0.27394,0.07384,0.04528,0.16595,0.89322,0.99758,1,0.995,0.89638,0.99758,1,0.995,0.995,0.54182,0.05754,0.00297,0.2006,1.02333,0.0014559,0.0004853,0.0014559,0.0004853,0.0014559,0.0004853,0.0014559,0.0004853
155,3381.98,0.25921,0.06998,0.04167,0.15973,0.88966,0.99749,1,0.995,0.88647,0.99749,1,0.995,0.995,0.54492,0.05661,0.00244,0.196,1.0276,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754
156,3403.98,0.26478,0.07124,0.03847,0.16029,0.88574,0.99724,1,0.995,0.88922,0.99724,1,0.995,0.995,0.54489,0.05893,0.00274,0.19355,1.03105,0.0013965,0.0004655,0.0013965,0.0004655,0.0013965,0.0004655,0.0013965,0.0004655
157,3425.65,0.26615,0.07244,0.03979,0.16372,0.89074,0.99737,1,0.995,0.89187,0.99737,1,0.995,0.995,0.54422,0.05785,0.00209,0.19807,1.02953,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556
158,3447.32,0.2666,0.06914,0.04515,0.16238,0.885,0.99698,1,0.995,0.88277,0.99698,1,0.995,0.995,0.58552,0.0602,0.00267,0.22523,1.09885,0.0013371,0.0004457,0.0013371,0.0004457,0.0013371,0.0004457,0.0013371,0.0004457
159,3469.39,0.26194,0.07698,0.04302,0.16298,0.88861,0.9974,1,0.995,0.88918,0.9974,1,0.995,0.995,0.57451,0.05876,0.00303,0.20397,1.09295,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358
160,3490.95,0.25654,0.06591,0.04163,0.1611,0.89415,0.99732,1,0.995,0.89053,0.99732,1,0.995,0.995,0.55692,0.06033,0.00227,0.20133,1.05736,0.0012777,0.0004259,0.0012777,0.0004259,0.0012777,0.0004259,0.0012777,0.0004259
161,3512.41,0.25335,0.07196,0.03967,0.15885,0.89244,0.99704,1,0.995,0.89242,0.99704,1,0.995,0.995,0.58802,0.06529,0.00282,0.24129,1.0579,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
162,3534.36,0.25611,0.06886,0.03963,0.15749,0.88462,0.99697,1,0.995,0.89493,0.99697,1,0.995,0.995,0.57412,0.06396,0.00261,0.22259,1.04864,0.0012183,0.0004061,0.0012183,0.0004061,0.0012183,0.0004061,0.0012183,0.0004061
163,3555.87,0.25432,0.06751,0.04136,0.16018,0.88513,0.99664,1,0.995,0.8981,0.99664,1,0.995,0.995,0.56986,0.05886,0.0026,0.211,1.05971,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962
164,3577.38,0.25051,0.0677,0.04438,0.1557,0.88928,0.99718,1,0.995,0.89064,0.99718,1,0.995,0.995,0.56043,0.05917,0.00188,0.20692,1.079,0.0011589,0.0003863,0.0011589,0.0003863,0.0011589,0.0003863,0.0011589,0.0003863
165,3599.26,0.24928,0.06642,0.04529,0.15447,0.88734,0.99686,1,0.995,0.90609,0.99686,1,0.995,0.995,0.53885,0.0619,0.0021,0.2066,1.06225,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764
166,3620.96,0.25083,0.06607,0.03853,0.15843,0.8891,0.99696,1,0.995,0.8956,0.99696,1,0.995,0.995,0.54949,0.06565,0.00224,0.20941,1.08389,0.0010995,0.0003665,0.0010995,0.0003665,0.0010995,0.0003665,0.0010995,0.0003665
167,3642.58,0.24767,0.06896,0.0422,0.158,0.88847,0.99723,1,0.995,0.89179,0.99723,1,0.995,0.995,0.55282,0.0699,0.00193,0.19809,1.07675,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566
168,3664.65,0.24556,0.064,0.04007,0.15369,0.88437,0.99727,1,0.995,0.8987,0.99727,1,0.995,0.995,0.53049,0.06086,0.00199,0.20011,1.06767,0.0010401,0.0003467,0.0010401,0.0003467,0.0010401,0.0003467,0.0010401,0.0003467
169,3686.1,0.25245,0.06633,0.04091,0.16038,0.89518,0.99734,1,0.995,0.90409,0.99734,1,0.995,0.995,0.54591,0.06898,0.00225,0.20672,1.0984,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
170,3707.64,0.24511,0.06612,0.03985,0.15989,0.89116,0.99734,1,0.995,0.90094,0.99734,1,0.995,0.995,0.54151,0.06257,0.00231,0.20807,1.08045,0.0009807,0.0003269,0.0009807,0.0003269,0.0009807,0.0003269,0.0009807,0.0003269
171,3729.72,0.23341,0.06498,0.04114,0.1492,0.87932,0.99751,1,0.995,0.89961,0.99751,1,0.995,0.995,0.53957,0.06429,0.00246,0.20469,1.07049,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
172,3751.27,0.23869,0.06605,0.04107,0.15063,0.88401,0.99752,1,0.995,0.89551,0.99752,1,0.995,0.995,0.54644,0.06181,0.00203,0.20479,1.07015,0.0009213,0.0003071,0.0009213,0.0003071,0.0009213,0.0003071,0.0009213,0.0003071
173,3772.89,0.24798,0.06136,0.04355,0.1616,0.89704,0.99759,1,0.995,0.88905,0.99759,1,0.995,0.995,0.53657,0.06189,0.00262,0.19873,1.0581,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972
174,3794.93,0.23853,0.06055,0.03959,0.14811,0.88278,0.9976,1,0.995,0.89734,0.9976,1,0.995,0.995,0.53763,0.06185,0.00226,0.19853,1.05592,0.0008619,0.0002873,0.0008619,0.0002873,0.0008619,0.0002873,0.0008619,0.0002873
175,3816.56,0.24042,0.05893,0.03862,0.14758,0.89067,0.9975,1,0.995,0.90265,0.9975,1,0.995,0.995,0.53463,0.06367,0.00196,0.20346,1.07034,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774
176,3838.23,0.24695,0.06281,0.04411,0.15416,0.89413,0.99727,1,0.995,0.90224,0.99727,1,0.995,0.995,0.52944,0.05952,0.00256,0.20332,1.06467,0.0008025,0.0002675,0.0008025,0.0002675,0.0008025,0.0002675,0.0008025,0.0002675
177,3860.29,0.22765,0.06271,0.03802,0.14594,0.87764,0.99714,1,0.995,0.9058,0.99714,1,0.995,0.995,0.52501,0.0606,0.00234,0.20044,1.0581,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576
178,3881.89,0.22922,0.05762,0.03964,0.14717,0.88321,0.99747,1,0.995,0.90653,0.99747,1,0.995,0.995,0.54179,0.06157,0.00194,0.19859,1.08002,0.0007431,0.0002477,0.0007431,0.0002477,0.0007431,0.0002477,0.0007431,0.0002477
179,3903.69,0.23051,0.05613,0.04076,0.14859,0.88203,0.99754,1,0.995,0.90469,0.99754,1,0.995,0.995,0.55439,0.06174,0.00158,0.20654,1.09554,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378
180,3925.79,0.24025,0.0617,0.04073,0.15127,0.89294,0.99752,1,0.995,0.89843,0.99752,1,0.995,0.995,0.54638,0.06352,0.00172,0.20194,1.08729,0.0006837,0.0002279,0.0006837,0.0002279,0.0006837,0.0002279,0.0006837,0.0002279
181,3947.4,0.22815,0.05765,0.04023,0.145,0.87974,0.99743,1,0.995,0.89469,0.99743,1,0.995,0.995,0.54221,0.0641,0.00209,0.19959,1.0654,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
182,3968.87,0.22875,0.05699,0.03848,0.14652,0.88047,0.99755,1,0.995,0.89375,0.99755,1,0.995,0.995,0.54866,0.06536,0.00244,0.206,1.06358,0.0006243,0.0002081,0.0006243,0.0002081,0.0006243,0.0002081,0.0006243,0.0002081
183,3990.8,0.22416,0.05374,0.0392,0.14102,0.88086,0.99757,1,0.995,0.89368,0.99757,1,0.995,0.995,0.56284,0.06243,0.00265,0.20617,1.08784,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982
184,4012.24,0.22886,0.06171,0.0425,0.14105,0.88123,0.99753,1,0.995,0.90413,0.99753,1,0.995,0.995,0.56419,0.06302,0.00204,0.20987,1.09227,0.0005649,0.0001883,0.0005649,0.0001883,0.0005649,0.0001883,0.0005649,0.0001883
185,4033.65,0.2239,0.05725,0.03784,0.14347,0.87666,0.99754,1,0.995,0.90676,0.99754,1,0.995,0.995,0.55125,0.06537,0.00223,0.21195,1.07803,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784
186,4055.52,0.22601,0.05562,0.03813,0.14525,0.87296,0.99757,1,0.995,0.90021,0.99757,1,0.995,0.995,0.55416,0.06426,0.00262,0.20899,1.0813,0.0005055,0.0001685,0.0005055,0.0001685,0.0005055,0.0001685,0.0005055,0.0001685
187,4076.96,0.22476,0.05285,0.03545,0.14045,0.881,0.99753,1,0.995,0.90796,0.99753,1,0.995,0.995,0.55474,0.06567,0.00232,0.21178,1.08308,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586
188,4098.34,0.2287,0.05404,0.03644,0.14419,0.88051,0.99753,1,0.995,0.89765,0.99753,1,0.995,0.995,0.5597,0.0619,0.00239,0.21498,1.06433,0.0004461,0.0001487,0.0004461,0.0001487,0.0004461,0.0001487,0.0004461,0.0001487
189,4120.33,0.21819,0.0553,0.03927,0.13901,0.87169,0.99755,1,0.995,0.89581,0.99755,1,0.995,0.995,0.55209,0.06195,0.00241,0.19961,1.05985,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388
190,4141.77,0.22326,0.06239,0.03485,0.14023,0.87622,0.99753,1,0.995,0.90047,0.99753,1,0.995,0.995,0.541,0.06113,0.00234,0.19641,1.06019,0.0003867,0.0001289,0.0003867,0.0001289,0.0003867,0.0001289,0.0003867,0.0001289
191,4164.42,0.15317,0.03163,0.0263,0.09903,0.81209,0.99755,1,0.995,0.89976,0.99755,1,0.995,0.995,0.54608,0.06269,0.0021,0.20195,1.08257,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119
192,4186.38,0.15209,0.03609,0.02266,0.09497,0.80437,0.99756,1,0.995,0.90647,0.99756,1,0.995,0.995,0.53917,0.06168,0.00207,0.19546,1.08158,0.0003273,0.0001091,0.0003273,0.0001091,0.0003273,0.0001091,0.0003273,0.0001091
193,4207.82,0.15181,0.02941,0.01813,0.09568,0.80726,0.99757,1,0.995,0.90077,0.99757,1,0.995,0.995,0.5375,0.06129,0.00209,0.19733,1.06937,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05
194,4229.37,0.1443,0.02984,0.01835,0.09374,0.80355,0.99757,1,0.995,0.90288,0.99757,1,0.995,0.995,0.53624,0.06349,0.00199,0.19872,1.063,0.0002679,8.93e-05,0.0002679,8.93e-05,0.0002679,8.93e-05,0.0002679,8.93e-05
195,4251.33,0.14777,0.0296,0.02083,0.09359,0.80905,0.99756,1,0.995,0.90243,0.99756,1,0.995,0.995,0.53913,0.06313,0.00189,0.20512,1.06488,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05
196,4272.78,0.1431,0.02858,0.0234,0.09086,0.81402,0.99755,1,0.995,0.90323,0.99755,1,0.995,0.995,0.53308,0.06403,0.00187,0.19906,1.0629,0.0002085,6.95e-05,0.0002085,6.95e-05,0.0002085,6.95e-05,0.0002085,6.95e-05
197,4294.22,0.14441,0.0318,0.02258,0.09095,0.80614,0.99758,1,0.995,0.9036,0.99758,1,0.995,0.995,0.52679,0.06322,0.0018,0.19821,1.05835,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05
198,4316.04,0.13937,0.02885,0.02041,0.08956,0.80159,0.99754,1,0.995,0.90892,0.99754,1,0.995,0.995,0.52626,0.06323,0.0017,0.19759,1.06116,0.0001491,4.97e-05,0.0001491,4.97e-05,0.0001491,4.97e-05,0.0001491,4.97e-05
199,4337.54,0.14139,0.031,0.02132,0.09005,0.80931,0.99758,1,0.995,0.90546,0.99758,1,0.995,0.995,0.52295,0.06393,0.00172,0.20094,1.05937,0.0001194,3.98e-05,0.0001194,3.98e-05,0.0001194,3.98e-05,0.0001194,3.98e-05
