environment_id,family,dimension,map_index,seed_index,seed,algorithm,checkpoint,best_cost_mm
evaluation-2d-00,uniform_clutter,2,0,8,20000008,SC-RRT-no-ADCS,1000,2016.9607214124962
evaluation-2d-00,uniform_clutter,2,0,8,20000008,SC-RRT-no-ADCS,2000,2005.4478046121053
evaluation-2d-00,uniform_clutter,2,0,8,20000008,SC-RRT-no-ADCS,3000,2002.3727573385215
evaluation-2d-00,uniform_clutter,2,0,8,20000008,SC-RRT-no-ADCS,4000,2000.7514052971494
evaluation-2d-00,uniform_clutter,2,0,8,20000008,SC-RRT-no-ADCS,5000,1988.011166702801
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT,100,nan
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT,250,nan
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT,500,2235.6743640121795
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT,1000,2169.5663780143464
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT,2000,2160.5826797501813
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT,3000,2022.5444040560944
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT,4000,1990.6796053858416
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT,5000,1978.9630021568871
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-ADCS,100,nan
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-ADCS,250,nan
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-ADCS,500,2235.6743640121795
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-ADCS,1000,2169.5663780143464
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-ADCS,2000,2160.5826797501813
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-ADCS,3000,2160.5826797501813
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-ADCS,4000,2134.3589253837004
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-ADCS,5000,2080.5206533947453
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-SSFOR,100,nan
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-SSFOR,250,nan
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-SSFOR,500,2212.349269947707
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-SSFOR,1000,2130.95405408073
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-SSFOR,2000,2071.4762090161084
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-SSFOR,3000,2028.2687596327823
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-SSFOR,4000,2026.8465390035835
evaluation-2d-00,uniform_clutter,2,0,9,20000009,SC-RRT-no-SSFOR,5000,2000.9651150889958
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-ADCS,100,nan
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-ADCS,250,2057.8867159077467
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-ADCS,500,2055.6044343228345
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-ADCS,1000,2037.3418911468468
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-ADCS,2000,2029.9709168718525
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-ADCS,3000,2020.3029863050356
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-ADCS,4000,2009.8532975141181
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-ADCS,5000,2004.753948599414
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-SSFOR,100,nan
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-SSFOR,250,2058.0215278744936
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-SSFOR,500,2058.0215278744936
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-SSFOR,1000,2014.9848730409055
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-SSFOR,2000,2002.6834867928164
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-SSFOR,3000,1985.9244476626823
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-SSFOR,4000,1969.6255011598037
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT-no-SSFOR,5000,1954.4648432719732
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT,100,nan
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT,250,2057.8867159077467
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT,500,2055.6044343228345
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT,1000,2037.3418911468468
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT,2000,2029.9709168718525
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT,3000,2009.4197845261483
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT,4000,2003.9609769364952
evaluation-2d-00,uniform_clutter,2,0,10,20000010,SC-RRT,5000,1991.4383895567853
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT-no-SSFOR,100,nan
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT-no-SSFOR,250,2177.18586528185
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT-no-SSFOR,500,2165.240106167386
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT-no-SSFOR,1000,2155.44068210025
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT-no-SSFOR,2000,2117.3659636979796
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT-no-SSFOR,3000,2014.7079946210401
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT-no-SSFOR,4000,1990.6639855574886
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT-no-SSFOR,5000,1971.68547404055
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT,100,nan
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT,250,2177.18586528185
evaluation-2d-00,uniform_clutter,2,0,11,20000011,SC-RRT,500,2138.525789332528
