dimension,reference,metric,paired_n,mean_reference_minus_sc,mean_improvement_percent,bootstrap_ci95_low,bootstrap_ci95_high,wilcoxon_p_raw,wilcoxon_p_holm
2,RRT,first_solution_attempt,500,369.892,45.47423808411502,331.51,409.65725,1.7862987399765061e-53,8.93149369988253e-53
2,RRT,first_solution_time_s,500,0.008944442774518394,22.10723299004229,0.006610464919096561,0.011301654744247212,2.728494089481789e-18,2.728494089481789e-18
2,RRT,fixed_budget_cost_mm,500,510.0085950818487,20.13505686521266,494.44563538155586,525.9025521002553,1.2647189486922184e-83,6.323594743461092e-83
2,RRT,fixed_budget_time_s,500,-0.9300744240286294,-299.11682272790796,-0.9420739944085857,-0.9178576633380493,1.2647189486922184e-83,6.323594743461092e-83
2,RRT-Connect,first_solution_attempt,500,-24.874,-5.9415637152329905,-55.7963,5.628,0.007339940158590285,0.007339940158590285
2,RRT-Connect,first_solution_time_s,500,-0.012643932093051266,-67.00200701298883,-0.014463532076193952,-0.010867877889468223,3.815966090060767e-46,7.631932180121534e-46
2,RRT-Connect,fixed_budget_cost_mm,500,228.4525490147624,10.147212206934638,215.8354452229239,241.58218658581598,1.1542089998888654e-82,3.4626269996665965e-82
2,RRT-Connect,fixed_budget_time_s,500,-0.7283936197663424,-142.0920376922832,-0.740295539116126,-0.7167093262347858,1.2647189486922184e-83,6.323594743461092e-83
2,RRT*,first_solution_attempt,500,369.892,45.47423808411502,331.51,409.65725,1.7862987399765061e-53,8.93149369988253e-53
2,RRT*,first_solution_time_s,500,0.09569516605103855,75.22609143556024,0.08830660962343972,0.10332321790130226,1.4327182457652693e-81,5.730872983061077e-81
2,RRT*,fixed_budget_cost_mm,500,-48.60800383645631,-2.4620101366541225,-54.11874966737812,-43.32444880769127,1.224317226538837e-62,1.224317226538837e-62
2,RRT*,fixed_budget_time_s,500,0.346866660760832,21.844621871185037,0.33408991358622153,0.35904434946097896,2.6787235457653428e-83,6.323594743461092e-83
2,Informed-RRT*,first_solution_attempt,500,369.892,45.47423808411502,331.51,409.65725,1.7862987399765061e-53,8.93149369988253e-53
2,Informed-RRT*,first_solution_time_s,500,0.09617893416294829,75.31994738694311,0.08879307752526365,0.1038173021812312,1.6036908170182814e-81,5.730872983061077e-81
2,Informed-RRT*,fixed_budget_cost_mm,500,-70.80054571917132,-3.6268368995527833,-76.25962619132069,-65.45893855691205,7.279263004355799e-82,1.4558526008711599e-81
2,Informed-RRT*,fixed_budget_time_s,500,1.4152278636958218,53.279317468057776,1.367778093879143,1.463358255604439,1.2647189486922184e-83,6.323594743461092e-83
2,Dynamic-RRT,first_solution_attempt,499,252.1302605210421,36.24387475549435,213.9735971943888,291.37855711422844,9.216151957840048e-36,1.8432303915680096e-35
2,Dynamic-RRT,first_solution_time_s,499,0.12014376743893067,79.21699765285753,0.11200236717787797,0.12862395079038197,8.226283634716193e-83,4.113141817358096e-82
2,Dynamic-RRT,fixed_budget_cost_mm,499,447.451019362705,18.112822257259214,431.9985264876069,463.59337748840056,1.8643057865730787e-83,7.457223146292315e-83
2,Dynamic-RRT,fixed_budget_time_s,500,0.3010290067031747,19.521432610049462,0.2887056190984964,0.3132510305603966,5.0560603069402e-83,6.323594743461092e-83
3,RRT,first_solution_attempt,499,603.9859719438878,74.4455285356124,558.849498997996,652.3789078156312,1.840767693731821e-83,9.203838468659103e-83
3,RRT,first_solution_time_s,499,0.029607706292875798,59.96747281002154,0.02653634768213089,0.03300495470024167,5.213262660636852e-83,1.0426525321273704e-82
3,RRT,fixed_budget_cost_mm,499,495.33343477268926,16.15432352097902,483.06926336344316,507.5157628674728,1.8419872873647575e-83,9.209936436823788e-83
3,RRT,fixed_budget_time_s,500,-0.5130953368316404,-133.7202246533724,-0.5178560950707121,-0.5085154479529477,1.2647189486922184e-83,6.323594743461092e-83
3,RRT-Connect,first_solution_attempt,500,-18.168,-9.6045675618524,-25.4741,-10.823650000000004,2.229868085576139e-05,2.229868085576139e-05
3,RRT-Connect,first_solution_time_s,500,-0.00852229662751779,-75.79850691792238,-0.009062774050762529,-0.007993548881588507,1.0093276750371277e-81,1.0093276750371277e-81
3,RRT-Connect,fixed_budget_cost_mm,500,35.592971456703786,1.3655465773416562,26.117309617923553,45.35909398104132,1.9836817994339507e-10,1.9836817994339507e-10
3,RRT-Connect,fixed_budget_time_s,500,-0.23177285127853975,-34.851457271544184,-0.23659726024725825,-0.22703743974618265,1.2647189486922184e-83,6.323594743461092e-83
3,RRT*,first_solution_attempt,499,603.9859719438878,74.4455285356124,558.849498997996,652.3789078156312,1.840767693731821e-83,9.203838468659103e-83
3,RRT*,first_solution_time_s,499,0.11203951905514178,85.0041549954973,0.1017306279322286,0.12353581514850842,1.8419872873647575e-83,9.209936436823788e-83
3,RRT*,fixed_budget_cost_mm,499,-104.82980774304097,-4.2508405430939655,-112.85267347543488,-96.93848052839272,2.56882831613766e-68,5.13765663227532e-68
3,RRT*,fixed_budget_time_s,500,0.47767239401547706,34.753058757813974,0.47183999116053166,0.4836720304770715,1.2647189486922184e-83,6.323594743461092e-83
3,Informed-RRT*,first_solution_attempt,499,603.9859719438878,74.4455285356124,558.849498997996,652.3789078156312,1.840767693731821e-83,9.203838468659103e-83
3,Informed-RRT*,first_solution_time_s,499,0.11181780144295568,84.9788869747202,0.10155115092353674,0.12330562068308207,1.8419872873647575e-83,9.209936436823788e-83
3,Informed-RRT*,fixed_budget_cost_mm,499,-182.59651978838812,-7.645366250370083,-189.57254011191932,-175.75529032595932,3.523440350046111e-82,1.0570321050138333e-81
3,Informed-RRT*,fixed_budget_time_s,500,1.8622322918269782,67.49576566616253,1.808806248029595,1.9163395285165548,1.2647189486922184e-83,6.323594743461092e-83
3,Dynamic-RRT,first_solution_attempt,498,312.69678714859435,60.187454102732566,272.0557730923695,356.2146586345381,2.496321841997833e-80,4.992643683995666e-80
3,Dynamic-RRT,first_solution_time_s,498,0.139322154506191,87.59446646798891,0.1245339723132593,0.15577850079059416,2.6827493204950513e-83,9.209936436823788e-83
3,Dynamic-RRT,fixed_budget_cost_mm,498,344.90019302676706,11.827475549697578,331.96084339034695,357.9916324520786,2.8668418161092986e-83,1.1467367264437194e-82
3,Dynamic-RRT,fixed_budget_time_s,500,0.9855420789752388,52.35712940740251,0.97818621666861,0.9929270582396508,1.2647189486922184e-83,6.323594743461092e-83
