epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
57,988.393,0.62363,0.00656,0.01258,0.3263,0.81442,1,1,0.995,0.79754,1,1,0.995,0.995,0.97765,0.00089,5e-05,0.34887,1.01713,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912
58,1005.24,0.6039,0.00838,0.0117,0.31271,0.81723,0.99483,1,0.995,0.76877,0.99483,1,0.995,0.995,0.9723,0.00088,6e-05,0.35634,1.02386,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714
59,1021.91,0.62644,0.00505,0.01149,0.3228,0.81509,0.99479,1,0.995,0.77593,0.99479,1,0.995,0.995,0.93087,0.00065,7e-05,0.33343,1.0148,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516
60,1038.92,0.627,0.00481,0.00988,0.32247,0.80822,0.99483,1,0.995,0.75167,0.99483,1,0.995,0.995,0.98312,0.00077,7e-05,0.34204,1.03894,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318
61,1055.74,0.6122,0.00291,0.00958,0.32265,0.81862,0.99476,1,0.995,0.76814,0.99476,1,0.995,0.995,0.98872,0.00082,8e-05,0.35211,1.0289,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
62,1072.52,0.59977,0.00531,0.0129,0.31721,0.81578,1,1,0.995,0.747,1,1,0.995,0.995,1.04539,0.00078,8e-05,0.36687,1.06374,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922
63,1089.25,0.58474,0.0074,0.01275,0.31043,0.80659,0.99474,1,0.995,0.77965,0.99474,1,0.995,0.995,0.95033,0.00076,6e-05,0.3252,1.01185,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724
64,1106.39,0.57782,0.00497,0.0138,0.30787,0.80809,0.9944,1,0.995,0.80171,0.9944,1,0.995,0.995,0.91738,0.00075,5e-05,0.31162,0.98302,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526
65,1123.11,0.56152,0.00429,0.00858,0.29987,0.80923,1,1,0.995,0.80474,1,1,0.995,0.995,0.92595,0.00069,6e-05,0.30961,0.98658,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
66,1139.85,0.57078,0.00836,0.00824,0.30538,0.80868,1,1,0.995,0.77179,1,1,0.995,0.995,0.89615,0.00087,5e-05,0.30639,0.98554,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
