# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 14-Mar-2026 21:40:05

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.034±0.028,2320.66±122.18,0.034±0.028,269±171,0.470±0.037
RRT_Connect_Basic,100.0,0.009±0.004,2144.11±97.62,0.009±0.004,69±10,0.503±0.065
RRT_Star_Basic,100.0,0.115±0.102,1971.72±18.90,9.995±2.520,3850±104,0.288±0.083
Informed_RRT_Star_Basic,100.0,0.081±0.037,2315.86±104.12,0.306±0.081,3804±110,0.414±0.024
SC_RRT_Basic,100.0,0.020±0.013,2003.42±60.97,0.020±0.013,206±32,0.156±0.128
Dynamic_RRT_Basic,100.0,0.038±0.031,2281.84±125.50,0.038±0.031,293±157,0.462±0.035

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,343,1,0.089,2333.32,0.089,386,0.506
RRT_Connect_Basic,344,1,0.033,2459.86,0.033,122,0.455
RRT_Star_Basic,345,1,0.054,1991.97,14.729,3890,0.311
Informed_RRT_Star_Basic,346,1,0.087,2782.68,0.345,3462,0.467
SC_RRT_Basic,347,1,0.035,1945.89,0.035,232,0.008
Dynamic_RRT_Basic,348,1,0.043,2252.84,0.043,307,0.456
RRT_Basic,349,1,0.030,2249.48,0.030,175,0.516
RRT_Connect_Basic,350,1,0.015,2376.03,0.015,84,0.576
RRT_Star_Basic,351,1,0.052,1988.37,15.020,3992,0.178
Informed_RRT_Star_Basic,352,1,0.149,2343.75,0.476,3765,0.435
SC_RRT_Basic,353,1,0.034,2076.09,0.034,199,0.135
Dynamic_RRT_Basic,354,1,0.014,2291.03,0.014,161,0.406
RRT_Basic,355,1,0.059,2343.14,0.059,320,0.423
RRT_Connect_Basic,356,1,0.010,2138.16,0.010,70,0.526
RRT_Star_Basic,357,1,0.085,1992.37,13.695,3780,0.215
Informed_RRT_Star_Basic,358,1,0.117,2389.16,0.395,3689,0.399
SC_RRT_Basic,359,1,0.043,2003.97,0.043,210,0.189
Dynamic_RRT_Basic,360,1,0.035,2100.11,0.035,274,0.389
RRT_Basic,361,1,0.021,2245.14,0.021,183,0.407
RRT_Connect_Basic,362,1,0.016,2053.06,0.016,61,0.422
RRT_Star_Basic,363,1,0.090,1972.17,13.693,3876,0.107
Informed_RRT_Star_Basic,364,1,0.098,2344.46,0.435,3959,0.431
SC_RRT_Basic,365,1,0.035,2017.86,0.035,183,0.292
Dynamic_RRT_Basic,366,1,0.033,2291.03,0.034,205,0.469
RRT_Basic,367,1,0.014,2223.32,0.014,129,0.487
RRT_Connect_Basic,368,1,0.022,2272.75,0.022,76,0.542
RRT_Star_Basic,369,1,0.146,1978.21,13.092,3857,0.360
Informed_RRT_Star_Basic,370,1,0.100,2366.45,0.277,3904,0.386
SC_RRT_Basic,371,1,0.013,1952.89,0.013,212,0.019
Dynamic_RRT_Basic,372,1,0.019,2214.66,0.020,176,0.511
RRT_Basic,373,1,0.026,2201.78,0.026,220,0.434
RRT_Connect_Basic,374,1,0.011,2178.73,0.011,76,0.492
RRT_Star_Basic,375,1,0.042,1984.21,10.653,3855,0.355
Informed_RRT_Star_Basic,376,1,0.215,2339.87,0.342,3657,0.393
SC_RRT_Basic,377,1,0.033,1995.26,0.033,199,0.022
Dynamic_RRT_Basic,378,1,0.039,2315.54,0.039,242,0.460
RRT_Basic,379,1,0.061,2451.66,0.061,253,0.463
RRT_Connect_Basic,380,1,0.016,2069.31,0.016,66,0.623
RRT_Star_Basic,381,1,0.181,1950.61,13.453,3919,0.127
Informed_RRT_Star_Basic,382,1,0.132,2190.26,0.495,3993,0.421
SC_RRT_Basic,383,1,0.038,1959.22,0.038,209,0.249
Dynamic_RRT_Basic,384,1,0.043,2405.58,0.044,290,0.494
RRT_Basic,385,1,0.064,2428.83,0.064,469,0.410
RRT_Connect_Basic,386,1,0.009,2041.11,0.009,61,0.510
RRT_Star_Basic,387,1,0.093,1970.30,13.718,3953,0.312
Informed_RRT_Star_Basic,388,1,0.113,2216.14,0.390,3783,0.454
SC_RRT_Basic,389,1,0.038,1965.63,0.038,176,0.164
Dynamic_RRT_Basic,390,1,0.026,2405.58,0.027,168,0.462
RRT_Basic,391,1,0.032,2385.09,0.032,202,0.471
RRT_Connect_Basic,392,1,0.011,2219.76,0.011,74,0.487
RRT_Star_Basic,393,1,0.201,1995.75,11.850,3752,0.311
Informed_RRT_Star_Basic,394,1,0.097,2332.22,0.419,3790,0.445
SC_RRT_Basic,395,1,0.038,1993.36,0.038,194,0.256
Dynamic_RRT_Basic,396,1,0.024,2252.84,0.024,205,0.471
RRT_Basic,397,1,0.061,2544.69,0.061,289,0.460
RRT_Connect_Basic,398,1,0.013,2039.74,0.013,60,0.458
RRT_Star_Basic,399,1,0.141,1981.48,14.075,3924,0.346
Informed_RRT_Star_Basic,400,1,0.110,2220.40,0.480,4006,0.422
SC_RRT_Basic,401,1,0.034,1963.43,0.034,186,0.027
Dynamic_RRT_Basic,402,1,0.017,2252.84,0.018,173,0.455
RRT_Basic,403,1,0.026,2271.78,0.027,192,0.469
RRT_Connect_Basic,404,1,0.006,2003.95,0.006,61,0.410
RRT_Star_Basic,405,1,0.040,1965.85,13.896,3956,0.215
Informed_RRT_Star_Basic,406,1,0.124,2275.79,0.441,3802,0.385
SC_RRT_Basic,407,1,0.036,2043.36,0.036,186,0.027
Dynamic_RRT_Basic,408,1,0.013,2329.21,0.014,133,0.430
RRT_Basic,409,1,0.072,2431.18,0.072,539,0.414
RRT_Connect_Basic,410,1,0.012,2104.31,0.012,63,0.477
RRT_Star_Basic,411,1,0.173,1975.17,14.080,3817,0.426
Informed_RRT_Star_Basic,412,1,0.115,2312.55,0.441,3786,0.413
SC_RRT_Basic,413,1,0.026,2098.82,0.026,202,0.043
Dynamic_RRT_Basic,414,1,0.058,2329.21,0.058,330,0.443
RRT_Basic,415,1,0.035,2267.92,0.035,260,0.478
RRT_Connect_Basic,416,1,0.015,2230.88,0.015,72,0.491
RRT_Star_Basic,417,1,0.379,1963.64,10.903,3727,0.361
Informed_RRT_Star_Basic,418,1,0.130,2302.97,0.426,3705,0.403
SC_RRT_Basic,419,1,0.049,2084.79,0.049,240,0.036
Dynamic_RRT_Basic,420,1,0.022,2214.66,0.023,198,0.420
RRT_Basic,421,1,0.096,2338.44,0.096,628,0.358
RRT_Connect_Basic,422,1,0.014,2169.00,0.014,83,0.616
RRT_Star_Basic,423,1,0.078,1931.93,13.004,3910,0.157
Informed_RRT_Star_Basic,424,1,0.116,2256.53,0.450,3855,0.466
SC_RRT_Basic,425,1,0.027,1968.40,0.027,173,0.245
Dynamic_RRT_Basic,426,1,0.017,2176.47,0.017,160,0.473
RRT_Basic,427,1,0.045,2448.23,0.045,286,0.438
RRT_Connect_Basic,428,1,0.007,2094.36,0.007,64,0.490
RRT_Star_Basic,429,1,0.216,2021.11,15.219,3866,0.375
Informed_RRT_Star_Basic,430,1,0.123,2435.50,0.413,3500,0.450
SC_RRT_Basic,431,1,0.044,2022.20,0.044,206,0.171
Dynamic_RRT_Basic,432,1,0.061,2353.04,0.061,299,0.444
RRT_Basic,433,1,0.041,2294.51,0.041,264,0.507
RRT_Connect_Basic,434,1,0.010,2199.85,0.010,78,0.542
RRT_Star_Basic,435,1,0.066,1952.59,12.384,3952,0.336
Informed_RRT_Star_Basic,436,1,0.128,2235.25,0.423,3806,0.393
SC_RRT_Basic,437,1,0.033,2039.11,0.033,193,0.044
Dynamic_RRT_Basic,438,1,0.086,2329.21,0.086,353,0.502
RRT_Basic,439,1,0.017,2162.67,0.017,122,0.418
RRT_Connect_Basic,440,1,0.013,2168.15,0.013,68,0.433
RRT_Star_Basic,441,1,0.268,2000.10,13.555,3884,0.338
Informed_RRT_Star_Basic,442,1,0.072,2277.21,0.400,3900,0.406
SC_RRT_Basic,443,1,0.042,1957.99,0.042,228,0.257
Dynamic_RRT_Basic,444,1,0.026,2329.21,0.026,201,0.468
RRT_Basic,445,1,0.039,2263.52,0.040,286,0.535
RRT_Connect_Basic,446,1,0.008,2202.55,0.008,62,0.504
RRT_Star_Basic,447,1,0.141,1998.78,10.976,3833,0.342
Informed_RRT_Star_Basic,448,1,0.101,2325.07,0.339,3823,0.404
SC_RRT_Basic,449,1,0.023,2028.85,0.023,190,0.320
Dynamic_RRT_Basic,450,1,0.036,2252.84,0.037,306,0.439
RRT_Basic,451,1,0.022,2338.94,0.023,180,0.481
RRT_Connect_Basic,452,1,0.015,2240.68,0.015,78,0.467
RRT_Star_Basic,453,1,0.267,1981.11,9.147,3689,0.135
Informed_RRT_Star_Basic,454,1,0.106,2407.65,0.338,3451,0.419
SC_RRT_Basic,455,1,0.035,1928.25,0.035,201,0.018
Dynamic_RRT_Basic,456,1,0.126,2377.23,0.127,500,0.537
RRT_Basic,457,1,0.083,2257.83,0.083,303,0.472
RRT_Connect_Basic,458,1,0.008,2097.74,0.008,64,0.470
RRT_Star_Basic,459,1,0.114,1968.06,13.147,3807,0.372
Informed_RRT_Star_Basic,460,1,0.082,2320.90,0.328,3843,0.425
SC_RRT_Basic,461,1,0.026,1947.46,0.026,169,0.028
Dynamic_RRT_Basic,462,1,0.056,2176.47,0.056,247,0.469
RRT_Basic,463,1,0.045,2192.72,0.045,279,0.436
RRT_Connect_Basic,464,1,0.007,2079.17,0.007,59,0.500
RRT_Star_Basic,465,1,0.090,1941.90,15.486,3811,0.332
Informed_RRT_Star_Basic,466,1,0.126,2227.38,0.365,3817,0.368
SC_RRT_Basic,467,1,0.037,1936.93,0.037,185,0.026
Dynamic_RRT_Basic,468,1,0.023,2283.46,0.023,226,0.498
RRT_Basic,469,1,0.024,2354.91,0.024,170,0.523
RRT_Connect_Basic,470,1,0.009,2194.61,0.009,74,0.579
RRT_Star_Basic,471,1,0.062,2012.28,12.487,3911,0.437
Informed_RRT_Star_Basic,472,1,0.073,2233.59,0.389,3844,0.409
SC_RRT_Basic,473,1,0.038,1981.75,0.038,184,0.037
Dynamic_RRT_Basic,474,1,0.028,2404.41,0.028,231,0.431
RRT_Basic,475,1,0.028,2259.33,0.028,252,0.494
RRT_Connect_Basic,476,1,0.009,2192.55,0.009,73,0.495
RRT_Star_Basic,477,1,0.078,1973.23,13.273,3976,0.315
Informed_RRT_Star_Basic,478,1,0.054,2237.80,0.336,3893,0.456
SC_RRT_Basic,479,1,0.037,1988.67,0.037,241,0.020
Dynamic_RRT_Basic,480,1,0.145,2481.94,0.146,586,0.481
RRT_Basic,481,1,0.066,2461.02,0.066,238,0.466
RRT_Connect_Basic,482,1,0.022,2176.05,0.022,79,0.527
RRT_Star_Basic,483,1,0.133,1970.89,11.239,3919,0.325
Informed_RRT_Star_Basic,484,1,0.210,2647.35,0.355,3747,0.436
SC_RRT_Basic,485,1,0.050,2032.73,0.050,257,0.265
Dynamic_RRT_Basic,486,1,0.121,2384.93,0.121,669,0.455
RRT_Basic,487,1,0.036,2197.42,0.036,145,0.484
RRT_Connect_Basic,488,1,0.017,2167.25,0.017,68,0.534
RRT_Star_Basic,489,1,0.091,1950.09,11.560,3841,0.381
Informed_RRT_Star_Basic,490,1,0.114,2412.43,0.410,3778,0.392
SC_RRT_Basic,491,1,0.027,2010.18,0.027,181,0.188
Dynamic_RRT_Basic,492,1,0.047,2287.12,0.047,348,0.447
RRT_Basic,493,1,0.022,2356.75,0.022,169,0.483
RRT_Connect_Basic,494,1,0.008,2077.29,0.008,70,0.486
RRT_Star_Basic,495,1,0.698,1983.18,10.028,3553,0.322
Informed_RRT_Star_Basic,496,1,0.088,2426.08,0.308,3707,0.440
SC_RRT_Basic,497,1,0.018,1966.15,0.018,164,0.197
Dynamic_RRT_Basic,498,1,0.014,2367.39,0.014,172,0.494
RRT_Basic,499,1,0.072,2341.72,0.072,543,0.435
RRT_Connect_Basic,500,1,0.006,2163.76,0.006,63,0.521
RRT_Star_Basic,501,1,0.100,1976.27,13.041,3902,0.173
Informed_RRT_Star_Basic,502,1,0.087,2228.21,0.351,3972,0.433
SC_RRT_Basic,503,1,0.022,1959.38,0.022,181,0.028
Dynamic_RRT_Basic,504,1,0.018,2133.45,0.018,196,0.414
RRT_Basic,505,1,0.017,2159.88,0.017,141,0.508
RRT_Connect_Basic,506,1,0.009,2083.99,0.009,62,0.442
RRT_Star_Basic,507,1,0.082,1965.09,13.810,3907,0.305
Informed_RRT_Star_Basic,508,1,0.092,2253.77,0.555,3943,0.419
SC_RRT_Basic,509,1,0.034,1951.24,0.034,175,0.191
Dynamic_RRT_Basic,510,1,0.033,2143.02,0.034,217,0.436
RRT_Basic,511,1,0.034,2273.81,0.034,211,0.437
RRT_Connect_Basic,512,1,0.023,2153.58,0.023,80,0.495
RRT_Star_Basic,513,1,0.195,1946.19,15.549,3912,0.346
Informed_RRT_Star_Basic,514,1,0.098,2380.16,0.438,3873,0.403
SC_RRT_Basic,515,1,0.035,1977.08,0.035,189,0.040
Dynamic_RRT_Basic,516,1,0.099,2424.23,0.100,574,0.469
RRT_Basic,517,1,0.068,2524.67,0.068,260,0.516
RRT_Connect_Basic,518,1,0.027,2680.86,0.027,97,0.581
RRT_Star_Basic,519,1,0.079,1979.83,18.167,4034,0.209
Informed_RRT_Star_Basic,520,1,0.126,2358.26,0.555,3950,0.419
SC_RRT_Basic,521,1,0.032,2031.56,0.032,182,0.049
Dynamic_RRT_Basic,522,1,0.021,2252.84,0.022,215,0.424
RRT_Basic,523,1,0.024,2237.01,0.024,212,0.411
RRT_Connect_Basic,524,1,0.018,2402.13,0.018,83,0.528
RRT_Star_Basic,525,1,0.359,2011.71,14.060,3762,0.347
Informed_RRT_Star_Basic,526,1,0.081,2181.73,0.368,3958,0.372
SC_RRT_Basic,527,1,0.052,2092.41,0.052,227,0.059
Dynamic_RRT_Basic,528,1,0.050,2343.01,0.050,373,0.501
RRT_Basic,529,1,0.019,2204.90,0.019,176,0.499
RRT_Connect_Basic,530,1,0.007,2153.35,0.007,70,0.500
RRT_Star_Basic,531,1,0.323,1959.62,13.332,3656,0.355
Informed_RRT_Star_Basic,532,1,0.118,2420.56,0.443,3863,0.427
SC_RRT_Basic,533,1,0.028,1967.23,0.028,162,0.167
Dynamic_RRT_Basic,534,1,0.086,2176.47,0.087,445,0.403
RRT_Basic,535,1,0.040,2290.36,0.040,160,0.489
RRT_Connect_Basic,536,1,0.013,2077.90,0.013,68,0.485
RRT_Star_Basic,537,1,0.179,1964.95,15.880,3795,0.317
Informed_RRT_Star_Basic,538,1,0.065,2382.17,0.346,3850,0.401
SC_RRT_Basic,539,1,0.035,2008.27,0.035,180,0.027
Dynamic_RRT_Basic,540,1,0.044,2214.66,0.045,153,0.419
RRT_Basic,541,1,0.058,2375.56,0.058,226,0.498
RRT_Connect_Basic,542,1,0.019,2242.87,0.019,69,0.642
RRT_Star_Basic,543,1,0.087,1974.55,13.890,3789,0.391
Informed_RRT_Star_Basic,544,1,0.222,2299.13,0.616,3803,0.397
SC_RRT_Basic,545,1,0.029,1981.87,0.029,201,0.085
Dynamic_RRT_Basic,546,1,0.277,2392.72,0.277,718,0.495
RRT_Basic,547,1,0.074,2481.42,0.074,287,0.433
RRT_Connect_Basic,548,1,0.018,2220.37,0.018,73,0.577
RRT_Star_Basic,549,1,0.129,1951.99,12.344,3839,0.351
Informed_RRT_Star_Basic,550,1,0.123,2334.52,0.472,3866,0.442
SC_RRT_Basic,551,1,0.039,1968.58,0.039,209,0.031
Dynamic_RRT_Basic,552,1,0.068,2273.32,0.069,316,0.384
RRT_Basic,553,1,0.039,2186.17,0.039,127,0.414
RRT_Connect_Basic,554,1,0.021,2382.69,0.021,99,0.582
RRT_Star_Basic,555,1,0.479,1989.26,12.999,3676,0.325
Informed_RRT_Star_Basic,556,1,0.076,2308.20,0.286,3791,0.420
SC_RRT_Basic,557,1,0.027,1955.03,0.027,184,0.261
Dynamic_RRT_Basic,558,1,0.038,2214.66,0.038,345,0.460
RRT_Basic,559,1,0.042,2816.60,0.042,360,0.468
RRT_Connect_Basic,560,1,0.009,2145.93,0.009,78,0.545
RRT_Star_Basic,561,1,0.103,1956.12,13.354,3839,0.306
Informed_RRT_Star_Basic,562,1,0.102,2273.39,0.460,3948,0.436
SC_RRT_Basic,563,1,0.031,1933.52,0.031,185,0.019
Dynamic_RRT_Basic,564,1,0.019,2404.25,0.019,213,0.456
RRT_Basic,565,1,0.017,2269.79,0.017,174,0.423
RRT_Connect_Basic,566,1,0.008,2281.71,0.008,70,0.632
RRT_Star_Basic,567,1,0.256,1984.71,13.981,3737,0.418
Informed_RRT_Star_Basic,568,1,0.116,2286.01,0.460,3865,0.410
SC_RRT_Basic,569,1,0.045,1989.57,0.045,223,0.233
Dynamic_RRT_Basic,570,1,0.046,2176.47,0.047,323,0.442
RRT_Basic,571,1,0.016,2327.78,0.016,142,0.509
RRT_Connect_Basic,572,1,0.014,2184.40,0.014,105,0.541
RRT_Star_Basic,573,1,0.392,1971.85,11.891,3682,0.398
Informed_RRT_Star_Basic,574,1,0.092,2319.03,0.511,3824,0.399
SC_RRT_Basic,575,1,0.048,1951.87,0.048,216,0.016
Dynamic_RRT_Basic,576,1,0.042,2249.03,0.042,340,0.477
RRT_Basic,577,1,0.030,2225.98,0.030,231,0.407
RRT_Connect_Basic,578,1,0.007,2174.59,0.007,62,0.447
RRT_Star_Basic,579,1,0.106,1957.66,14.146,3833,0.214
Informed_RRT_Star_Basic,580,1,0.143,2269.32,0.476,3774,0.426
SC_RRT_Basic,581,1,0.039,2022.09,0.039,248,0.041
Dynamic_RRT_Basic,582,1,0.023,2214.66,0.023,228,0.402
RRT_Basic,583,1,0.017,2285.42,0.018,135,0.478
RRT_Connect_Basic,584,1,0.010,2185.20,0.010,68,0.586
RRT_Star_Basic,585,1,0.241,1993.41,15.147,3781,0.366
Informed_RRT_Star_Basic,586,1,0.157,2499.96,0.454,3545,0.425
SC_RRT_Basic,587,1,0.031,2004.27,0.031,193,0.036
Dynamic_RRT_Basic,588,1,0.053,2214.66,0.054,184,0.493
RRT_Basic,589,1,0.057,2420.47,0.057,236,0.513
RRT_Connect_Basic,590,1,0.014,2117.70,0.014,63,0.511
RRT_Star_Basic,591,1,0.120,1977.10,15.256,3882,0.341
Informed_RRT_Star_Basic,592,1,0.112,2189.78,0.460,3824,0.395
SC_RRT_Basic,593,1,0.037,2038.62,0.037,191,0.190
Dynamic_RRT_Basic,594,1,0.022,2214.66,0.022,203,0.442
RRT_Basic,595,1,0.132,2211.76,0.132,840,0.476
RRT_Connect_Basic,596,1,0.022,2267.88,0.022,77,0.543
RRT_Star_Basic,597,1,0.097,1954.56,16.268,3906,0.332
Informed_RRT_Star_Basic,598,1,0.074,2233.06,0.507,4009,0.414
SC_RRT_Basic,599,1,0.012,1961.48,0.012,154,0.173
Dynamic_RRT_Basic,600,1,0.046,2291.03,0.047,212,0.523
RRT_Basic,601,1,0.039,2355.10,0.039,358,0.512
RRT_Connect_Basic,602,1,0.014,2082.91,0.014,62,0.506
RRT_Star_Basic,603,1,0.199,1961.10,15.201,3857,0.342
Informed_RRT_Star_Basic,604,1,0.095,2348.08,0.389,3763,0.434
SC_RRT_Basic,605,1,0.026,2018.06,0.026,181,0.243
Dynamic_RRT_Basic,606,1,0.064,2129.77,0.065,313,0.439
RRT_Basic,607,1,0.048,2210.69,0.048,155,0.468
RRT_Connect_Basic,608,1,0.017,2172.47,0.017,70,0.486
RRT_Star_Basic,609,1,0.087,1962.08,14.296,3968,0.346
Informed_RRT_Star_Basic,610,1,0.092,2220.12,0.409,3927,0.402
SC_RRT_Basic,611,1,0.038,1927.46,0.038,235,0.010
Dynamic_RRT_Basic,612,1,0.015,2100.11,0.015,173,0.503
RRT_Basic,613,1,0.069,2376.12,0.069,395,0.461
RRT_Connect_Basic,614,1,0.021,2080.97,0.021,58,0.453
RRT_Star_Basic,615,1,0.287,1982.43,15.207,3847,0.368
Informed_RRT_Star_Basic,616,1,0.132,2405.18,0.443,3584,0.406
SC_RRT_Basic,617,1,0.043,2008.95,0.043,219,0.172
Dynamic_RRT_Basic,618,1,0.065,2329.21,0.065,471,0.532
RRT_Basic,619,1,0.047,2174.44,0.048,290,0.456
RRT_Connect_Basic,620,1,0.008,2121.50,0.008,73,0.566
RRT_Star_Basic,621,1,0.135,1960.55,13.407,3861,0.358
Informed_RRT_Star_Basic,622,1,0.074,2304.03,0.339,3803,0.406
SC_RRT_Basic,623,1,0.029,1920.67,0.029,190,0.005
Dynamic_RRT_Basic,624,1,0.106,2252.84,0.106,683,0.466
RRT_Basic,625,1,0.087,2435.88,0.087,345,0.472
RRT_Connect_Basic,626,1,0.016,2141.54,0.016,64,0.592
RRT_Star_Basic,627,1,0.050,1972.77,11.353,3853,0.325
Informed_RRT_Star_Basic,628,1,0.127,2390.47,0.323,3812,0.395
SC_RRT_Basic,629,1,0.037,2133.68,0.037,268,0.321
Dynamic_RRT_Basic,630,1,0.042,2167.60,0.042,243,0.366
RRT_Basic,631,1,0.012,2216.57,0.012,115,0.501
RRT_Connect_Basic,632,1,0.012,2111.94,0.012,69,0.520
RRT_Star_Basic,633,1,0.079,1976.56,12.089,4032,0.128
Informed_RRT_Star_Basic,634,1,0.050,2166.15,0.306,3851,0.381
SC_RRT_Basic,635,1,0.035,2006.62,0.035,216,0.027
Dynamic_RRT_Basic,636,1,0.057,2214.66,0.057,440,0.469
RRT_Basic,637,1,0.024,2272.94,0.024,183,0.388
RRT_Connect_Basic,638,1,0.007,2054.85,0.007,65,0.389
RRT_Star_Basic,639,1,0.059,1939.00,13.073,3910,0.138
Informed_RRT_Star_Basic,640,1,0.091,2353.82,0.399,3712,0.404
SC_RRT_Basic,641,1,0.032,1967.11,0.032,180,0.019
Dynamic_RRT_Basic,642,1,0.025,2329.21,0.025,230,0.465
RRT_Basic,643,1,0.030,2342.60,0.030,243,0.465
RRT_Connect_Basic,644,1,0.010,2182.24,0.010,77,0.488
RRT_Star_Basic,645,1,0.274,1976.45,10.356,3784,0.314
Informed_RRT_Star_Basic,646,1,0.151,2352.06,0.342,3727,0.461
SC_RRT_Basic,647,1,0.029,1974.19,0.029,187,0.238
Dynamic_RRT_Basic,648,1,0.016,2291.03,0.016,165,0.487
RRT_Basic,649,1,0.024,2260.08,0.025,171,0.415
RRT_Connect_Basic,650,1,0.006,2084.33,0.006,59,0.566
RRT_Star_Basic,651,1,0.150,1960.91,13.263,3807,0.131
Informed_RRT_Star_Basic,652,1,0.110,2250.58,0.518,3859,0.488
SC_RRT_Basic,653,1,0.025,1983.93,0.025,152,0.293
Dynamic_RRT_Basic,654,1,0.048,2188.07,0.049,178,0.458
RRT_Basic,655,1,0.044,2216.69,0.044,158,0.434
RRT_Connect_Basic,656,1,0.014,2107.60,0.014,62,0.526
RRT_Star_Basic,657,1,0.374,1979.58,14.306,3732,0.344
Informed_RRT_Star_Basic,658,1,0.172,2482.82,0.365,3507,0.408
SC_RRT_Basic,659,1,0.036,2033.62,0.036,197,0.222
Dynamic_RRT_Basic,660,1,0.135,2737.52,0.135,680,0.465
RRT_Basic,661,1,0.065,2274.39,0.066,236,0.448
RRT_Connect_Basic,662,1,0.029,2137.88,0.029,87,0.466
RRT_Star_Basic,663,1,0.139,1951.06,14.728,3932,0.117
Informed_RRT_Star_Basic,664,1,0.074,2218.19,0.365,3829,0.415
SC_RRT_Basic,665,1,0.036,1977.43,0.036,190,0.209
Dynamic_RRT_Basic,666,1,0.038,2367.39,0.039,268,0.524
RRT_Basic,667,1,0.017,2136.31,0.017,138,0.416
RRT_Connect_Basic,668,1,0.017,2476.51,0.017,87,0.579
RRT_Star_Basic,669,1,0.208,1937.49,11.472,3812,0.322
Informed_RRT_Star_Basic,670,1,0.157,2446.66,0.493,3733,0.401
SC_RRT_Basic,671,1,0.035,1939.01,0.035,214,0.029
Dynamic_RRT_Basic,672,1,0.115,2158.09,0.115,657,0.404
RRT_Basic,673,1,0.035,2309.69,0.035,125,0.508
RRT_Connect_Basic,674,1,0.013,2130.49,0.013,63,0.512
RRT_Star_Basic,675,1,0.070,1951.15,13.367,3894,0.365
Informed_RRT_Star_Basic,676,1,0.123,2316.91,0.352,3726,0.426
SC_RRT_Basic,677,1,0.046,2152.65,0.046,288,0.454
Dynamic_RRT_Basic,678,1,0.076,2214.66,0.076,343,0.407
RRT_Basic,679,1,0.023,2285.10,0.023,137,0.427
RRT_Connect_Basic,680,1,0.011,2229.37,0.011,73,0.605
RRT_Star_Basic,681,1,0.107,1974.75,13.270,3858,0.320
Informed_RRT_Star_Basic,682,1,0.074,2272.51,0.327,3839,0.389
SC_RRT_Basic,683,1,0.028,1931.96,0.028,176,0.012
Dynamic_RRT_Basic,684,1,0.107,2367.39,0.108,717,0.425
RRT_Basic,685,1,0.075,2307.60,0.075,287,0.500
RRT_Connect_Basic,686,1,0.020,2149.61,0.020,86,0.588
RRT_Star_Basic,687,1,0.134,1973.52,11.687,3857,0.396
Informed_RRT_Star_Basic,688,1,0.207,2453.40,0.300,3664,0.438
SC_RRT_Basic,689,1,0.029,1974.78,0.029,209,0.019
Dynamic_RRT_Basic,690,1,0.072,2184.14,0.073,236,0.498
RRT_Basic,691,1,0.031,2215.77,0.031,246,0.445
RRT_Connect_Basic,692,1,0.007,2011.67,0.007,59,0.411
RRT_Star_Basic,693,1,0.111,1962.79,11.688,3919,0.156
Informed_RRT_Star_Basic,694,1,0.051,2255.51,0.316,3870,0.413
SC_RRT_Basic,695,1,0.051,2082.82,0.051,224,0.356
Dynamic_RRT_Basic,696,1,0.025,2163.34,0.025,192,0.507
RRT_Basic,697,1,0.036,2607.74,0.037,250,0.466
RRT_Connect_Basic,698,1,0.012,2066.01,0.012,81,0.552
RRT_Star_Basic,699,1,0.086,1944.08,10.628,3810,0.306
Informed_RRT_Star_Basic,700,1,0.059,2241.51,0.329,3917,0.452
SC_RRT_Basic,701,1,0.034,1964.47,0.034,220,0.259
Dynamic_RRT_Basic,702,1,0.013,2061.92,0.013,144,0.351
RRT_Basic,703,1,0.089,2342.04,0.089,732,0.474
RRT_Connect_Basic,704,1,0.011,2299.72,0.011,93,0.520
RRT_Star_Basic,705,1,0.126,1971.85,10.554,3825,0.345
Informed_RRT_Star_Basic,706,1,0.124,2444.87,0.366,3602,0.412
SC_RRT_Basic,707,1,0.046,2010.92,0.046,172,0.147
Dynamic_RRT_Basic,708,1,0.024,2367.39,0.024,233,0.520
RRT_Basic,709,1,0.013,2263.03,0.013,138,0.470
RRT_Connect_Basic,710,1,0.007,2215.31,0.007,72,0.585
RRT_Star_Basic,711,1,0.640,1968.42,8.134,3620,0.297
Informed_RRT_Star_Basic,712,1,0.064,2252.68,0.288,3873,0.401
SC_RRT_Basic,713,1,0.037,2008.49,0.037,188,0.251
Dynamic_RRT_Basic,714,1,0.038,2329.21,0.038,239,0.499
RRT_Basic,715,1,0.024,2406.50,0.024,210,0.525
RRT_Connect_Basic,716,1,0.011,2228.31,0.011,68,0.613
RRT_Star_Basic,717,1,0.171,1992.50,11.687,3765,0.323
Informed_RRT_Star_Basic,718,1,0.140,2446.94,0.300,3746,0.494
SC_RRT_Basic,719,1,0.058,1948.06,0.058,247,0.193
Dynamic_RRT_Basic,720,1,0.052,2214.66,0.052,232,0.422
RRT_Basic,721,1,0.040,2301.31,0.040,259,0.455
RRT_Connect_Basic,722,1,0.006,2118.23,0.006,59,0.485
RRT_Star_Basic,723,1,0.096,2034.15,9.613,3705,0.387
Informed_RRT_Star_Basic,724,1,0.089,2306.62,0.305,3774,0.440
SC_RRT_Basic,725,1,0.025,2077.34,0.025,189,0.230
Dynamic_RRT_Basic,726,1,0.057,2252.84,0.057,392,0.426
