# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 14-Mar-2026 21:40:05

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.034±0.028,2320.66±122.18,0.034±0.028,269±171,0.470±0.037
RRT_Connect_Basic,100.0,0.009±0.004,2144.11±97.62,0.009±0.004,69±10,0.503±0.065
RRT_Star_Basic,100.0,0.115±0.102,1971.72±18.90,9.995±2.520,3850±104,0.288±0.083
Informed_RRT_Star_Basic,100.0,0.081±0.037,2315.86±104.12,0.306±0.081,3804±110,0.414±0.024
SC_RRT_Basic,100.0,0.020±0.013,2003.42±60.97,0.020±0.013,206±32,0.156±0.128
Dynamic_RRT_Basic,100.0,0.038±0.031,2281.84±125.50,0.038±0.031,293±157,0.462±0.035

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
Informed_RRT_Star_Basic,1108,1,0.045,2262.50,0.261,3913,0.396
SC_RRT_Basic,1109,1,0.012,1935.23,0.012,202,0.016
Dynamic_RRT_Basic,1110,1,0.056,2329.21,0.057,448,0.439
RRT_Basic,1111,1,0.021,2361.68,0.021,182,0.516
RRT_Connect_Basic,1112,1,0.008,2117.63,0.008,62,0.470
RRT_Star_Basic,1113,1,0.145,1982.67,9.430,3905,0.138
Informed_RRT_Star_Basic,1114,1,0.053,2204.81,0.272,3809,0.400
SC_RRT_Basic,1115,1,0.008,1944.90,0.008,161,0.018
Dynamic_RRT_Basic,1116,1,0.108,2397.77,0.109,781,0.491
RRT_Basic,1117,1,0.023,2116.09,0.023,110,0.405
RRT_Connect_Basic,1118,1,0.007,2071.46,0.007,64,0.454
RRT_Star_Basic,1119,1,0.068,1985.65,7.791,3970,0.219
Informed_RRT_Star_Basic,1120,1,0.169,2466.45,0.256,3748,0.436
SC_RRT_Basic,1121,1,0.011,1954.58,0.011,178,0.184
Dynamic_RRT_Basic,1122,1,0.047,2100.11,0.047,370,0.413
RRT_Basic,1123,1,0.025,2236.70,0.026,207,0.534
RRT_Connect_Basic,1124,1,0.008,2063.11,0.008,75,0.392
RRT_Star_Basic,1125,1,0.077,1976.95,9.264,3914,0.317
Informed_RRT_Star_Basic,1126,1,0.065,2511.72,0.266,3575,0.426
SC_RRT_Basic,1127,1,0.009,2010.30,0.009,186,0.041
Dynamic_RRT_Basic,1128,1,0.019,2443.76,0.019,177,0.471
RRT_Basic,1129,1,0.023,2538.65,0.023,190,0.470
RRT_Connect_Basic,1130,1,0.009,2086.07,0.009,68,0.488
RRT_Star_Basic,1131,1,0.042,1969.35,10.045,3903,0.305
Informed_RRT_Star_Basic,1132,1,0.061,2132.44,0.323,3947,0.409
SC_RRT_Basic,1133,1,0.024,1961.50,0.024,235,0.254
Dynamic_RRT_Basic,1134,1,0.031,2214.66,0.031,210,0.454
RRT_Basic,1135,1,0.020,2235.42,0.020,179,0.514
RRT_Connect_Basic,1136,1,0.013,2126.10,0.013,65,0.478
RRT_Star_Basic,1137,1,0.094,1982.53,9.069,3866,0.328
Informed_RRT_Star_Basic,1138,1,0.060,2267.92,0.279,3846,0.399
SC_RRT_Basic,1139,1,0.010,1967.10,0.010,165,0.268
Dynamic_RRT_Basic,1140,1,0.028,2138.29,0.028,286,0.434
RRT_Basic,1141,1,0.022,2382.44,0.022,208,0.502
RRT_Connect_Basic,1142,1,0.010,2139.61,0.010,77,0.423
RRT_Star_Basic,1143,1,0.056,1980.92,10.154,3956,0.321
Informed_RRT_Star_Basic,1144,1,0.050,2282.05,0.287,3738,0.430
SC_RRT_Basic,1145,1,0.009,1974.13,0.009,175,0.274
Dynamic_RRT_Basic,1146,1,0.028,2252.84,0.029,266,0.470
RRT_Basic,1147,1,0.036,2246.38,0.036,346,0.490
RRT_Connect_Basic,1148,1,0.010,2349.70,0.010,75,0.499
RRT_Star_Basic,1149,1,0.209,1983.36,8.237,3804,0.319
Informed_RRT_Star_Basic,1150,1,0.120,2661.45,0.266,3620,0.427
SC_RRT_Basic,1151,1,0.014,2026.59,0.014,222,0.226
Dynamic_RRT_Basic,1152,1,0.049,2176.47,0.049,398,0.433
RRT_Basic,1153,1,0.016,2211.75,0.017,159,0.450
RRT_Connect_Basic,1154,1,0.007,2133.61,0.007,71,0.546
RRT_Star_Basic,1155,1,0.088,1981.30,9.096,3841,0.121
Informed_RRT_Star_Basic,1156,1,0.051,2211.02,0.258,3831,0.399
SC_RRT_Basic,1157,1,0.008,1917.03,0.008,169,0.079
Dynamic_RRT_Basic,1158,1,0.027,2434.14,0.027,242,0.420
RRT_Basic,1159,1,0.036,2381.70,0.036,266,0.503
RRT_Connect_Basic,1160,1,0.007,2127.73,0.007,60,0.488
RRT_Star_Basic,1161,1,0.243,1979.57,9.031,3762,0.188
Informed_RRT_Star_Basic,1162,1,0.081,2356.09,0.296,3689,0.415
SC_RRT_Basic,1163,1,0.013,2017.84,0.013,233,0.217
Dynamic_RRT_Basic,1164,1,0.018,2214.66,0.018,198,0.445
RRT_Basic,1165,1,0.015,2305.68,0.015,137,0.455
RRT_Connect_Basic,1166,1,0.008,2094.67,0.008,67,0.491
RRT_Star_Basic,1167,1,0.039,1977.20,11.603,3927,0.382
Informed_RRT_Star_Basic,1168,1,0.061,2353.97,0.268,3919,0.421
SC_RRT_Basic,1169,1,0.014,2016.31,0.014,245,0.050
Dynamic_RRT_Basic,1170,1,0.027,2291.03,0.027,261,0.501
RRT_Basic,1171,1,0.015,2307.07,0.015,107,0.438
RRT_Connect_Basic,1172,1,0.010,2208.84,0.010,72,0.497
RRT_Star_Basic,1173,1,0.041,1941.25,8.843,3899,0.127
Informed_RRT_Star_Basic,1174,1,0.082,2253.58,0.275,3736,0.401
SC_RRT_Basic,1175,1,0.010,1941.44,0.010,181,0.018
Dynamic_RRT_Basic,1176,1,0.030,2176.47,0.030,235,0.521
RRT_Basic,1177,1,0.036,2470.66,0.036,297,0.448
RRT_Connect_Basic,1178,1,0.008,2200.15,0.008,64,0.456
RRT_Star_Basic,1179,1,0.060,1994.95,8.924,3914,0.465
Informed_RRT_Star_Basic,1180,1,0.121,2308.06,0.302,3914,0.427
SC_RRT_Basic,1181,1,0.012,2132.22,0.012,221,0.044
Dynamic_RRT_Basic,1182,1,0.014,2252.84,0.014,160,0.483
RRT_Basic,1183,1,0.025,2502.98,0.025,240,0.531
RRT_Connect_Basic,1184,1,0.009,2191.35,0.009,75,0.624
RRT_Star_Basic,1185,1,0.041,1956.70,9.466,3989,0.326
Informed_RRT_Star_Basic,1186,1,0.075,2279.63,0.278,3904,0.418
SC_RRT_Basic,1187,1,0.011,1998.62,0.011,193,0.025
Dynamic_RRT_Basic,1188,1,0.013,2176.47,0.013,155,0.485
RRT_Basic,1189,1,0.025,2182.69,0.025,221,0.504
RRT_Connect_Basic,1190,1,0.011,2053.11,0.011,74,0.435
RRT_Star_Basic,1191,1,0.175,1967.85,9.128,3729,0.344
Informed_RRT_Star_Basic,1192,1,0.060,2171.80,0.259,3895,0.425
SC_RRT_Basic,1193,1,0.011,2087.37,0.011,198,0.041
Dynamic_RRT_Basic,1194,1,0.014,2176.47,0.014,150,0.443
RRT_Basic,1195,1,0.025,2294.08,0.025,213,0.474
RRT_Connect_Basic,1196,1,0.008,2335.02,0.008,75,0.597
RRT_Star_Basic,1197,1,0.216,1974.03,10.054,3788,0.187
Informed_RRT_Star_Basic,1198,1,0.101,2311.69,0.273,3829,0.432
SC_RRT_Basic,1199,1,0.013,1981.04,0.013,194,0.212
Dynamic_RRT_Basic,1200,1,0.030,2443.76,0.030,277,0.437
RRT_Basic,1201,1,0.021,2359.29,0.021,171,0.473
RRT_Connect_Basic,1202,1,0.010,2205.34,0.010,77,0.565
RRT_Star_Basic,1203,1,0.080,1969.22,10.053,3858,0.312
Informed_RRT_Star_Basic,1204,1,0.104,2340.70,0.278,3745,0.438
SC_RRT_Basic,1205,1,0.011,1995.33,0.011,197,0.028
Dynamic_RRT_Basic,1206,1,0.016,2245.54,0.016,154,0.455
RRT_Basic,1207,1,0.016,2369.88,0.016,140,0.442
RRT_Connect_Basic,1208,1,0.007,2079.91,0.007,59,0.474
RRT_Star_Basic,1209,1,0.071,1933.99,8.442,3963,0.317
Informed_RRT_Star_Basic,1210,1,0.094,2395.90,0.256,3783,0.364
SC_RRT_Basic,1211,1,0.011,1973.42,0.011,202,0.459
Dynamic_RRT_Basic,1212,1,0.075,2520.13,0.076,576,0.441
RRT_Basic,1213,1,0.045,2499.16,0.045,387,0.516
RRT_Connect_Basic,1214,1,0.007,2100.91,0.007,61,0.509
RRT_Star_Basic,1215,1,0.053,1976.41,9.352,3862,0.316
Informed_RRT_Star_Basic,1216,1,0.059,2432.56,0.271,3763,0.400
SC_RRT_Basic,1217,1,0.009,1971.58,0.009,188,0.203
Dynamic_RRT_Basic,1218,1,0.025,2279.85,0.025,239,0.386
RRT_Basic,1219,1,0.027,2223.20,0.028,250,0.460
RRT_Connect_Basic,1220,1,0.008,2080.69,0.008,71,0.530
RRT_Star_Basic,1221,1,0.081,1961.64,9.934,3947,0.199
Informed_RRT_Star_Basic,1222,1,0.063,2272.86,0.344,3893,0.436
SC_RRT_Basic,1223,1,0.026,1970.42,0.026,178,0.183
Dynamic_RRT_Basic,1224,1,0.014,2138.29,0.014,158,0.503
RRT_Basic,1225,1,0.021,2220.96,0.021,154,0.493
RRT_Connect_Basic,1226,1,0.009,2074.41,0.009,80,0.393
RRT_Star_Basic,1227,1,0.059,1967.73,9.545,3948,0.327
Informed_RRT_Star_Basic,1228,1,0.074,2490.63,0.341,3752,0.382
SC_RRT_Basic,1229,1,0.030,2018.55,0.030,215,0.206
Dynamic_RRT_Basic,1230,1,0.028,2151.80,0.028,272,0.465
RRT_Basic,1231,1,0.025,2557.17,0.025,214,0.472
RRT_Connect_Basic,1232,1,0.007,2094.30,0.007,61,0.503
RRT_Star_Basic,1233,1,0.156,1972.15,8.807,3794,0.184
Informed_RRT_Star_Basic,1234,1,0.060,2329.30,0.317,3739,0.423
SC_RRT_Basic,1235,1,0.014,2159.94,0.014,237,0.254
Dynamic_RRT_Basic,1236,1,0.066,2600.09,0.067,490,0.439
RRT_Basic,1237,1,0.026,2354.43,0.026,145,0.537
RRT_Connect_Basic,1238,1,0.007,2120.23,0.007,64,0.495
RRT_Star_Basic,1239,1,0.183,1978.97,8.611,3736,0.353
Informed_RRT_Star_Basic,1240,1,0.063,2289.87,0.244,3362,0.411
SC_RRT_Basic,1241,1,0.014,2013.51,0.014,183,0.045
Dynamic_RRT_Basic,1242,1,0.014,2176.47,0.014,161,0.480
RRT_Basic,1243,1,0.021,2544.92,0.021,183,0.468
RRT_Connect_Basic,1244,1,0.008,2212.18,0.008,68,0.590
RRT_Star_Basic,1245,1,0.157,1993.42,11.111,3830,0.352
Informed_RRT_Star_Basic,1246,1,0.064,2213.15,0.353,3876,0.408
SC_RRT_Basic,1247,1,0.010,1931.30,0.010,168,0.104
Dynamic_RRT_Basic,1248,1,0.033,2176.47,0.033,327,0.445
RRT_Basic,1249,1,0.012,2170.18,0.012,102,0.482
RRT_Connect_Basic,1250,1,0.007,2080.26,0.007,63,0.465
RRT_Star_Basic,1251,1,0.114,1980.65,11.251,3868,0.394
Informed_RRT_Star_Basic,1252,1,0.064,2351.46,0.284,3810,0.439
SC_RRT_Basic,1253,1,0.038,2035.07,0.038,249,0.060
Dynamic_RRT_Basic,1254,1,0.039,2176.47,0.039,345,0.499
RRT_Basic,1255,1,0.032,2263.46,0.032,241,0.522
RRT_Connect_Basic,1256,1,0.012,2160.72,0.012,73,0.528
RRT_Star_Basic,1257,1,0.090,1958.28,10.335,3874,0.178
Informed_RRT_Star_Basic,1258,1,0.105,2445.39,0.360,3701,0.405
SC_RRT_Basic,1259,1,0.034,1974.61,0.034,205,0.029
Dynamic_RRT_Basic,1260,1,0.036,2282.62,0.037,205,0.508
RRT_Basic,1261,1,0.026,2648.42,0.026,207,0.445
RRT_Connect_Basic,1262,1,0.006,2062.03,0.006,62,0.463
RRT_Star_Basic,1263,1,0.189,2003.96,10.501,3798,0.327
Informed_RRT_Star_Basic,1264,1,0.082,2577.49,0.264,3630,0.430
SC_RRT_Basic,1265,1,0.020,1954.39,0.020,251,0.023
Dynamic_RRT_Basic,1266,1,0.075,2291.03,0.075,357,0.464
RRT_Basic,1267,1,0.068,2327.17,0.068,333,0.480
RRT_Connect_Basic,1268,1,0.016,2222.52,0.016,80,0.561
RRT_Star_Basic,1269,1,0.182,1972.97,13.766,3854,0.338
Informed_RRT_Star_Basic,1270,1,0.126,2282.41,0.425,3876,0.377
SC_RRT_Basic,1271,1,0.015,2045.28,0.015,234,0.521
Dynamic_RRT_Basic,1272,1,0.020,2252.84,0.020,173,0.430
RRT_Basic,1273,1,0.022,2320.01,0.022,152,0.498
RRT_Connect_Basic,1274,1,0.008,2269.37,0.008,71,0.588
RRT_Star_Basic,1275,1,0.167,1996.50,9.959,3552,0.358
Informed_RRT_Star_Basic,1276,1,0.131,2233.14,0.438,3651,0.409
SC_RRT_Basic,1277,1,0.017,1953.99,0.017,184,0.212
Dynamic_RRT_Basic,1278,1,0.078,2367.39,0.078,565,0.417
RRT_Basic,1279,1,0.014,2088.64,0.014,128,0.391
RRT_Connect_Basic,1280,1,0.009,2073.93,0.009,77,0.475
RRT_Star_Basic,1281,1,0.089,1977.02,9.319,3817,0.355
Informed_RRT_Star_Basic,1282,1,0.083,2431.79,0.251,3703,0.419
SC_RRT_Basic,1283,1,0.009,1950.69,0.009,177,0.026
Dynamic_RRT_Basic,1284,1,0.065,2061.92,0.065,565,0.398
RRT_Basic,1285,1,0.037,2147.75,0.037,344,0.377
RRT_Connect_Basic,1286,1,0.007,2088.83,0.007,67,0.510
RRT_Star_Basic,1287,1,0.184,1996.39,8.467,3718,0.325
Informed_RRT_Star_Basic,1288,1,0.056,2296.32,0.254,3893,0.428
SC_RRT_Basic,1289,1,0.016,2095.28,0.016,265,0.032
Dynamic_RRT_Basic,1290,1,0.010,2194.89,0.011,133,0.489
RRT_Basic,1291,1,0.023,2383.52,0.023,209,0.477
RRT_Connect_Basic,1292,1,0.008,2116.37,0.008,69,0.515
RRT_Star_Basic,1293,1,0.158,1991.79,9.224,3723,0.206
Informed_RRT_Star_Basic,1294,1,0.066,2349.20,0.304,3787,0.388
SC_RRT_Basic,1295,1,0.012,1999.53,0.012,204,0.195
Dynamic_RRT_Basic,1296,1,0.025,2552.73,0.026,227,0.505
RRT_Basic,1297,1,0.055,2299.94,0.055,465,0.448
RRT_Connect_Basic,1298,1,0.008,2142.09,0.008,67,0.480
RRT_Star_Basic,1299,1,0.098,1968.62,9.570,3859,0.354
Informed_RRT_Star_Basic,1300,1,0.050,2308.94,0.266,3723,0.437
SC_RRT_Basic,1301,1,0.017,2128.29,0.017,252,0.357
Dynamic_RRT_Basic,1302,1,0.108,2325.81,0.108,768,0.465
RRT_Basic,1303,1,0.017,2385.21,0.017,159,0.458
RRT_Connect_Basic,1304,1,0.006,2085.84,0.006,63,0.485
RRT_Star_Basic,1305,1,0.094,1972.19,7.928,3764,0.353
Informed_RRT_Star_Basic,1306,1,0.057,2287.58,0.251,3831,0.414
SC_RRT_Basic,1307,1,0.013,2111.72,0.013,258,0.376
Dynamic_RRT_Basic,1308,1,0.020,2291.03,0.021,208,0.530
RRT_Basic,1309,1,0.024,2538.35,0.025,247,0.428
RRT_Connect_Basic,1310,1,0.007,2109.81,0.007,62,0.481
RRT_Star_Basic,1311,1,0.073,1949.58,8.235,3848,0.112
Informed_RRT_Star_Basic,1312,1,0.038,2250.81,0.248,3841,0.414
SC_RRT_Basic,1313,1,0.009,1960.12,0.009,174,0.018
Dynamic_RRT_Basic,1314,1,0.029,2367.39,0.029,289,0.469
RRT_Basic,1315,1,0.034,2268.24,0.034,327,0.480
RRT_Connect_Basic,1316,1,0.007,2108.61,0.007,65,0.433
RRT_Star_Basic,1317,1,0.055,1966.72,9.082,3786,0.173
Informed_RRT_Star_Basic,1318,1,0.089,2613.80,0.275,3579,0.433
SC_RRT_Basic,1319,1,0.015,1997.74,0.015,220,0.038
Dynamic_RRT_Basic,1320,1,0.018,2252.84,0.018,183,0.516
RRT_Basic,1321,1,0.030,2390.47,0.030,228,0.449
RRT_Connect_Basic,1322,1,0.010,2312.64,0.010,85,0.546
RRT_Star_Basic,1323,1,0.256,1965.28,7.715,3800,0.204
Informed_RRT_Star_Basic,1324,1,0.057,2222.60,0.271,3946,0.392
SC_RRT_Basic,1325,1,0.008,1957.30,0.008,160,0.184
Dynamic_RRT_Basic,1326,1,0.026,2138.29,0.026,248,0.446
RRT_Basic,1327,1,0.028,2258.51,0.028,263,0.398
RRT_Connect_Basic,1328,1,0.010,2192.21,0.010,75,0.473
RRT_Star_Basic,1329,1,0.063,1967.65,9.528,3840,0.131
Informed_RRT_Star_Basic,1330,1,0.058,2211.26,0.252,3849,0.398
SC_RRT_Basic,1331,1,0.012,1992.73,0.012,222,0.379
Dynamic_RRT_Basic,1332,1,0.022,2252.84,0.022,183,0.457
RRT_Basic,1333,1,0.019,2362.76,0.019,160,0.493
RRT_Connect_Basic,1334,1,0.009,2168.73,0.009,68,0.507
RRT_Star_Basic,1335,1,0.092,1969.96,8.456,3956,0.149
Informed_RRT_Star_Basic,1336,1,0.042,2240.25,0.264,3854,0.417
SC_RRT_Basic,1337,1,0.008,1950.01,0.008,171,0.019
Dynamic_RRT_Basic,1338,1,0.052,2329.21,0.053,430,0.482
RRT_Basic,1339,1,0.045,2640.55,0.045,468,0.521
RRT_Connect_Basic,1340,1,0.009,2101.99,0.009,60,0.392
RRT_Star_Basic,1341,1,0.070,1995.78,9.271,3892,0.332
Informed_RRT_Star_Basic,1342,1,0.042,2212.75,0.272,3916,0.368
SC_RRT_Basic,1343,1,0.012,1962.73,0.012,219,0.213
Dynamic_RRT_Basic,1344,1,0.017,2283.05,0.017,171,0.444
RRT_Basic,1345,1,0.020,2381.25,0.020,200,0.494
RRT_Connect_Basic,1346,1,0.007,2130.53,0.007,58,0.453
RRT_Star_Basic,1347,1,0.163,1977.55,9.114,3916,0.210
Informed_RRT_Star_Basic,1348,1,0.053,2312.89,0.258,3881,0.429
SC_RRT_Basic,1349,1,0.009,1978.42,0.009,176,0.021
Dynamic_RRT_Basic,1350,1,0.050,2148.86,0.051,378,0.429
RRT_Basic,1351,1,0.045,2301.57,0.045,413,0.418
RRT_Connect_Basic,1352,1,0.007,2114.05,0.007,62,0.452
RRT_Star_Basic,1353,1,0.077,1980.07,9.433,3845,0.187
Informed_RRT_Star_Basic,1354,1,0.065,2288.01,0.297,3672,0.400
SC_RRT_Basic,1355,1,0.017,2089.44,0.017,260,0.322
Dynamic_RRT_Basic,1356,1,0.036,2291.03,0.037,295,0.449
RRT_Basic,1357,1,0.050,2060.43,0.050,484,0.391
RRT_Connect_Basic,1358,1,0.010,2149.18,0.010,77,0.527
RRT_Star_Basic,1359,1,0.133,1977.00,9.144,3769,0.334
Informed_RRT_Star_Basic,1360,1,0.078,2240.20,0.263,3557,0.406
SC_RRT_Basic,1361,1,0.014,1965.67,0.014,268,0.187
Dynamic_RRT_Basic,1362,1,0.024,2291.03,0.024,222,0.475
RRT_Basic,1363,1,0.035,2501.66,0.035,298,0.468
RRT_Connect_Basic,1364,1,0.007,2091.15,0.007,61,0.433
RRT_Star_Basic,1365,1,0.059,1979.99,10.702,3765,0.387
Informed_RRT_Star_Basic,1366,1,0.108,2457.20,0.279,3583,0.416
SC_RRT_Basic,1367,1,0.011,1981.62,0.011,176,0.378
Dynamic_RRT_Basic,1368,1,0.065,2309.25,0.065,437,0.494
RRT_Basic,1369,1,0.022,2246.59,0.022,198,0.462
RRT_Connect_Basic,1370,1,0.007,2046.36,0.007,57,0.417
RRT_Star_Basic,1371,1,0.233,2003.21,8.548,3766,0.352
Informed_RRT_Star_Basic,1372,1,0.082,2337.92,0.302,3793,0.408
SC_RRT_Basic,1373,1,0.010,2084.96,0.010,184,0.284
Dynamic_RRT_Basic,1374,1,0.046,2252.84,0.046,370,0.431
RRT_Basic,1375,1,0.031,2362.19,0.031,200,0.522
RRT_Connect_Basic,1376,1,0.008,2194.98,0.008,70,0.586
RRT_Star_Basic,1377,1,0.089,1988.09,9.098,3848,0.183
Informed_RRT_Star_Basic,1378,1,0.073,2320.58,0.275,3784,0.416
SC_RRT_Basic,1379,1,0.011,1995.44,0.011,216,0.390
Dynamic_RRT_Basic,1380,1,0.013,2411.56,0.013,133,0.437
RRT_Basic,1381,1,0.015,2168.85,0.015,134,0.512
RRT_Connect_Basic,1382,1,0.007,2104.19,0.007,62,0.456
RRT_Star_Basic,1383,1,0.065,1966.67,9.806,3930,0.329
Informed_RRT_Star_Basic,1384,1,0.112,2286.68,0.270,3820,0.433
SC_RRT_Basic,1385,1,0.010,1942.87,0.010,191,0.019
Dynamic_RRT_Basic,1386,1,0.052,2443.76,0.052,435,0.454
RRT_Basic,1387,1,0.015,2241.89,0.015,138,0.543
RRT_Connect_Basic,1388,1,0.008,2125.86,0.008,61,0.541
RRT_Star_Basic,1389,1,0.111,1971.85,8.866,3798,0.336
Informed_RRT_Star_Basic,1390,1,0.039,2176.24,0.253,3878,0.444
SC_RRT_Basic,1391,1,0.011,1974.72,0.011,179,0.246
Dynamic_RRT_Basic,1392,1,0.031,2159.00,0.031,278,0.484
RRT_Basic,1393,1,0.034,2282.94,0.034,338,0.462
RRT_Connect_Basic,1394,1,0.007,2092.86,0.007,64,0.445
RRT_Star_Basic,1395,1,0.063,1978.40,8.433,3879,0.317
Informed_RRT_Star_Basic,1396,1,0.095,2304.96,0.275,3872,0.432
SC_RRT_Basic,1397,1,0.011,1936.13,0.011,191,0.012
Dynamic_RRT_Basic,1398,1,0.031,2176.47,0.031,290,0.423
RRT_Basic,1399,1,0.018,2233.76,0.018,175,0.449
RRT_Connect_Basic,1400,1,0.008,2159.66,0.008,65,0.516
RRT_Star_Basic,1401,1,0.231,1996.91,8.146,3741,0.253
Informed_RRT_Star_Basic,1402,1,0.055,2325.60,0.267,3797,0.419
SC_RRT_Basic,1403,1,0.013,2002.42,0.013,208,0.202
Dynamic_RRT_Basic,1404,1,0.046,2252.84,0.046,427,0.500
RRT_Basic,1405,1,0.020,2321.84,0.020,191,0.493
RRT_Connect_Basic,1406,1,0.008,2179.81,0.008,79,0.479
RRT_Star_Basic,1407,1,0.036,1988.78,9.904,3950,0.340
Informed_RRT_Star_Basic,1408,1,0.086,2189.63,0.287,3786,0.397
SC_RRT_Basic,1409,1,0.015,1973.63,0.015,295,0.016
Dynamic_RRT_Basic,1410,1,0.023,2185.54,0.023,235,0.455
RRT_Basic,1411,1,0.053,2709.76,0.053,473,0.469
RRT_Connect_Basic,1412,1,0.007,2059.62,0.007,60,0.523
RRT_Star_Basic,1413,1,0.070,1979.48,9.739,3930,0.402
Informed_RRT_Star_Basic,1414,1,0.169,2308.17,0.461,3803,0.442
SC_RRT_Basic,1415,1,0.027,1941.62,0.027,180,0.127
Dynamic_RRT_Basic,1416,1,0.058,2382.94,0.059,404,0.427
RRT_Basic,1417,1,0.039,2388.20,0.039,166,0.457
RRT_Connect_Basic,1418,1,0.018,2144.38,0.018,71,0.533
RRT_Star_Basic,1419,1,0.256,2004.79,10.541,3828,0.482
Informed_RRT_Star_Basic,1420,1,0.102,2382.00,0.433,3857,0.406
SC_RRT_Basic,1421,1,0.022,2124.89,0.022,216,0.276
Dynamic_RRT_Basic,1422,1,0.012,2214.66,0.013,134,0.425
RRT_Basic,1423,1,0.023,2500.41,0.023,190,0.437
RRT_Connect_Basic,1424,1,0.009,2171.57,0.009,74,0.582
RRT_Star_Basic,1425,1,0.049,1997.62,9.510,3938,0.360
Informed_RRT_Star_Basic,1426,1,0.115,2417.30,0.259,3784,0.416
SC_RRT_Basic,1427,1,0.013,2045.39,0.013,223,0.292
Dynamic_RRT_Basic,1428,1,0.016,2405.58,0.016,157,0.472
RRT_Basic,1429,1,0.018,2297.16,0.018,162,0.532
RRT_Connect_Basic,1430,1,0.007,2228.39,0.007,67,0.523
RRT_Star_Basic,1431,1,0.157,1996.55,8.464,3767,0.318
Informed_RRT_Star_Basic,1432,1,0.099,2283.47,0.268,3798,0.400
SC_RRT_Basic,1433,1,0.011,1964.08,0.011,203,0.025
Dynamic_RRT_Basic,1434,1,0.020,2367.39,0.020,213,0.462
RRT_Basic,1435,1,0.054,2510.91,0.054,503,0.534
RRT_Connect_Basic,1436,1,0.009,2144.27,0.009,79,0.473
RRT_Star_Basic,1437,1,0.375,1970.90,7.395,3692,0.375
Informed_RRT_Star_Basic,1438,1,0.047,2298.12,0.271,3990,0.403
SC_RRT_Basic,1439,1,0.015,2055.56,0.015,187,0.229
Dynamic_RRT_Basic,1440,1,0.039,2817.95,0.039,329,0.501
RRT_Basic,1441,1,0.023,2431.00,0.023,195,0.509
RRT_Connect_Basic,1442,1,0.007,2100.80,0.007,60,0.461
RRT_Star_Basic,1443,1,0.069,1965.61,8.854,3904,0.333
Informed_RRT_Star_Basic,1444,1,0.059,2266.02,0.253,3759,0.391
SC_RRT_Basic,1445,1,0.016,2043.92,0.016,210,0.032
Dynamic_RRT_Basic,1446,1,0.035,2309.50,0.036,242,0.460
RRT_Basic,1447,1,0.032,2214.97,0.032,199,0.490
RRT_Connect_Basic,1448,1,0.007,2125.29,0.007,59,0.544
RRT_Star_Basic,1449,1,0.069,1950.54,10.293,3989,0.325
Informed_RRT_Star_Basic,1450,1,0.067,2404.79,0.291,3859,0.413
SC_RRT_Basic,1451,1,0.018,2008.44,0.018,264,0.042
Dynamic_RRT_Basic,1452,1,0.013,2164.47,0.013,143,0.460
RRT_Basic,1453,1,0.073,2346.59,0.073,710,0.470
RRT_Connect_Basic,1454,1,0.006,2155.30,0.006,60,0.555
RRT_Star_Basic,1455,1,0.032,1963.81,8.409,3895,0.163
Informed_RRT_Star_Basic,1456,1,0.084,2259.27,0.277,3764,0.391
SC_RRT_Basic,1457,1,0.010,2004.29,0.010,194,0.042
Dynamic_RRT_Basic,1458,1,0.069,2453.98,0.069,532,0.425
RRT_Basic,1459,1,0.018,2159.79,0.018,180,0.422
RRT_Connect_Basic,1460,1,0.009,2172.85,0.009,62,0.557
RRT_Star_Basic,1461,1,0.253,1972.13,7.653,3731,0.341
Informed_RRT_Star_Basic,1462,1,0.074,2289.99,0.272,3805,0.389
SC_RRT_Basic,1463,1,0.010,1994.78,0.010,183,0.020
Dynamic_RRT_Basic,1464,1,0.037,2158.05,0.038,356,0.553
RRT_Basic,1465,1,0.019,2360.58,0.019,162,0.467
RRT_Connect_Basic,1466,1,0.007,2079.69,0.007,62,0.430
RRT_Star_Basic,1467,1,0.090,2010.61,10.393,3826,0.164
Informed_RRT_Star_Basic,1468,1,0.059,2271.38,0.264,3766,0.392
SC_RRT_Basic,1469,1,0.013,2111.37,0.013,220,0.296
Dynamic_RRT_Basic,1470,1,0.027,2291.03,0.027,212,0.517
RRT_Basic,1471,1,0.032,2260.58,0.032,302,0.504
RRT_Connect_Basic,1472,1,0.008,2116.21,0.008,70,0.459
RRT_Star_Basic,1473,1,0.175,1965.70,8.698,3843,0.315
Informed_RRT_Star_Basic,1474,1,0.059,2377.51,0.247,3642,0.421
SC_RRT_Basic,1475,1,0.018,2082.65,0.018,277,0.303
Dynamic_RRT_Basic,1476,1,0.024,2214.66,0.024,220,0.407
RRT_Basic,1477,1,0.046,2298.92,0.046,432,0.562
RRT_Connect_Basic,1478,1,0.006,2061.33,0.006,60,0.482
RRT_Star_Basic,1479,1,0.045,1978.34,10.825,3956,0.168
Informed_RRT_Star_Basic,1480,1,0.081,2431.38,0.261,3807,0.406
