scenario,dimension,max_iterations_limit,pid_config,Kp,Ki,Kd,mode,trial_id,success,path_length,planning_time,iterations,tree_nodes,smoothness,clearance,convergence_time,first_solution_iter,avg_tracking_error,oscillation_count,oscillation_rate,failure_mode,final_ellipsoid_volume,effective_sampling_ratio,samples_in_ellipsoid,total_samples_attempted,esr_tree_A,esr_tree_B
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,17,True,2390.296042004046,1.6919331550598145,273,397,35.60570066142658,32.17796306053607,0.3998112678527832,73.0,622.4580083721032,56,0.20512820512820512,none,31363996.117401373,0.23161764705882354,126,544,0.22794117647058823,0.23529411764705882
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,18,True,2796.3187682087755,3.869083881378174,555,820,40.5504778749281,27.732477291959537,2.213592290878296,355.0,770.7256259797055,112,0.2018018018018018,none,31166787.613036398,0.26895306859205775,298,1108,0.27617328519855594,0.26173285198555957
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,19,True,2375.6094144797194,2.978334903717041,441,624,36.40014696739831,26.89834847658399,1.4238107204437256,241.0,708.2047689172447,102,0.23129251700680273,none,30859288.99345525,0.2636363636363636,232,880,0.2818181818181818,0.24545454545454545
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,20,True,3112.573563923264,5.548124551773071,650,975,38.427673457801696,29.305041291804738,4.876710414886475,588.0,744.4200855182678,161,0.24769230769230768,none,32260309.671240877,0.2815384615384615,366,1300,0.2815384615384615,0.2815384615384615
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,21,False,inf,5.226587533950806,650,947,inf,0.0,inf,inf,780.1216059984333,156,0.24,divergence,31393926.198747437,0.28307692307692306,368,1300,0.2784615384615385,0.2876923076923077
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,22,True,2466.6037617910742,5.0151262283325195,640,940,35.516475719060544,30.260471393833893,3.164301633834839,440.0,734.8238445596562,154,0.240625,none,31318556.53527303,0.24726134585289514,316,1278,0.26291079812206575,0.23161189358372458
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,23,True,2383.495378669638,3.256417751312256,477,640,33.52977764552511,32.009557593973646,1.692934513092041,277.0,659.3511659406392,88,0.18448637316561844,none,32730268.90204753,0.25630252100840334,244,952,0.24579831932773108,0.2668067226890756
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,24,False,inf,5.417060852050781,650,1005,inf,0.0,inf,inf,780.1905877918912,171,0.2630769230769231,divergence,30879556.79525639,0.27076923076923076,352,1300,0.2676923076923077,0.27384615384615385
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,25,True,3151.322256986497,5.027191638946533,650,973,38.32529384262846,32.81590294527951,3.8890204429626465,525.0,787.8829770536161,158,0.24307692307692308,none,31156440.104191296,0.25384615384615383,330,1300,0.26615384615384613,0.24153846153846154
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,26,True,3168.0815748949117,4.5549633502960205,598,863,38.77940083545014,28.392399235827,2.889968156814575,398.0,686.8034502428776,129,0.2157190635451505,none,31919128.877333466,0.26716917922948075,319,1194,0.254606365159129,0.2797319932998325
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,27,False,inf,5.006012439727783,650,955,inf,0.0,inf,inf,806.9863770869424,157,0.24153846153846154,divergence,31542936.976399567,0.28,364,1300,0.2953846153846154,0.26461538461538464
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,28,True,2717.865412966196,4.7107133865356445,648,960,42.124576009885274,26.758154002946295,2.9602320194244385,448.0,743.1527119406318,164,0.25308641975308643,none,31688702.19872748,0.2604327666151468,337,1294,0.2596599690880989,0.26120556414219476
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,29,True,2449.257255104888,2.573106527328491,358,538,40.41787540281933,35.763786162264395,1.026167631149292,158.0,640.385399689598,78,0.21787709497206703,none,31601044.858629894,0.2535014005602241,181,714,0.2661064425770308,0.24089635854341737
二维高密度场景,2,650,Kp_0.10,0.1,0.04,0.1,custom_pid,30,True,2319.5880331519134,4.802286386489868,650,950,38.45199544429756,28.956707232763357,3.763381242752075,540.0,725.8649682183847,152,0.23384615384615384,none,30844035.52485334,0.24615384615384617,320,1300,0.2353846153846154,0.2569230769230769
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,1,False,inf,4.8095197677612305,650,962,inf,0.0,inf,inf,712.2066571436333,148,0.2276923076923077,divergence,31391590.090968236,0.25153846153846154,327,1300,0.23076923076923078,0.2723076923076923
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,2,True,2918.6172873875216,4.544792652130127,650,915,39.077653675439876,30.495596400434863,4.131580591201782,603.0,666.7785937703852,133,0.20461538461538462,none,31274083.82252039,0.25384615384615383,330,1300,0.23692307692307693,0.27076923076923076
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,3,True,2581.830125217427,3.733887195587158,547,805,42.7346941002972,33.273261288410254,2.1609995365142822,347.0,751.9809788885794,114,0.20840950639853748,none,29725910.763958037,0.27014652014652013,295,1092,0.2673992673992674,0.27289377289377287
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,4,True,3175.7670986227195,4.4758710861206055,650,933,37.651150703091936,25.444315675054707,3.117281436920166,495.0,763.2746465621906,153,0.2353846153846154,none,31210052.61927007,0.24461538461538462,318,1300,0.2523076923076923,0.23692307692307693
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,5,True,2526.4928621644963,2.2993197441101074,353,447,34.76513988368527,36.6503589383356,0.8625180721282959,153.0,628.8021860260765,72,0.20396600566572237,none,30219945.068864528,0.2471590909090909,174,704,0.2471590909090909,0.2471590909090909
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,6,True,2309.8899320247433,1.5461978912353516,253,355,31.781775756673323,34.684636567050795,0.3745992183685303,53.0,551.1063356545883,40,0.15810276679841898,none,31325960.073892284,0.2400793650793651,121,504,0.20238095238095238,0.2777777777777778
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,7,True,2810.9069548532593,4.672169923782349,650,965,33.654654490484155,27.21815826600981,3.7499101161956787,548.0,763.4595274387052,170,0.26153846153846155,none,31342609.20128945,0.27,351,1300,0.26461538461538464,0.2753846153846154
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,8,True,2725.921577139102,4.566080808639526,650,957,44.355825198887956,29.70280846903596,3.022533893585205,472.0,774.738621677701,161,0.24769230769230768,none,29989922.108823273,0.27615384615384614,359,1300,0.2907692307692308,0.26153846153846155
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,9,True,2431.311696822058,1.5499706268310547,265,373,42.72674746659619,30.429971248751812,0.3643045425415039,65.0,683.715522265009,55,0.20754716981132076,none,31363461.85142646,0.2821969696969697,149,528,0.3143939393939394,0.25
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,10,True,2751.360546123126,3.077038049697876,488,664,34.17550507502951,31.636717665397722,1.6539247035980225,288.0,695.6186236033523,107,0.2192622950819672,none,32370907.139069125,0.27002053388090347,263,974,0.2648870636550308,0.2751540041067762
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,11,True,2827.7762404102846,2.9646172523498535,458,675,39.035739088253095,30.863080062307837,1.5250885486602783,258.0,713.5308176950728,121,0.26419213973799127,none,32447611.732893925,0.2702407002188184,247,914,0.2713347921225383,0.26914660831509846
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,12,True,2517.283727155015,1.6524417400360107,305,389,36.1203805227047,33.408202435046206,0.5298173427581787,105.0,588.828916325501,48,0.15737704918032788,none,31484189.85800419,0.2565789473684211,156,608,0.22697368421052633,0.28618421052631576
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,13,False,inf,5.318847894668579,650,998,inf,0.0,inf,inf,724.0786036439592,145,0.2230769230769231,divergence,30835709.630120296,0.24076923076923076,313,1300,0.23692307692307693,0.24461538461538462
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,14,True,2654.627057287634,2.8003711700439453,449,566,38.69803005419562,28.607854076895638,1.3721637725830078,249.0,668.0195788534866,87,0.19376391982182628,none,31361496.55397668,0.25223214285714285,226,896,0.22767857142857142,0.2767857142857143
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,15,True,2417.2592187743894,4.20836329460144,589,869,35.55585206284866,26.088727108691547,2.574821949005127,389.0,740.0056986343263,146,0.24787775891341257,none,31328417.28115494,0.26445578231292516,311,1176,0.2602040816326531,0.2687074829931973
二维高密度场景,2,650,Kp_0.15,0.15000000000000002,0.04,0.1,custom_pid,16,True,3009.5515263207685,3.007556676864624,486,643,34.59868945204247,30.572780903846606,1.613447666168213,286.0,639.38921545435,112,0.23045267489711935,none,31270722.64128616,0.2670103092783505,259,970,0.22268041237113403,0.311340206185567
