scenario,dimension,max_iterations_limit,pid_config,Kp,Ki,Kd,mode,trial_id,success,path_length,planning_time,iterations,tree_nodes,smoothness,clearance,convergence_time,first_solution_iter,avg_tracking_error,oscillation_count,oscillation_rate,failure_mode,final_ellipsoid_volume,effective_sampling_ratio,samples_in_ellipsoid,total_samples_attempted,esr_tree_A,esr_tree_B
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,1,True,2551.8069196309016,1.0626647472381592,318,394,41.75062119268719,29.447732302958745,0.3874337673187256,118.0,466.1531134270971,59,0.18553459119496854,none,45746923.25040689,0.973186119873817,617,634,0.9905362776025236,0.9558359621451105
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,2,True,2452.550798810614,1.5279810428619385,459,603,35.30880677535305,31.200796687800924,0.8486883640289307,259.0,503.3630201153008,100,0.2178649237472767,none,45901328.31548706,0.9759825327510917,894,916,0.9737991266375546,0.9781659388646288
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,3,True,2432.247571408289,2.7939329147338867,750,1080,39.646656263332055,31.522142950057813,2.2208704948425293,614.0,543.2249681615132,170,0.22666666666666666,none,46056343.28944462,0.9913333333333333,1487,1500,0.9866666666666667,0.996
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,4,True,3197.6933336256457,1.8902254104614258,530,751,36.902965222450185,29.250731052840752,1.1488347053527832,330.0,520.6980388006965,111,0.20943396226415095,none,46494121.83536091,0.9820415879017014,1039,1058,0.9848771266540642,0.9792060491493384
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,5,True,2516.835871418381,1.5753655433654785,449,645,37.77783397437026,30.278288467142303,0.8726301193237305,249.0,495.6423911095268,88,0.19599109131403117,none,45914815.00800358,0.9832589285714286,881,896,0.9866071428571429,0.9799107142857143
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,6,True,2948.0321973517634,1.152024745941162,358,453,41.516239575725706,29.786939336559975,0.5151610374450684,158.0,464.88991620743167,75,0.20949720670391062,none,45515535.406536594,0.9733893557422969,695,714,0.969187675070028,0.9775910364145658
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,7,True,2740.8943607094034,2.686201572418213,750,1051,34.80278455065781,29.71194700149642,2.1034655570983887,605.0,539.6272681783779,182,0.24266666666666667,none,43914421.99010257,0.99,1485,1500,0.9933333333333333,0.9866666666666667
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,8,True,2687.765390145653,1.5792262554168701,459,637,38.60394675100648,29.342245127003853,0.8775513172149658,259.0,511.3603608114924,98,0.21350762527233116,none,45728762.6720273,0.982532751091703,900,916,0.9781659388646288,0.9868995633187773
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,9,True,2700.0929028157184,2.021465539932251,585,783,33.35849849121798,29.88224765830792,1.2752048969268799,385.0,535.1522207505924,130,0.2222222222222222,none,45107398.91129767,0.9914383561643836,1158,1168,0.9931506849315068,0.9897260273972602
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,10,True,2202.4758930765106,0.8716633319854736,250,350,37.302333008364045,33.243346796240054,0.19164490699768066,50.0,441.3192325671951,47,0.188,none,45663919.133775175,0.9658634538152611,481,498,0.9678714859437751,0.963855421686747
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,11,True,2283.507425525264,2.778998851776123,750,1089,34.234455637249404,32.54479433955209,2.1826202869415283,609.0,520.6936086680495,162,0.216,none,45508653.34106685,0.9873333333333333,1481,1500,0.988,0.9866666666666667
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,12,True,2602.2022339683645,1.2118561267852783,365,498,37.328379223371805,28.468527038923977,0.5359694957733154,165.0,521.0000712885158,69,0.18904109589041096,none,46187291.75539585,0.9752747252747253,710,728,0.9807692307692307,0.9697802197802198
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,13,False,inf,2.651127576828003,750,1021,inf,0.0,inf,inf,560.51902648019,163,0.21733333333333332,oscillation,46108563.25524741,0.9906666666666667,1486,1500,0.9866666666666667,0.9946666666666667
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,14,True,2643.402117979808,2.7541346549987793,750,1071,39.814986756095266,29.40098505634106,2.3536500930786133,653.0,542.5669280105817,154,0.20533333333333334,none,45489086.521070495,0.988,1482,1500,0.9906666666666667,0.9853333333333333
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,15,True,2977.3245014685863,1.9321167469024658,556,767,39.74983660342776,29.221083435026536,1.195096731185913,356.0,526.6838415224693,108,0.19424460431654678,none,45757604.07454802,0.9837837837837838,1092,1110,0.9837837837837838,0.9837837837837838
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,16,True,2634.8121190313755,1.6587424278259277,492,655,48.740236385400486,33.16713314692313,0.9613089561462402,292.0,488.60776608791633,110,0.22357723577235772,none,45596941.59109646,0.9826883910386965,965,982,0.9898167006109979,0.9755600814663951
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,17,True,2409.824305311548,0.994469404220581,294,393,30.3247045123606,31.581272625296993,0.33498525619506836,94.0,478.6543573554707,40,0.1360544217687075,none,45789431.69189316,0.9692832764505119,568,586,0.9795221843003413,0.9590443686006825
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,18,True,2466.047916464444,1.1570677757263184,338,461,36.51857788283322,28.806651250471702,0.4509730339050293,138.0,477.1646175051513,63,0.1863905325443787,none,46031688.53505793,0.9718100890207715,655,674,0.9673590504451038,0.9762611275964391
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,19,True,2866.9947988326844,2.7856948375701904,750,1091,32.31583886342848,29.535702926496473,2.090641975402832,585.0,539.0339554010998,170,0.22666666666666666,none,46326790.87810142,0.9906666666666667,1486,1500,0.9893333333333333,0.992
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,20,False,inf,2.708667039871216,750,1041,inf,0.0,inf,inf,517.5222634006126,167,0.22266666666666668,divergence,45985351.7612238,0.982,1473,1500,0.9786666666666667,0.9853333333333333
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,21,True,3151.186046376913,1.358020544052124,394,555,49.271856209591476,29.545741930997565,0.6580262184143066,194.0,499.10228363386767,104,0.2639593908629442,none,45746025.21367955,0.9770992366412213,768,786,0.9770992366412213,0.9770992366412213
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,22,True,2421.49451998691,1.2580626010894775,373,519,42.07834030805545,30.467375134082037,0.5802562236785889,173.0,508.3270202863871,68,0.18230563002680966,none,45807712.76993324,0.9852150537634409,733,744,0.9811827956989247,0.989247311827957
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,23,True,2401.083395981893,0.9112145900726318,250,374,36.1434107228629,30.230338163140843,0.1905217170715332,50.0,454.2517987024919,55,0.22,none,45782602.114012465,0.9738955823293173,485,498,0.9799196787148594,0.9678714859437751
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,24,False,inf,2.7354581356048584,750,1090,inf,0.0,inf,inf,527.0641640880344,157,0.20933333333333334,divergence,45217661.831301935,0.9933333333333333,1490,1500,0.9906666666666667,0.996
二维高密度场景,2,750,P2_Low,0.1,0.02,0.04,custom_pid,25,True,2464.2007114393127,0.8813302516937256,258,342,33.82412091917351,31.196264013789428,0.19850873947143555,58.0,443.6894040943926,49,0.18992248062015504,none,45763774.89181839,0.9708171206225681,499,514,0.9727626459143969,0.9688715953307393
