# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 15-Mar-2026 18:34:44

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.046±0.033,2323.07±127.16,0.046±0.033,271±173,0.469±0.037
RRT_Connect_Basic,100.0,0.012±0.006,2145.80±97.67,0.012±0.006,70±10,0.497±0.064
RRT_Star_Basic,100.0,0.166±0.276,1969.06±18.73,13.387±1.675,3857±98,0.293±0.079
Informed_RRT_Star_Basic,100.0,0.215±0.124,2034.17±95.19,2.083±0.418,3855±97,0.191±0.052
SC_RRT_Basic,100.0,0.038±0.014,2004.27±61.58,0.038±0.014,209±34,0.162±0.133
Dynamic_RRT_Basic,100.0,0.056±0.058,2286.43±130.45,0.056±0.058,301±198,0.463±0.040

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,1057,1,0.016,2256.61,0.016,150,0.462
RRT_Connect_Basic,1058,1,0.007,2033.37,0.007,63,0.479
RRT_Star_Basic,1059,1,0.232,1949.04,12.419,3757,0.313
Informed_RRT_Star_Basic,1060,1,0.389,2167.90,1.335,3796,0.203
SC_RRT_Basic,1061,1,0.036,2119.98,0.036,225,0.442
Dynamic_RRT_Basic,1062,1,0.034,2171.66,0.034,192,0.421
RRT_Basic,1063,1,0.118,2468.63,0.118,604,0.459
RRT_Connect_Basic,1064,1,0.019,2113.48,0.019,62,0.487
RRT_Star_Basic,1065,1,0.070,1980.35,12.437,3835,0.327
Informed_RRT_Star_Basic,1066,1,0.136,2114.69,1.712,3907,0.227
SC_RRT_Basic,1067,1,0.029,2173.13,0.029,223,0.049
Dynamic_RRT_Basic,1068,1,0.030,2367.39,0.031,222,0.443
RRT_Basic,1069,1,0.033,2378.96,0.033,227,0.479
RRT_Connect_Basic,1070,1,0.019,2106.95,0.019,69,0.494
RRT_Star_Basic,1071,1,0.059,1974.90,13.325,3885,0.355
Informed_RRT_Star_Basic,1072,1,0.161,1963.94,2.406,3869,0.196
SC_RRT_Basic,1073,1,0.034,1931.22,0.034,165,0.034
Dynamic_RRT_Basic,1074,1,0.023,2100.11,0.023,113,0.510
RRT_Basic,1075,1,0.025,2277.59,0.025,158,0.447
RRT_Connect_Basic,1076,1,0.014,2183.54,0.014,77,0.506
RRT_Star_Basic,1077,1,0.163,1975.26,13.038,3883,0.367
Informed_RRT_Star_Basic,1078,1,0.217,2083.56,1.968,3913,0.188
SC_RRT_Basic,1079,1,0.044,2068.80,0.044,189,0.234
Dynamic_RRT_Basic,1080,1,0.024,2291.03,0.025,161,0.464
RRT_Basic,1081,1,0.047,2246.68,0.047,217,0.405
RRT_Connect_Basic,1082,1,0.005,1914.54,0.005,52,0.095
RRT_Star_Basic,1083,1,0.064,1971.13,14.623,3890,0.319
Informed_RRT_Star_Basic,1084,1,0.243,2123.85,1.951,3904,0.203
SC_RRT_Basic,1085,1,0.036,1909.95,0.036,203,0.001
Dynamic_RRT_Basic,1086,1,0.011,2100.11,0.012,127,0.477
RRT_Basic,1087,1,0.123,2449.46,0.123,593,0.520
RRT_Connect_Basic,1088,1,0.017,2056.80,0.017,58,0.463
RRT_Star_Basic,1089,1,0.194,1982.18,14.657,3905,0.197
Informed_RRT_Star_Basic,1090,1,0.113,1936.85,2.605,4073,0.100
SC_RRT_Basic,1091,1,0.012,1993.87,0.012,220,0.027
Dynamic_RRT_Basic,1092,1,0.008,2176.47,0.008,109,0.444
RRT_Basic,1093,1,0.035,2742.66,0.035,258,0.432
RRT_Connect_Basic,1094,1,0.012,2200.91,0.012,86,0.440
RRT_Star_Basic,1095,1,0.475,1956.09,11.781,3742,0.332
Informed_RRT_Star_Basic,1096,1,0.188,2162.26,1.449,3802,0.238
SC_RRT_Basic,1097,1,0.030,1946.72,0.030,211,0.164
Dynamic_RRT_Basic,1098,1,0.070,2349.77,0.070,249,0.485
RRT_Basic,1099,1,0.036,2390.04,0.036,279,0.413
RRT_Connect_Basic,1100,1,0.011,2467.55,0.011,93,0.517
RRT_Star_Basic,1101,1,0.081,1960.68,13.640,3817,0.326
Informed_RRT_Star_Basic,1102,1,0.133,1995.91,1.723,3643,0.163
SC_RRT_Basic,1103,1,0.033,1973.87,0.033,208,0.047
Dynamic_RRT_Basic,1104,1,0.043,2232.47,0.043,163,0.412
RRT_Basic,1105,1,0.041,2237.44,0.041,200,0.466
RRT_Connect_Basic,1106,1,0.007,2099.96,0.007,60,0.520
RRT_Star_Basic,1107,1,0.087,1950.65,15.157,3973,0.321
Informed_RRT_Star_Basic,1108,1,0.119,1934.71,2.599,4020,0.124
SC_RRT_Basic,1109,1,0.028,1985.13,0.028,220,0.021
Dynamic_RRT_Basic,1110,1,0.035,2558.31,0.036,166,0.507
RRT_Basic,1111,1,0.116,2352.58,0.116,587,0.508
RRT_Connect_Basic,1112,1,0.016,2110.96,0.016,63,0.544
RRT_Star_Basic,1113,1,0.110,2041.43,15.501,3864,0.187
Informed_RRT_Star_Basic,1114,1,0.169,2001.02,2.339,3970,0.150
SC_RRT_Basic,1115,1,0.038,1953.63,0.038,185,0.226
Dynamic_RRT_Basic,1116,1,0.026,2329.21,0.026,205,0.484
RRT_Basic,1117,1,0.033,2195.43,0.034,291,0.434
RRT_Connect_Basic,1118,1,0.008,2132.56,0.008,70,0.574
RRT_Star_Basic,1119,1,0.087,1945.99,13.183,4001,0.164
Informed_RRT_Star_Basic,1120,1,0.178,1975.32,2.199,3967,0.165
SC_RRT_Basic,1121,1,0.055,2097.08,0.055,267,0.232
Dynamic_RRT_Basic,1122,1,0.027,2100.11,0.027,238,0.436
RRT_Basic,1123,1,0.030,2168.43,0.030,278,0.439
RRT_Connect_Basic,1124,1,0.006,2121.45,0.006,68,0.520
RRT_Star_Basic,1125,1,0.052,1957.34,13.860,3971,0.320
Informed_RRT_Star_Basic,1126,1,0.142,1954.39,2.470,4014,0.159
SC_RRT_Basic,1127,1,0.041,1946.00,0.041,205,0.168
Dynamic_RRT_Basic,1128,1,0.043,2214.66,0.043,227,0.421
RRT_Basic,1129,1,0.034,2380.35,0.034,200,0.475
RRT_Connect_Basic,1130,1,0.012,2049.33,0.012,59,0.449
RRT_Star_Basic,1131,1,0.093,1969.99,12.510,3790,0.316
Informed_RRT_Star_Basic,1132,1,0.122,1980.17,2.373,3858,0.187
SC_RRT_Basic,1133,1,0.047,2018.26,0.047,195,0.035
Dynamic_RRT_Basic,1134,1,0.023,2285.63,0.024,201,0.516
RRT_Basic,1135,1,0.022,2210.43,0.022,170,0.425
RRT_Connect_Basic,1136,1,0.011,2285.57,0.011,84,0.510
RRT_Star_Basic,1137,1,0.207,1977.12,12.374,3731,0.328
Informed_RRT_Star_Basic,1138,1,0.385,1986.07,2.147,3818,0.162
SC_RRT_Basic,1139,1,0.041,2054.65,0.041,198,0.307
Dynamic_RRT_Basic,1140,1,0.097,2252.84,0.098,523,0.459
RRT_Basic,1141,1,0.038,2216.83,0.038,298,0.518
RRT_Connect_Basic,1142,1,0.007,2166.47,0.007,66,0.567
RRT_Star_Basic,1143,1,0.041,1962.37,14.793,3915,0.117
Informed_RRT_Star_Basic,1144,1,0.253,2129.42,1.741,3800,0.256
SC_RRT_Basic,1145,1,0.036,1955.34,0.036,188,0.197
Dynamic_RRT_Basic,1146,1,0.018,2138.29,0.018,148,0.405
RRT_Basic,1147,1,0.181,2829.07,0.181,775,0.508
RRT_Connect_Basic,1148,1,0.024,2333.54,0.024,73,0.576
RRT_Star_Basic,1149,1,0.084,2000.74,13.825,3914,0.339
Informed_RRT_Star_Basic,1150,1,0.232,1997.29,2.330,3908,0.146
SC_RRT_Basic,1151,1,0.030,1957.66,0.030,188,0.253
Dynamic_RRT_Basic,1152,1,0.021,2176.47,0.021,206,0.517
RRT_Basic,1153,1,0.018,2207.99,0.018,153,0.452
RRT_Connect_Basic,1154,1,0.008,2093.15,0.008,70,0.555
RRT_Star_Basic,1155,1,0.072,1948.12,14.535,4012,0.322
Informed_RRT_Star_Basic,1156,1,0.283,2072.14,2.058,3955,0.211
SC_RRT_Basic,1157,1,0.038,1954.84,0.038,188,0.025
Dynamic_RRT_Basic,1158,1,0.068,2315.59,0.068,225,0.524
RRT_Basic,1159,1,0.038,2231.21,0.038,132,0.535
RRT_Connect_Basic,1160,1,0.009,2025.48,0.009,56,0.419
RRT_Star_Basic,1161,1,0.217,1941.55,12.952,3837,0.310
Informed_RRT_Star_Basic,1162,1,0.098,2032.68,2.008,3827,0.199
SC_RRT_Basic,1163,1,0.047,1973.18,0.047,230,0.027
Dynamic_RRT_Basic,1164,1,0.030,2185.05,0.030,252,0.469
RRT_Basic,1165,1,0.054,2526.76,0.055,251,0.425
RRT_Connect_Basic,1166,1,0.016,2000.06,0.016,56,0.400
RRT_Star_Basic,1167,1,0.176,1983.55,13.917,3901,0.333
Informed_RRT_Star_Basic,1168,1,0.168,2107.91,1.598,3830,0.329
SC_RRT_Basic,1169,1,0.033,1926.16,0.033,247,0.137
Dynamic_RRT_Basic,1170,1,0.026,2221.76,0.027,218,0.472
RRT_Basic,1171,1,0.033,2553.86,0.033,258,0.438
RRT_Connect_Basic,1172,1,0.007,2082.81,0.007,60,0.554
RRT_Star_Basic,1173,1,0.060,1961.27,14.326,4067,0.163
Informed_RRT_Star_Basic,1174,1,0.435,2101.57,1.775,3783,0.332
SC_RRT_Basic,1175,1,0.037,1965.40,0.037,245,0.355
Dynamic_RRT_Basic,1176,1,0.030,2214.66,0.031,133,0.415
RRT_Basic,1177,1,0.039,2171.66,0.040,179,0.418
RRT_Connect_Basic,1178,1,0.019,2129.40,0.019,64,0.544
RRT_Star_Basic,1179,1,0.187,1955.40,13.669,3906,0.179
Informed_RRT_Star_Basic,1180,1,0.612,1977.55,2.498,3959,0.183
SC_RRT_Basic,1181,1,0.046,1939.85,0.046,235,0.009
Dynamic_RRT_Basic,1182,1,0.032,2245.53,0.033,147,0.548
RRT_Basic,1183,1,0.038,2266.95,0.038,165,0.484
RRT_Connect_Basic,1184,1,0.015,2175.02,0.015,62,0.544
RRT_Star_Basic,1185,1,0.046,1963.00,13.851,3926,0.330
Informed_RRT_Star_Basic,1186,1,0.135,2061.53,2.125,3821,0.207
SC_RRT_Basic,1187,1,0.042,2054.27,0.042,230,0.294
Dynamic_RRT_Basic,1188,1,0.013,2176.47,0.013,138,0.448
RRT_Basic,1189,1,0.041,2325.72,0.041,207,0.485
RRT_Connect_Basic,1190,1,0.020,2122.08,0.020,62,0.547
RRT_Star_Basic,1191,1,0.159,1954.64,14.047,3832,0.196
Informed_RRT_Star_Basic,1192,1,0.332,2098.04,1.792,3781,0.245
SC_RRT_Basic,1193,1,0.031,1978.13,0.031,160,0.258
Dynamic_RRT_Basic,1194,1,0.052,2291.03,0.053,298,0.420
RRT_Basic,1195,1,0.028,2295.49,0.028,170,0.456
RRT_Connect_Basic,1196,1,0.008,2076.56,0.008,67,0.506
RRT_Star_Basic,1197,1,0.055,1966.14,16.712,3973,0.328
Informed_RRT_Star_Basic,1198,1,0.234,2073.27,1.995,4007,0.243
SC_RRT_Basic,1199,1,0.037,1958.06,0.037,187,0.193
Dynamic_RRT_Basic,1200,1,0.068,2214.66,0.068,455,0.487
RRT_Basic,1201,1,0.057,2284.46,0.057,217,0.472
RRT_Connect_Basic,1202,1,0.014,2233.28,0.014,67,0.584
RRT_Star_Basic,1203,1,0.175,1977.53,14.560,3801,0.371
Informed_RRT_Star_Basic,1204,1,0.166,1950.11,2.703,3940,0.148
SC_RRT_Basic,1205,1,0.027,1942.78,0.027,160,0.058
Dynamic_RRT_Basic,1206,1,0.033,2138.29,0.034,147,0.438
RRT_Basic,1207,1,0.174,2267.76,0.174,826,0.477
RRT_Connect_Basic,1208,1,0.026,2084.44,0.026,64,0.455
RRT_Star_Basic,1209,1,0.091,1991.58,13.917,3938,0.382
Informed_RRT_Star_Basic,1210,1,0.121,1999.47,2.673,3890,0.181
SC_RRT_Basic,1211,1,0.011,1930.27,0.011,191,0.020
Dynamic_RRT_Basic,1212,1,0.049,2405.58,0.049,248,0.442
RRT_Basic,1213,1,0.100,2384.06,0.100,400,0.486
RRT_Connect_Basic,1214,1,0.014,2173.59,0.014,71,0.573
RRT_Star_Basic,1215,1,0.128,1971.17,15.110,3885,0.328
Informed_RRT_Star_Basic,1216,1,0.151,1935.14,2.158,3880,0.149
SC_RRT_Basic,1217,1,0.071,1996.44,0.071,274,0.285
Dynamic_RRT_Basic,1218,1,0.017,2214.66,0.018,169,0.470
RRT_Basic,1219,1,0.032,2259.22,0.032,134,0.494
RRT_Connect_Basic,1220,1,0.009,2041.13,0.009,58,0.513
RRT_Star_Basic,1221,1,0.142,1936.58,12.454,3924,0.342
Informed_RRT_Star_Basic,1222,1,0.263,1973.15,2.113,3830,0.159
SC_RRT_Basic,1223,1,0.030,2029.48,0.030,207,0.028
Dynamic_RRT_Basic,1224,1,0.050,2243.61,0.050,402,0.500
RRT_Basic,1225,1,0.023,2314.97,0.023,204,0.511
RRT_Connect_Basic,1226,1,0.010,2186.11,0.010,65,0.606
RRT_Star_Basic,1227,1,0.078,1950.84,13.549,3989,0.213
Informed_RRT_Star_Basic,1228,1,0.179,1997.65,2.311,3910,0.239
SC_RRT_Basic,1229,1,0.038,1958.95,0.038,210,0.022
Dynamic_RRT_Basic,1230,1,0.054,2196.60,0.054,446,0.457
RRT_Basic,1231,1,0.036,2314.57,0.036,316,0.424
RRT_Connect_Basic,1232,1,0.006,1988.39,0.006,57,0.391
RRT_Star_Basic,1233,1,0.063,1988.72,15.196,3944,0.324
Informed_RRT_Star_Basic,1234,1,0.225,1977.52,2.338,3945,0.216
SC_RRT_Basic,1235,1,0.043,1974.68,0.043,204,0.265
Dynamic_RRT_Basic,1236,1,0.020,2176.47,0.020,187,0.438
RRT_Basic,1237,1,0.096,2374.32,0.096,420,0.532
RRT_Connect_Basic,1238,1,0.015,2049.81,0.015,61,0.440
RRT_Star_Basic,1239,1,0.075,1958.72,13.827,3865,0.323
Informed_RRT_Star_Basic,1240,1,0.106,1929.38,2.547,4005,0.105
SC_RRT_Basic,1241,1,0.042,1972.33,0.042,204,0.024
Dynamic_RRT_Basic,1242,1,0.088,2286.97,0.088,291,0.471
RRT_Basic,1243,1,0.048,2333.12,0.048,318,0.464
RRT_Connect_Basic,1244,1,0.011,2139.24,0.011,66,0.469
RRT_Star_Basic,1245,1,0.093,1981.70,15.569,3860,0.339
Informed_RRT_Star_Basic,1246,1,0.143,1989.52,2.458,3908,0.198
SC_RRT_Basic,1247,1,0.032,1985.66,0.032,200,0.035
Dynamic_RRT_Basic,1248,1,0.015,2176.47,0.015,138,0.442
RRT_Basic,1249,1,0.020,2326.17,0.020,162,0.442
RRT_Connect_Basic,1250,1,0.009,2181.92,0.009,81,0.543
RRT_Star_Basic,1251,1,0.061,1937.57,14.086,3913,0.330
Informed_RRT_Star_Basic,1252,1,0.172,1967.32,2.404,3875,0.243
SC_RRT_Basic,1253,1,0.040,1954.08,0.040,198,0.200
Dynamic_RRT_Basic,1254,1,0.024,2252.84,0.024,189,0.467
RRT_Basic,1255,1,0.021,2237.53,0.021,157,0.468
RRT_Connect_Basic,1256,1,0.008,2157.68,0.008,66,0.655
RRT_Star_Basic,1257,1,0.059,1966.57,13.903,3890,0.333
Informed_RRT_Star_Basic,1258,1,0.182,2027.73,1.936,3806,0.191
SC_RRT_Basic,1259,1,0.033,1925.63,0.033,178,0.149
Dynamic_RRT_Basic,1260,1,0.044,2214.66,0.045,189,0.487
RRT_Basic,1261,1,0.081,2451.87,0.082,537,0.455
RRT_Connect_Basic,1262,1,0.018,2063.06,0.018,63,0.384
RRT_Star_Basic,1263,1,0.145,1944.52,14.726,3825,0.128
Informed_RRT_Star_Basic,1264,1,0.161,1951.25,2.601,3955,0.147
SC_RRT_Basic,1265,1,0.053,2084.76,0.053,256,0.228
Dynamic_RRT_Basic,1266,1,0.077,2291.03,0.077,250,0.496
RRT_Basic,1267,1,0.018,2306.85,0.018,164,0.486
RRT_Connect_Basic,1268,1,0.008,2145.30,0.008,67,0.530
RRT_Star_Basic,1269,1,0.624,1989.81,11.226,3612,0.380
Informed_RRT_Star_Basic,1270,1,0.113,2148.40,1.338,3775,0.226
SC_RRT_Basic,1271,1,0.038,1936.29,0.038,187,0.184
Dynamic_RRT_Basic,1272,1,0.118,2263.73,0.119,645,0.545
RRT_Basic,1273,1,0.030,2174.52,0.030,121,0.461
RRT_Connect_Basic,1274,1,0.022,2027.92,0.022,71,0.354
RRT_Star_Basic,1275,1,0.171,1977.00,15.742,3879,0.342
Informed_RRT_Star_Basic,1276,1,0.092,1940.07,2.830,3904,0.142
SC_RRT_Basic,1277,1,0.035,2091.49,0.035,263,0.312
Dynamic_RRT_Basic,1278,1,0.038,2417.73,0.038,177,0.469
RRT_Basic,1279,1,0.023,2274.17,0.023,164,0.478
RRT_Connect_Basic,1280,1,0.007,2175.55,0.007,70,0.533
RRT_Star_Basic,1281,1,0.048,1977.67,13.926,3848,0.231
Informed_RRT_Star_Basic,1282,1,0.217,1963.88,2.191,3862,0.150
SC_RRT_Basic,1283,1,0.023,1963.86,0.023,182,0.209
Dynamic_RRT_Basic,1284,1,0.189,2547.25,0.189,846,0.487
RRT_Basic,1285,1,0.041,2402.67,0.041,168,0.478
RRT_Connect_Basic,1286,1,0.018,2296.21,0.018,73,0.594
RRT_Star_Basic,1287,1,0.046,1952.25,15.341,3911,0.140
Informed_RRT_Star_Basic,1288,1,0.210,2014.00,2.226,3878,0.137
SC_RRT_Basic,1289,1,0.053,1983.19,0.053,225,0.031
Dynamic_RRT_Basic,1290,1,0.027,2340.24,0.027,260,0.379
RRT_Basic,1291,1,0.036,2690.09,0.036,206,0.450
RRT_Connect_Basic,1292,1,0.009,2084.56,0.009,71,0.489
RRT_Star_Basic,1293,1,0.042,1936.29,14.967,3911,0.310
Informed_RRT_Star_Basic,1294,1,0.176,1999.66,2.535,3893,0.201
SC_RRT_Basic,1295,1,0.033,2048.10,0.033,196,0.036
Dynamic_RRT_Basic,1296,1,0.148,2291.03,0.149,505,0.477
RRT_Basic,1297,1,0.021,2354.24,0.021,146,0.519
RRT_Connect_Basic,1298,1,0.021,2206.22,0.021,77,0.483
RRT_Star_Basic,1299,1,0.158,1961.96,16.315,3859,0.327
Informed_RRT_Star_Basic,1300,1,0.238,2071.35,2.128,3858,0.145
SC_RRT_Basic,1301,1,0.041,2015.30,0.041,191,0.318
Dynamic_RRT_Basic,1302,1,0.016,2214.66,0.017,141,0.460
RRT_Basic,1303,1,0.027,2264.86,0.027,173,0.453
RRT_Connect_Basic,1304,1,0.012,1992.80,0.012,56,0.347
RRT_Star_Basic,1305,1,0.062,1980.97,17.963,3917,0.351
Informed_RRT_Star_Basic,1306,1,0.126,2010.31,2.497,3885,0.176
SC_RRT_Basic,1307,1,0.043,1955.33,0.043,196,0.026
Dynamic_RRT_Basic,1308,1,0.043,2403.00,0.044,219,0.446
RRT_Basic,1309,1,0.027,2182.82,0.027,119,0.506
RRT_Connect_Basic,1310,1,0.021,2051.26,0.021,66,0.408
RRT_Star_Basic,1311,1,0.154,1946.23,15.282,3928,0.355
Informed_RRT_Star_Basic,1312,1,0.089,1928.75,3.079,3893,0.119
SC_RRT_Basic,1313,1,0.044,1930.38,0.044,203,0.017
Dynamic_RRT_Basic,1314,1,0.015,2252.84,0.015,125,0.458
RRT_Basic,1315,1,0.033,2278.32,0.033,133,0.466
RRT_Connect_Basic,1316,1,0.015,2053.94,0.015,57,0.496
RRT_Star_Basic,1317,1,0.099,1944.47,16.281,3992,0.329
Informed_RRT_Star_Basic,1318,1,0.290,2020.72,2.532,3989,0.263
SC_RRT_Basic,1319,1,0.043,1946.05,0.043,208,0.123
Dynamic_RRT_Basic,1320,1,0.018,2252.84,0.018,117,0.430
RRT_Basic,1321,1,0.022,2307.97,0.022,184,0.438
RRT_Connect_Basic,1322,1,0.011,2187.35,0.011,78,0.612
RRT_Star_Basic,1323,1,0.148,1983.94,14.953,3857,0.181
Informed_RRT_Star_Basic,1324,1,0.279,2238.26,1.423,3622,0.314
SC_RRT_Basic,1325,1,0.031,1943.48,0.031,189,0.017
Dynamic_RRT_Basic,1326,1,0.044,2397.76,0.044,343,0.471
RRT_Basic,1327,1,0.042,2275.62,0.042,295,0.448
RRT_Connect_Basic,1328,1,0.012,2092.28,0.012,66,0.488
RRT_Star_Basic,1329,1,0.116,1973.62,14.013,3893,0.361
Informed_RRT_Star_Basic,1330,1,0.105,1982.75,2.281,3929,0.203
SC_RRT_Basic,1331,1,0.037,2099.97,0.037,174,0.304
Dynamic_RRT_Basic,1332,1,0.069,2481.94,0.069,413,0.531
RRT_Basic,1333,1,0.021,2223.27,0.021,178,0.524
RRT_Connect_Basic,1334,1,0.009,2161.72,0.009,72,0.576
RRT_Star_Basic,1335,1,0.205,1986.31,11.229,3772,0.309
Informed_RRT_Star_Basic,1336,1,0.368,2060.69,1.769,3715,0.199
SC_RRT_Basic,1337,1,0.041,1960.88,0.041,199,0.027
Dynamic_RRT_Basic,1338,1,0.024,2080.01,0.024,140,0.424
RRT_Basic,1339,1,0.058,2276.04,0.058,411,0.441
RRT_Connect_Basic,1340,1,0.015,2053.29,0.015,60,0.457
RRT_Star_Basic,1341,1,0.079,2000.71,15.089,3856,0.234
Informed_RRT_Star_Basic,1342,1,0.163,1974.35,2.076,3785,0.187
SC_RRT_Basic,1343,1,0.052,1977.10,0.052,242,0.023
Dynamic_RRT_Basic,1344,1,0.024,2138.29,0.025,151,0.475
RRT_Basic,1345,1,0.038,2168.76,0.038,165,0.458
RRT_Connect_Basic,1346,1,0.042,2078.91,0.042,68,0.490
RRT_Star_Basic,1347,1,0.094,1947.06,14.309,3958,0.331
Informed_RRT_Star_Basic,1348,1,0.120,2000.44,2.428,3965,0.172
SC_RRT_Basic,1349,1,0.044,1937.54,0.044,214,0.015
Dynamic_RRT_Basic,1350,1,0.097,2351.73,0.097,581,0.531
RRT_Basic,1351,1,0.105,2463.51,0.105,504,0.508
RRT_Connect_Basic,1352,1,0.007,2098.70,0.007,64,0.462
RRT_Star_Basic,1353,1,0.066,1968.26,13.533,3898,0.234
Informed_RRT_Star_Basic,1354,1,0.320,2032.58,1.496,3786,0.274
SC_RRT_Basic,1355,1,0.010,1961.76,0.010,170,0.028
Dynamic_RRT_Basic,1356,1,0.023,2225.66,0.024,211,0.566
RRT_Basic,1357,1,0.048,2370.80,0.048,264,0.427
RRT_Connect_Basic,1358,1,0.020,2181.69,0.020,70,0.587
RRT_Star_Basic,1359,1,0.109,1962.24,12.500,3955,0.314
Informed_RRT_Star_Basic,1360,1,0.151,2026.37,2.165,3761,0.187
SC_RRT_Basic,1361,1,0.031,1973.25,0.031,180,0.038
Dynamic_RRT_Basic,1362,1,0.050,2061.92,0.050,304,0.488
RRT_Basic,1363,1,0.047,2231.36,0.047,269,0.507
RRT_Connect_Basic,1364,1,0.007,2050.36,0.007,63,0.469
RRT_Star_Basic,1365,1,0.089,1923.28,15.401,3872,0.314
Informed_RRT_Star_Basic,1366,1,0.203,1959.54,2.466,3967,0.190
SC_RRT_Basic,1367,1,0.044,1951.06,0.044,188,0.017
Dynamic_RRT_Basic,1368,1,0.032,2214.66,0.032,226,0.448
RRT_Basic,1369,1,0.035,2436.25,0.035,298,0.468
RRT_Connect_Basic,1370,1,0.010,2111.29,0.010,65,0.476
RRT_Star_Basic,1371,1,0.176,1973.86,12.730,3829,0.339
Informed_RRT_Star_Basic,1372,1,0.235,2065.72,2.007,3824,0.189
SC_RRT_Basic,1373,1,0.050,2075.10,0.050,245,0.306
Dynamic_RRT_Basic,1374,1,0.029,2061.92,0.030,184,0.374
RRT_Basic,1375,1,0.070,2439.00,0.070,213,0.480
RRT_Connect_Basic,1376,1,0.022,2126.14,0.022,67,0.527
RRT_Star_Basic,1377,1,0.208,1954.55,13.620,3791,0.314
Informed_RRT_Star_Basic,1378,1,0.253,1963.60,2.434,3798,0.210
SC_RRT_Basic,1379,1,0.054,1966.48,0.054,271,0.142
Dynamic_RRT_Basic,1380,1,0.020,2100.11,0.020,154,0.400
RRT_Basic,1381,1,0.036,2222.51,0.036,291,0.511
RRT_Connect_Basic,1382,1,0.011,2274.50,0.011,79,0.551
RRT_Star_Basic,1383,1,0.193,1956.42,15.792,3867,0.153
Informed_RRT_Star_Basic,1384,1,0.193,2068.09,1.932,3888,0.190
SC_RRT_Basic,1385,1,0.034,1938.28,0.034,162,0.190
Dynamic_RRT_Basic,1386,1,0.035,2209.24,0.035,298,0.454
RRT_Basic,1387,1,0.022,2520.69,0.022,171,0.523
RRT_Connect_Basic,1388,1,0.007,2239.87,0.007,65,0.590
RRT_Star_Basic,1389,1,0.044,1945.56,12.442,3856,0.157
Informed_RRT_Star_Basic,1390,1,0.090,1922.13,2.330,3808,0.069
SC_RRT_Basic,1391,1,0.031,1988.06,0.031,201,0.205
Dynamic_RRT_Basic,1392,1,0.089,2337.23,0.089,476,0.445
RRT_Basic,1393,1,0.028,2299.61,0.028,185,0.405
RRT_Connect_Basic,1394,1,0.015,2230.74,0.015,78,0.577
RRT_Star_Basic,1395,1,0.088,1988.69,15.044,3914,0.145
Informed_RRT_Star_Basic,1396,1,0.585,2211.81,1.786,3664,0.199
SC_RRT_Basic,1397,1,0.077,2157.27,0.077,245,0.412
Dynamic_RRT_Basic,1398,1,0.424,2174.27,0.425,1118,0.451
RRT_Basic,1399,1,0.049,2087.14,0.049,158,0.432
RRT_Connect_Basic,1400,1,0.015,2158.89,0.015,69,0.529
RRT_Star_Basic,1401,1,0.106,1957.28,14.582,3883,0.312
Informed_RRT_Star_Basic,1402,1,0.109,1950.32,2.429,3922,0.205
SC_RRT_Basic,1403,1,0.056,1951.07,0.056,225,0.018
Dynamic_RRT_Basic,1404,1,0.037,2291.03,0.037,332,0.491
RRT_Basic,1405,1,0.015,2183.87,0.015,150,0.501
RRT_Connect_Basic,1406,1,0.009,2152.23,0.009,79,0.437
RRT_Star_Basic,1407,1,0.071,1961.45,14.142,3960,0.328
Informed_RRT_Star_Basic,1408,1,0.126,1956.37,2.603,4027,0.145
SC_RRT_Basic,1409,1,0.042,2008.09,0.042,203,0.249
Dynamic_RRT_Basic,1410,1,0.025,2188.82,0.026,220,0.516
RRT_Basic,1411,1,0.058,2723.59,0.058,497,0.466
RRT_Connect_Basic,1412,1,0.008,2090.10,0.008,64,0.456
RRT_Star_Basic,1413,1,0.124,1960.80,14.685,3827,0.330
Informed_RRT_Star_Basic,1414,1,0.248,1995.77,2.359,3872,0.171
SC_RRT_Basic,1415,1,0.055,1968.53,0.056,235,0.017
Dynamic_RRT_Basic,1416,1,0.071,2176.47,0.072,284,0.445
RRT_Basic,1417,1,0.053,2282.39,0.053,216,0.497
RRT_Connect_Basic,1418,1,0.007,2096.96,0.007,58,0.464
RRT_Star_Basic,1419,1,0.388,1964.75,12.492,3706,0.329
Informed_RRT_Star_Basic,1420,1,0.287,2376.08,1.308,3604,0.212
SC_RRT_Basic,1421,1,0.078,1970.34,0.078,265,0.167
Dynamic_RRT_Basic,1422,1,0.080,2347.83,0.080,350,0.537
RRT_Basic,1423,1,0.040,2285.83,0.040,240,0.485
RRT_Connect_Basic,1424,1,0.026,2238.26,0.026,77,0.470
RRT_Star_Basic,1425,1,0.098,1949.41,13.941,3848,0.334
Informed_RRT_Star_Basic,1426,1,0.410,2042.33,1.761,3735,0.221
SC_RRT_Basic,1427,1,0.053,1984.36,0.053,198,0.275
Dynamic_RRT_Basic,1428,1,0.044,2195.09,0.045,253,0.483
RRT_Basic,1429,1,0.044,2633.97,0.044,225,0.453
