# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 15-Mar-2026 18:34:44

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.046±0.033,2323.07±127.16,0.046±0.033,271±173,0.469±0.037
RRT_Connect_Basic,100.0,0.012±0.006,2145.80±97.67,0.012±0.006,70±10,0.497±0.064
RRT_Star_Basic,100.0,0.166±0.276,1969.06±18.73,13.387±1.675,3857±98,0.293±0.079
Informed_RRT_Star_Basic,100.0,0.215±0.124,2034.17±95.19,2.083±0.418,3855±97,0.191±0.052
SC_RRT_Basic,100.0,0.038±0.014,2004.27±61.58,0.038±0.014,209±34,0.162±0.133
Dynamic_RRT_Basic,100.0,0.056±0.058,2286.43±130.45,0.056±0.058,301±198,0.463±0.040

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Star_Basic,291,1,0.101,1977.57,12.908,3868,0.202
Informed_RRT_Star_Basic,292,1,0.118,1988.77,1.746,3859,0.182
SC_RRT_Basic,293,1,0.022,1990.89,0.022,206,0.298
Dynamic_RRT_Basic,294,1,0.043,2245.94,0.043,300,0.489
RRT_Basic,295,1,0.032,2283.19,0.032,253,0.446
RRT_Connect_Basic,296,1,0.012,2268.90,0.012,73,0.503
RRT_Star_Basic,297,1,0.040,1980.81,11.054,4007,0.357
Informed_RRT_Star_Basic,298,1,0.152,1974.39,1.683,3848,0.156
SC_RRT_Basic,299,1,0.040,1967.23,0.040,262,0.225
Dynamic_RRT_Basic,300,1,0.025,2291.03,0.025,231,0.481
RRT_Basic,301,1,0.028,2350.68,0.028,254,0.455
RRT_Connect_Basic,302,1,0.008,2109.64,0.008,64,0.461
RRT_Star_Basic,303,1,0.099,1970.42,12.360,3718,0.153
Informed_RRT_Star_Basic,304,1,0.239,2220.46,1.422,3823,0.241
SC_RRT_Basic,305,1,0.033,1954.68,0.033,198,0.020
Dynamic_RRT_Basic,306,1,0.066,2291.03,0.067,370,0.454
RRT_Basic,307,1,0.059,2502.28,0.059,403,0.435
RRT_Connect_Basic,308,1,0.013,2233.21,0.013,82,0.612
RRT_Star_Basic,309,1,0.096,1973.03,12.200,3937,0.298
Informed_RRT_Star_Basic,310,1,0.278,2391.89,1.068,3600,0.214
SC_RRT_Basic,311,1,0.030,2064.17,0.030,182,0.401
Dynamic_RRT_Basic,312,1,0.009,2214.66,0.009,115,0.449
RRT_Basic,313,1,0.032,2321.70,0.032,298,0.454
RRT_Connect_Basic,314,1,0.010,2154.62,0.010,64,0.494
RRT_Star_Basic,315,1,0.121,2003.99,11.070,3794,0.349
Informed_RRT_Star_Basic,316,1,0.180,2142.64,1.310,3900,0.208
SC_RRT_Basic,317,1,0.048,2080.61,0.048,207,0.271
Dynamic_RRT_Basic,318,1,0.038,2520.13,0.038,277,0.473
RRT_Basic,319,1,0.024,2300.05,0.024,186,0.513
RRT_Connect_Basic,320,1,0.006,2074.69,0.006,63,0.523
RRT_Star_Basic,321,1,0.084,1981.02,11.293,3839,0.373
Informed_RRT_Star_Basic,322,1,0.166,2069.66,1.542,3894,0.225
SC_RRT_Basic,323,1,0.018,1941.21,0.018,179,0.030
Dynamic_RRT_Basic,324,1,0.037,2325.62,0.038,211,0.486
RRT_Basic,325,1,0.040,2295.85,0.040,351,0.461
RRT_Connect_Basic,326,1,0.012,2178.89,0.012,76,0.536
RRT_Star_Basic,327,1,0.094,1948.28,11.125,3913,0.135
Informed_RRT_Star_Basic,328,1,0.139,1966.79,2.149,3954,0.150
SC_RRT_Basic,329,1,0.034,2055.63,0.034,230,0.027
Dynamic_RRT_Basic,330,1,0.045,2471.02,0.045,359,0.514
RRT_Basic,331,1,0.052,2210.16,0.052,429,0.416
RRT_Connect_Basic,332,1,0.016,2125.77,0.016,76,0.428
RRT_Star_Basic,333,1,2.285,1974.11,8.109,3460,0.344
Informed_RRT_Star_Basic,334,1,0.319,2129.30,1.591,3781,0.199
SC_RRT_Basic,335,1,0.041,2128.77,0.041,205,0.370
Dynamic_RRT_Basic,336,1,0.074,2536.88,0.074,566,0.486
RRT_Basic,337,1,0.032,2381.34,0.032,268,0.422
RRT_Connect_Basic,338,1,0.012,2327.60,0.012,89,0.493
RRT_Star_Basic,339,1,0.106,2007.84,10.875,3806,0.366
Informed_RRT_Star_Basic,340,1,0.316,2433.26,1.129,3736,0.223
SC_RRT_Basic,341,1,0.022,2035.33,0.022,212,0.241
Dynamic_RRT_Basic,342,1,0.029,2252.84,0.030,272,0.453
RRT_Basic,343,1,0.018,2195.50,0.018,169,0.479
RRT_Connect_Basic,344,1,0.008,2175.86,0.008,74,0.555
RRT_Star_Basic,345,1,0.078,1970.42,11.189,3899,0.155
Informed_RRT_Star_Basic,346,1,0.146,2036.11,1.718,3864,0.283
SC_RRT_Basic,347,1,0.023,1968.09,0.023,210,0.206
Dynamic_RRT_Basic,348,1,0.018,2138.29,0.018,185,0.447
RRT_Basic,349,1,0.064,2242.39,0.064,600,0.489
RRT_Connect_Basic,350,1,0.011,2216.13,0.011,70,0.531
RRT_Star_Basic,351,1,0.197,1949.30,11.889,3721,0.336
Informed_RRT_Star_Basic,352,1,0.151,1969.34,2.028,3956,0.115
SC_RRT_Basic,353,1,0.019,1968.69,0.019,231,0.180
Dynamic_RRT_Basic,354,1,0.046,2214.66,0.046,389,0.386
RRT_Basic,355,1,0.018,2298.98,0.018,163,0.477
RRT_Connect_Basic,356,1,0.007,2057.77,0.007,64,0.440
RRT_Star_Basic,357,1,0.062,1975.11,12.427,3933,0.383
Informed_RRT_Star_Basic,358,1,0.336,2214.64,1.294,3740,0.249
SC_RRT_Basic,359,1,0.070,1997.87,0.070,248,0.222
Dynamic_RRT_Basic,360,1,0.047,2367.39,0.048,379,0.465
RRT_Basic,361,1,0.041,2330.79,0.041,211,0.464
RRT_Connect_Basic,362,1,0.008,2093.05,0.008,63,0.443
RRT_Star_Basic,363,1,0.034,1973.67,12.459,4022,0.358
Informed_RRT_Star_Basic,364,1,0.156,1953.78,2.051,3824,0.204
SC_RRT_Basic,365,1,0.046,2103.59,0.046,279,0.303
Dynamic_RRT_Basic,366,1,0.024,2452.30,0.024,256,0.415
RRT_Basic,367,1,0.014,2207.99,0.014,132,0.448
RRT_Connect_Basic,368,1,0.007,2083.85,0.007,75,0.515
RRT_Star_Basic,369,1,0.042,1951.82,11.852,3930,0.145
Informed_RRT_Star_Basic,370,1,0.142,2024.97,1.976,3979,0.177
SC_RRT_Basic,371,1,0.053,1959.05,0.053,292,0.227
Dynamic_RRT_Basic,372,1,0.040,2120.19,0.040,164,0.539
RRT_Basic,373,1,0.022,2246.67,0.023,178,0.492
RRT_Connect_Basic,374,1,0.007,2076.55,0.007,65,0.562
RRT_Star_Basic,375,1,0.037,1979.95,12.167,3961,0.361
Informed_RRT_Star_Basic,376,1,0.111,2225.85,1.352,3632,0.220
SC_RRT_Basic,377,1,0.032,1945.53,0.032,172,0.027
Dynamic_RRT_Basic,378,1,0.053,2696.17,0.053,372,0.484
RRT_Basic,379,1,0.013,2202.74,0.013,119,0.485
RRT_Connect_Basic,380,1,0.006,2011.93,0.006,57,0.418
RRT_Star_Basic,381,1,0.034,1940.58,11.587,3871,0.331
Informed_RRT_Star_Basic,382,1,0.155,2032.25,1.607,3812,0.204
SC_RRT_Basic,383,1,0.038,1989.48,0.038,238,0.031
Dynamic_RRT_Basic,384,1,0.008,2252.84,0.008,102,0.503
RRT_Basic,385,1,0.030,2296.57,0.030,240,0.481
RRT_Connect_Basic,386,1,0.007,2102.71,0.007,65,0.506
RRT_Star_Basic,387,1,0.091,1960.93,12.493,3887,0.335
Informed_RRT_Star_Basic,388,1,0.295,2053.09,1.579,3847,0.174
SC_RRT_Basic,389,1,0.053,1961.49,0.053,242,0.205
Dynamic_RRT_Basic,390,1,0.033,2291.03,0.033,264,0.452
RRT_Basic,391,1,0.024,2391.36,0.024,186,0.444
RRT_Connect_Basic,392,1,0.008,2311.80,0.008,80,0.538
RRT_Star_Basic,393,1,0.033,1935.28,10.334,3968,0.317
Informed_RRT_Star_Basic,394,1,0.137,1982.84,1.916,3929,0.148
SC_RRT_Basic,395,1,0.038,2001.81,0.038,212,0.048
Dynamic_RRT_Basic,396,1,0.033,2291.03,0.033,253,0.412
RRT_Basic,397,1,0.045,2277.99,0.046,335,0.462
RRT_Connect_Basic,398,1,0.007,2038.12,0.007,57,0.470
RRT_Star_Basic,399,1,0.038,1970.15,11.838,3878,0.214
Informed_RRT_Star_Basic,400,1,0.125,2005.98,1.680,3828,0.233
SC_RRT_Basic,401,1,0.035,1976.07,0.035,199,0.214
Dynamic_RRT_Basic,402,1,0.047,2291.03,0.048,171,0.505
RRT_Basic,403,1,0.086,2375.71,0.086,365,0.526
RRT_Connect_Basic,404,1,0.013,2186.16,0.013,77,0.506
RRT_Star_Basic,405,1,0.099,1994.44,10.872,3916,0.169
Informed_RRT_Star_Basic,406,1,0.094,2007.99,1.792,3945,0.288
SC_RRT_Basic,407,1,0.040,1986.93,0.040,194,0.041
Dynamic_RRT_Basic,408,1,0.051,2291.03,0.051,413,0.423
RRT_Basic,409,1,0.018,2404.20,0.018,169,0.435
RRT_Connect_Basic,410,1,0.010,2251.69,0.010,81,0.538
RRT_Star_Basic,411,1,0.532,1965.73,9.816,3650,0.335
Informed_RRT_Star_Basic,412,1,0.202,1945.39,2.034,3976,0.107
SC_RRT_Basic,413,1,0.043,1955.06,0.043,223,0.181
Dynamic_RRT_Basic,414,1,0.012,2291.03,0.013,132,0.472
RRT_Basic,415,1,0.044,2186.13,0.044,333,0.452
RRT_Connect_Basic,416,1,0.009,2073.65,0.009,69,0.498
RRT_Star_Basic,417,1,0.291,2017.77,11.206,3762,0.190
Informed_RRT_Star_Basic,418,1,0.306,2049.46,1.427,3800,0.300
SC_RRT_Basic,419,1,0.048,2042.14,0.048,255,0.315
Dynamic_RRT_Basic,420,1,0.023,2329.21,0.023,238,0.522
RRT_Basic,421,1,0.019,2216.80,0.020,180,0.466
RRT_Connect_Basic,422,1,0.008,2240.73,0.008,74,0.521
RRT_Star_Basic,423,1,0.999,1939.58,9.276,3690,0.127
Informed_RRT_Star_Basic,424,1,0.137,2102.88,1.914,3919,0.208
SC_RRT_Basic,425,1,0.041,1990.40,0.041,213,0.095
Dynamic_RRT_Basic,426,1,0.017,2252.84,0.017,177,0.488
RRT_Basic,427,1,0.062,2482.63,0.062,241,0.494
RRT_Connect_Basic,428,1,0.010,2075.18,0.010,67,0.441
RRT_Star_Basic,429,1,0.045,2022.62,13.628,3911,0.323
Informed_RRT_Star_Basic,430,1,0.129,2014.74,2.105,4005,0.205
SC_RRT_Basic,431,1,0.037,2024.65,0.037,205,0.039
Dynamic_RRT_Basic,432,1,0.013,2138.29,0.013,144,0.438
RRT_Basic,433,1,0.045,2485.44,0.045,413,0.485
RRT_Connect_Basic,434,1,0.007,2126.28,0.007,72,0.528
RRT_Star_Basic,435,1,0.039,1933.47,11.218,3997,0.339
Informed_RRT_Star_Basic,436,1,0.146,2010.26,2.007,4028,0.186
SC_RRT_Basic,437,1,0.049,2088.89,0.049,237,0.235
Dynamic_RRT_Basic,438,1,0.013,2176.47,0.013,130,0.448
RRT_Basic,439,1,0.140,2413.76,0.140,949,0.474
RRT_Connect_Basic,440,1,0.018,2160.29,0.018,67,0.484
RRT_Star_Basic,441,1,0.117,1951.15,10.957,3846,0.342
Informed_RRT_Star_Basic,442,1,0.305,2040.45,2.018,3757,0.161
SC_RRT_Basic,443,1,0.043,2115.89,0.043,274,0.311
Dynamic_RRT_Basic,444,1,0.058,2252.84,0.058,303,0.448
RRT_Basic,445,1,0.025,2162.26,0.025,222,0.463
RRT_Connect_Basic,446,1,0.008,2303.84,0.008,76,0.493
RRT_Star_Basic,447,1,0.293,1992.77,10.448,3743,0.225
Informed_RRT_Star_Basic,448,1,0.334,1961.60,2.152,3837,0.207
SC_RRT_Basic,449,1,0.028,1965.43,0.028,176,0.044
Dynamic_RRT_Basic,450,1,0.015,2214.66,0.015,147,0.519
RRT_Basic,451,1,0.208,2204.96,0.208,1092,0.522
RRT_Connect_Basic,452,1,0.011,2205.57,0.011,76,0.494
RRT_Star_Basic,453,1,0.179,1964.72,13.560,3764,0.207
Informed_RRT_Star_Basic,454,1,0.259,2040.02,1.424,3611,0.197
SC_RRT_Basic,455,1,0.040,1988.38,0.040,183,0.251
Dynamic_RRT_Basic,456,1,0.019,2138.29,0.019,197,0.432
RRT_Basic,457,1,0.017,2238.47,0.017,161,0.447
RRT_Connect_Basic,458,1,0.008,2041.81,0.008,72,0.429
RRT_Star_Basic,459,1,0.057,1951.12,13.937,3668,0.347
Informed_RRT_Star_Basic,460,1,0.149,2055.45,2.116,3920,0.265
SC_RRT_Basic,461,1,0.043,1976.13,0.044,185,0.019
Dynamic_RRT_Basic,462,1,0.029,2176.47,0.030,128,0.447
RRT_Basic,463,1,0.021,2252.82,0.021,174,0.490
RRT_Connect_Basic,464,1,0.014,2221.67,0.014,91,0.629
RRT_Star_Basic,465,1,0.127,1942.73,12.436,3912,0.135
Informed_RRT_Star_Basic,466,1,0.276,2199.82,1.701,3894,0.211
SC_RRT_Basic,467,1,0.039,2116.63,0.039,214,0.450
Dynamic_RRT_Basic,468,1,0.203,2189.05,0.204,667,0.392
RRT_Basic,469,1,0.074,2156.25,0.074,365,0.435
RRT_Connect_Basic,470,1,0.007,2116.77,0.007,60,0.514
RRT_Star_Basic,471,1,0.475,1964.80,10.601,3576,0.338
Informed_RRT_Star_Basic,472,1,0.328,2074.13,2.163,3816,0.187
SC_RRT_Basic,473,1,0.054,2017.89,0.054,224,0.267
Dynamic_RRT_Basic,474,1,0.018,2320.48,0.018,188,0.509
RRT_Basic,475,1,0.016,2386.99,0.016,139,0.478
RRT_Connect_Basic,476,1,0.009,2195.89,0.009,77,0.626
RRT_Star_Basic,477,1,0.024,1990.56,12.818,3903,0.193
Informed_RRT_Star_Basic,478,1,0.191,1986.72,2.155,3904,0.222
SC_RRT_Basic,479,1,0.036,1985.93,0.036,167,0.189
Dynamic_RRT_Basic,480,1,0.059,2138.29,0.059,188,0.441
RRT_Basic,481,1,0.209,2377.31,0.209,1030,0.483
RRT_Connect_Basic,482,1,0.021,2283.88,0.021,89,0.628
RRT_Star_Basic,483,1,0.046,1967.34,13.596,3969,0.154
Informed_RRT_Star_Basic,484,1,0.173,1970.86,2.323,3963,0.166
SC_RRT_Basic,485,1,0.042,1941.22,0.042,214,0.165
Dynamic_RRT_Basic,486,1,0.049,2596.50,0.050,234,0.490
RRT_Basic,487,1,0.074,2348.84,0.074,406,0.409
RRT_Connect_Basic,488,1,0.011,2024.45,0.011,61,0.391
RRT_Star_Basic,489,1,0.057,1951.54,11.640,3867,0.325
Informed_RRT_Star_Basic,490,1,0.169,2050.54,2.135,3971,0.248
SC_RRT_Basic,491,1,0.026,1936.48,0.026,176,0.054
Dynamic_RRT_Basic,492,1,0.028,2405.58,0.029,150,0.443
RRT_Basic,493,1,0.039,2464.34,0.039,268,0.508
RRT_Connect_Basic,494,1,0.009,2063.32,0.009,63,0.425
RRT_Star_Basic,495,1,0.151,1941.90,14.284,3872,0.169
Informed_RRT_Star_Basic,496,1,0.130,2131.88,1.911,3957,0.207
SC_RRT_Basic,497,1,0.030,1989.05,0.030,185,0.247
Dynamic_RRT_Basic,498,1,0.020,2291.03,0.020,215,0.397
RRT_Basic,499,1,0.069,2590.57,0.069,500,0.446
RRT_Connect_Basic,500,1,0.007,2179.53,0.007,66,0.520
RRT_Star_Basic,501,1,0.198,1950.25,10.221,3788,0.345
Informed_RRT_Star_Basic,502,1,0.193,1935.71,2.228,3845,0.066
SC_RRT_Basic,503,1,0.025,1980.72,0.025,183,0.023
Dynamic_RRT_Basic,504,1,0.051,2198.91,0.051,286,0.525
RRT_Basic,505,1,0.029,2284.08,0.029,226,0.478
RRT_Connect_Basic,506,1,0.008,2281.28,0.008,85,0.442
RRT_Star_Basic,507,1,0.043,1956.31,10.411,3899,0.350
Informed_RRT_Star_Basic,508,1,0.163,2136.33,1.296,3686,0.216
SC_RRT_Basic,509,1,0.044,1986.14,0.044,208,0.214
Dynamic_RRT_Basic,510,1,0.136,2252.84,0.136,780,0.443
RRT_Basic,511,1,0.052,2269.84,0.052,198,0.427
RRT_Connect_Basic,512,1,0.015,2236.26,0.015,80,0.533
RRT_Star_Basic,513,1,0.061,1977.27,13.292,3834,0.318
Informed_RRT_Star_Basic,514,1,0.493,2040.76,1.370,3747,0.185
SC_RRT_Basic,515,1,0.027,2013.29,0.027,235,0.252
Dynamic_RRT_Basic,516,1,0.034,2291.03,0.034,189,0.476
RRT_Basic,517,1,0.011,2300.54,0.011,119,0.510
RRT_Connect_Basic,518,1,0.006,2137.97,0.006,66,0.545
RRT_Star_Basic,519,1,0.049,1978.88,11.829,3815,0.406
Informed_RRT_Star_Basic,520,1,0.069,1941.02,2.489,3901,0.132
SC_RRT_Basic,521,1,0.026,1961.44,0.026,152,0.037
Dynamic_RRT_Basic,522,1,0.027,2138.29,0.027,127,0.399
RRT_Basic,523,1,0.011,2136.71,0.011,113,0.387
RRT_Connect_Basic,524,1,0.006,2079.52,0.006,63,0.505
RRT_Star_Basic,525,1,0.078,1995.35,12.548,3928,0.314
Informed_RRT_Star_Basic,526,1,0.133,2185.25,1.460,3825,0.229
SC_RRT_Basic,527,1,0.034,1969.68,0.034,195,0.033
Dynamic_RRT_Basic,528,1,0.011,2214.66,0.011,130,0.516
RRT_Basic,529,1,0.022,2284.03,0.022,178,0.445
RRT_Connect_Basic,530,1,0.007,2178.41,0.007,65,0.464
RRT_Star_Basic,531,1,0.083,1952.17,13.237,3831,0.324
Informed_RRT_Star_Basic,532,1,0.182,2568.86,0.995,3585,0.193
SC_RRT_Basic,533,1,0.038,2021.85,0.038,203,0.033
Dynamic_RRT_Basic,534,1,0.012,2138.29,0.012,158,0.413
RRT_Basic,535,1,0.019,2355.24,0.019,170,0.422
RRT_Connect_Basic,536,1,0.007,2236.07,0.007,65,0.559
RRT_Star_Basic,537,1,0.059,1998.10,13.742,3904,0.354
Informed_RRT_Star_Basic,538,1,0.151,2014.97,1.595,3731,0.169
SC_RRT_Basic,539,1,0.039,2041.21,0.039,201,0.043
Dynamic_RRT_Basic,540,1,0.016,2252.84,0.017,171,0.475
RRT_Basic,541,1,0.022,2408.02,0.022,185,0.456
RRT_Connect_Basic,542,1,0.011,2168.28,0.011,72,0.454
RRT_Star_Basic,543,1,0.090,1957.75,13.160,3978,0.315
Informed_RRT_Star_Basic,544,1,0.090,2048.57,1.939,3888,0.211
SC_RRT_Basic,545,1,0.026,1975.79,0.026,158,0.240
Dynamic_RRT_Basic,546,1,0.020,2367.39,0.020,183,0.493
RRT_Basic,547,1,0.021,2311.08,0.021,139,0.476
RRT_Connect_Basic,548,1,0.018,2131.38,0.018,68,0.535
RRT_Star_Basic,549,1,0.066,2000.58,12.053,3858,0.340
Informed_RRT_Star_Basic,550,1,0.165,1942.73,2.331,3992,0.131
SC_RRT_Basic,551,1,0.013,1951.99,0.013,167,0.016
Dynamic_RRT_Basic,552,1,0.036,2367.39,0.037,290,0.444
RRT_Basic,553,1,0.017,2283.82,0.017,160,0.464
RRT_Connect_Basic,554,1,0.009,2141.60,0.009,81,0.524
RRT_Star_Basic,555,1,0.029,1967.36,11.954,3893,0.476
Informed_RRT_Star_Basic,556,1,0.148,2071.80,1.817,3822,0.239
SC_RRT_Basic,557,1,0.051,2047.31,0.051,253,0.026
Dynamic_RRT_Basic,558,1,0.013,2329.21,0.013,142,0.421
RRT_Basic,559,1,0.014,2305.52,0.014,118,0.512
RRT_Connect_Basic,560,1,0.007,2057.22,0.007,72,0.568
RRT_Star_Basic,561,1,0.156,1959.26,12.857,3808,0.326
Informed_RRT_Star_Basic,562,1,0.100,2137.67,1.603,3784,0.211
SC_RRT_Basic,563,1,0.024,2040.20,0.024,195,0.036
Dynamic_RRT_Basic,564,1,0.063,2225.56,0.063,500,0.395
RRT_Basic,565,1,0.035,2216.82,0.035,318,0.535
RRT_Connect_Basic,566,1,0.007,2116.27,0.007,75,0.541
RRT_Star_Basic,567,1,0.078,1976.94,11.297,3906,0.196
Informed_RRT_Star_Basic,568,1,0.090,2041.09,1.654,3845,0.222
SC_RRT_Basic,569,1,0.031,2276.34,0.031,220,0.560
Dynamic_RRT_Basic,570,1,0.046,2290.91,0.046,172,0.502
RRT_Basic,571,1,0.025,2228.32,0.025,159,0.448
RRT_Connect_Basic,572,1,0.006,2043.34,0.006,57,0.403
RRT_Star_Basic,573,1,0.078,1964.57,10.769,3855,0.312
Informed_RRT_Star_Basic,574,1,0.144,2054.73,1.835,3886,0.237
SC_RRT_Basic,575,1,0.045,2030.70,0.045,225,0.380
Dynamic_RRT_Basic,576,1,0.018,2252.84,0.019,126,0.470
RRT_Basic,577,1,0.021,2308.25,0.021,115,0.490
RRT_Connect_Basic,578,1,0.018,2185.55,0.018,71,0.598
RRT_Star_Basic,579,1,0.116,1954.00,12.682,3876,0.325
Informed_RRT_Star_Basic,580,1,0.134,1941.92,2.225,3786,0.142
SC_RRT_Basic,581,1,0.038,2040.35,0.038,210,0.213
Dynamic_RRT_Basic,582,1,0.027,2367.39,0.027,249,0.438
RRT_Basic,583,1,0.012,2144.15,0.012,127,0.406
RRT_Connect_Basic,584,1,0.008,2115.82,0.008,79,0.573
RRT_Star_Basic,585,1,0.031,1938.16,12.425,3997,0.314
Informed_RRT_Star_Basic,586,1,0.109,2017.07,1.901,3915,0.292
SC_RRT_Basic,587,1,0.039,2035.67,0.039,266,0.041
Dynamic_RRT_Basic,588,1,0.258,2456.26,0.259,955,0.546
RRT_Basic,589,1,0.096,2432.92,0.096,399,0.471
RRT_Connect_Basic,590,1,0.013,2183.47,0.013,70,0.450
RRT_Star_Basic,591,1,0.037,1980.62,13.742,3972,0.309
Informed_RRT_Star_Basic,592,1,0.434,2137.68,1.782,3860,0.266
SC_RRT_Basic,593,1,0.024,2006.89,0.024,185,0.031
Dynamic_RRT_Basic,594,1,0.120,2311.45,0.120,567,0.423
RRT_Basic,595,1,0.174,2524.88,0.174,924,0.449
RRT_Connect_Basic,596,1,0.016,2238.03,0.016,67,0.638
RRT_Star_Basic,597,1,0.095,1968.16,11.409,3806,0.355
Informed_RRT_Star_Basic,598,1,0.096,1980.24,2.017,3936,0.240
SC_RRT_Basic,599,1,0.047,2039.94,0.047,247,0.152
Dynamic_RRT_Basic,600,1,0.044,2274.29,0.044,386,0.487
RRT_Basic,601,1,0.038,2178.33,0.038,197,0.470
RRT_Connect_Basic,602,1,0.017,2164.89,0.017,84,0.454
RRT_Star_Basic,603,1,0.106,1953.78,10.689,3780,0.319
Informed_RRT_Star_Basic,604,1,0.102,1981.42,2.247,3894,0.164
SC_RRT_Basic,605,1,0.033,2024.51,0.033,223,0.250
Dynamic_RRT_Basic,606,1,0.014,2214.66,0.015,158,0.456
RRT_Basic,607,1,0.018,2162.78,0.018,174,0.426
RRT_Connect_Basic,608,1,0.008,2167.95,0.008,83,0.550
RRT_Star_Basic,609,1,0.032,1943.83,12.025,3968,0.350
Informed_RRT_Star_Basic,610,1,0.176,1942.00,2.130,3898,0.144
SC_RRT_Basic,611,1,0.018,2073.83,0.018,205,0.320
Dynamic_RRT_Basic,612,1,0.046,2252.84,0.047,218,0.449
RRT_Basic,613,1,0.054,2568.82,0.054,432,0.505
RRT_Connect_Basic,614,1,0.006,2039.49,0.006,60,0.444
RRT_Star_Basic,615,1,0.206,1969.37,11.939,3801,0.377
Informed_RRT_Star_Basic,616,1,0.259,2110.45,1.383,3784,0.215
SC_RRT_Basic,617,1,0.037,2089.95,0.037,216,0.298
Dynamic_RRT_Basic,618,1,0.131,2405.58,0.131,595,0.490
RRT_Basic,619,1,0.069,2324.96,0.069,335,0.497
RRT_Connect_Basic,620,1,0.013,2428.09,0.013,90,0.553
RRT_Star_Basic,621,1,0.131,1994.01,12.523,3857,0.387
Informed_RRT_Star_Basic,622,1,0.186,2123.66,1.462,3724,0.245
SC_RRT_Basic,623,1,0.048,1952.45,0.048,202,0.255
Dynamic_RRT_Basic,624,1,0.013,2138.29,0.013,140,0.462
RRT_Basic,625,1,0.024,2380.89,0.024,174,0.495
RRT_Connect_Basic,626,1,0.008,2230.95,0.008,70,0.470
RRT_Star_Basic,627,1,0.120,1969.49,11.089,3817,0.186
Informed_RRT_Star_Basic,628,1,0.180,1966.05,2.184,3921,0.209
SC_RRT_Basic,629,1,0.041,2177.03,0.041,219,0.520
Dynamic_RRT_Basic,630,1,0.064,2501.99,0.065,214,0.563
RRT_Basic,631,1,0.026,2215.13,0.026,134,0.451
RRT_Connect_Basic,632,1,0.016,2092.66,0.016,75,0.460
RRT_Star_Basic,633,1,0.126,1977.67,12.205,3853,0.149
Informed_RRT_Star_Basic,634,1,0.135,1950.89,2.286,3868,0.144
SC_RRT_Basic,635,1,0.030,2038.31,0.030,190,0.027
Dynamic_RRT_Basic,636,1,0.021,2443.76,0.021,192,0.463
RRT_Basic,637,1,0.023,2193.92,0.023,222,0.500
RRT_Connect_Basic,638,1,0.009,2142.43,0.009,81,0.460
RRT_Star_Basic,639,1,0.043,1971.75,12.315,3800,0.173
Informed_RRT_Star_Basic,640,1,0.199,1949.38,2.161,3886,0.107
SC_RRT_Basic,641,1,0.028,1943.82,0.028,217,0.072
Dynamic_RRT_Basic,642,1,0.030,2138.29,0.031,234,0.444
RRT_Basic,643,1,0.213,2358.24,0.213,1446,0.507
RRT_Connect_Basic,644,1,0.018,2251.08,0.018,66,0.540
RRT_Star_Basic,645,1,0.112,1962.07,12.729,3935,0.317
Informed_RRT_Star_Basic,646,1,1.167,1992.05,1.260,3717,0.195
SC_RRT_Basic,647,1,0.045,1962.70,0.045,253,0.199
Dynamic_RRT_Basic,648,1,0.049,2287.96,0.049,246,0.483
RRT_Basic,649,1,0.031,2190.04,0.031,221,0.488
RRT_Connect_Basic,650,1,0.008,2067.68,0.008,59,0.420
RRT_Star_Basic,651,1,0.062,1953.78,13.250,3962,0.317
Informed_RRT_Star_Basic,652,1,0.102,1989.35,2.029,3854,0.203
SC_RRT_Basic,653,1,0.025,1975.46,0.025,192,0.036
Dynamic_RRT_Basic,654,1,0.108,2318.19,0.109,570,0.515
RRT_Basic,655,1,0.050,2377.03,0.050,204,0.442
RRT_Connect_Basic,656,1,0.016,2051.77,0.016,70,0.454
RRT_Star_Basic,657,1,0.115,1990.43,11.771,3891,0.348
Informed_RRT_Star_Basic,658,1,0.148,2233.52,1.556,3824,0.165
SC_RRT_Basic,659,1,0.047,2045.24,0.047,247,0.333
Dynamic_RRT_Basic,660,1,0.059,2443.76,0.059,264,0.472
RRT_Basic,661,1,0.029,2177.52,0.029,115,0.454
RRT_Connect_Basic,662,1,0.016,2103.71,0.016,59,0.496
RRT_Star_Basic,663,1,0.063,1974.83,11.265,3852,0.141
Informed_RRT_Star_Basic,664,1,0.139,1980.31,1.716,3852,0.117
SC_RRT_Basic,665,1,0.052,2043.23,0.052,242,0.024
Dynamic_RRT_Basic,666,1,0.039,2481.94,0.039,223,0.452
RRT_Basic,667,1,0.044,2336.38,0.044,194,0.438
RRT_Connect_Basic,668,1,0.018,2093.77,0.018,86,0.480
RRT_Star_Basic,669,1,0.083,1954.44,11.947,3918,0.130
Informed_RRT_Star_Basic,670,1,0.106,1967.00,2.310,4004,0.154
SC_RRT_Basic,671,1,0.025,1971.29,0.025,200,0.034
Dynamic_RRT_Basic,672,1,0.023,2283.36,0.023,152,0.461
RRT_Basic,673,1,0.041,2501.70,0.041,207,0.497
RRT_Connect_Basic,674,1,0.006,2024.20,0.006,59,0.391
