0.518648,0.132979,0.143316,2.548609,0.233583,1.429785,#TechStartPoint
0.518481,0.131385,0.143610,2.556294,0.225049,1.430734,#TechLinearMove
0.518804,0.126697,0.144869,2.570131,0.212511,1.440602,#TechLinearMove
0.518895,0.121956,0.145983,2.578296,0.205534,1.445904,#TechLinearMove
0.518757,0.117191,0.146940,2.585080,0.199503,1.449475,#TechLinearMove
0.518048,0.111999,0.147271,2.594941,0.189876,1.457055,#TechLinearMove
0.518147,0.106833,0.147873,2.593706,0.170359,1.469167,#TechLinearMove
0.518186,0.101660,0.148615,2.592568,0.157280,1.477139,#TechLinearMove
0.518330,0.096503,0.149459,2.590753,0.143962,1.485151,#TechLinearMove
0.518458,0.091352,0.150340,2.588963,0.133539,1.491458,#TechLinearMove
0.518412,0.086202,0.151231,2.586015,0.123330,1.497507,#TechLinearMove
0.517982,0.081040,0.151929,2.581786,0.109648,1.505939,#TechLinearMove
0.518214,0.073216,0.153517,2.583441,0.108629,1.505040,#TechLinearMove
0.518271,0.068120,0.154201,2.583063,0.099105,1.511723,#TechLinearMove
0.518319,0.063026,0.154905,2.581306,0.091015,1.517090,#TechLinearMove
0.518522,0.057951,0.155719,2.579930,0.086844,1.519900,#TechLinearMove
0.518640,0.052861,0.156427,2.578014,0.082573,1.522761,#TechLinearMove
0.518625,0.047752,0.157027,2.575445,0.076018,1.526995,#TechLinearMove
0.518607,0.042642,0.157625,2.572421,0.068264,1.531963,#TechLinearMove
0.518593,0.037533,0.158224,2.568441,0.059618,1.537496,#TechLinearMove
0.518673,0.032436,0.158905,2.564400,0.050679,1.543296,#TechLinearMove
0.518730,0.027342,0.159608,2.560975,0.041630,1.549261,#TechLinearMove
0.518653,0.022237,0.160242,2.556452,0.027499,1.558654,#TechLinearMove
0.518671,0.017130,0.160851,2.552955,0.012060,1.569343,#TechLinearMove
0.518595,0.011187,0.161701,2.554392,0.012191,1.566008,#TechLinearMove
0.518634,0.006158,0.162126,2.556204,0.005141,1.569951,#TechLinearMove
0.518803,0.001128,0.162525,2.555436,0.002906,1.570991,#TechLinearMove
0.518980,-0.003918,0.162520,2.556922,0.001577,1.571469,#TechLinearMove
0.519267,-0.008954,0.162286,2.556458,-0.003772,1.574651,#TechLinearMove
0.519582,-0.013983,0.161961,2.557604,-0.007710,1.576905,#TechLinearMove
0.519908,-0.019011,0.161632,2.562616,-0.011465,1.578938,#TechLinearMove
0.520173,-0.024048,0.161401,2.570329,-0.020475,1.584308,#TechLinearMove
0.520294,-0.029088,0.161121,2.580086,-0.028840,1.588804,#TechLinearMove
0.520312,-0.033764,0.161161,2.579956,-0.039499,1.595531,#TechLinearMove
0.520812,-0.038513,0.161455,2.580719,-0.048967,1.600735,#TechLinearMove
0.521090,-0.043290,0.161571,2.579278,-0.055885,1.604825,#TechLinearMove
0.521375,-0.048068,0.161665,2.575948,-0.061274,1.608157,#TechLinearMove
0.521828,-0.052832,0.161738,2.573042,-0.065145,1.610511,#TechLinearMove
0.522322,-0.057592,0.161722,2.571181,-0.069397,1.613031,#TechLinearMove
0.522718,-0.062361,0.161574,2.569602,-0.075369,1.616620,#TechLinearMove
0.523152,-0.067126,0.161408,2.568268,-0.081728,1.620395,#TechLinearMove
0.523863,-0.071857,0.161285,2.569420,-0.091151,1.625559,#TechLinearMove
0.524265,-0.079397,0.160445,2.572111,-0.081736,1.621172,#TechLinearMove
0.525113,-0.084459,0.160231,2.570545,-0.072774,1.615957,#TechLinearMove
0.525734,-0.089544,0.159764,2.567100,-0.063556,1.610639,#TechLinearMove
