environment_id,family,dimension,map_index,seed_index,seed,algorithm,checkpoint,best_cost_mm
calibration-2d-00,uniform_clutter,2,0,2,20000002,Informed-RRT*,500,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,Informed-RRT*,1000,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,Informed-RRT*,2000,1945.4657648419523
calibration-2d-00,uniform_clutter,2,0,2,20000002,Informed-RRT*,3000,1944.5738898730629
calibration-2d-00,uniform_clutter,2,0,2,20000002,Informed-RRT*,4000,1943.362826148579
calibration-2d-00,uniform_clutter,2,0,2,20000002,Informed-RRT*,5000,1937.6347950075722
calibration-2d-00,uniform_clutter,2,0,2,20000002,Dynamic-RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,Dynamic-RRT,250,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,Dynamic-RRT,500,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,Dynamic-RRT,1000,2341.654116436159
calibration-2d-00,uniform_clutter,2,0,2,20000002,Dynamic-RRT,2000,2338.9189859000307
calibration-2d-00,uniform_clutter,2,0,2,20000002,Dynamic-RRT,3000,2338.9189859000307
calibration-2d-00,uniform_clutter,2,0,2,20000002,Dynamic-RRT,4000,2338.9189859000307
calibration-2d-00,uniform_clutter,2,0,2,20000002,Dynamic-RRT,5000,2338.9189859000307
calibration-2d-00,uniform_clutter,2,0,2,20000002,SC-RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,SC-RRT,250,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,SC-RRT,500,2085.3376014233404
calibration-2d-00,uniform_clutter,2,0,2,20000002,SC-RRT,1000,2079.415633515024
calibration-2d-00,uniform_clutter,2,0,2,20000002,SC-RRT,2000,2023.3465216226018
calibration-2d-00,uniform_clutter,2,0,2,20000002,SC-RRT,3000,1986.5042947640438
calibration-2d-00,uniform_clutter,2,0,2,20000002,SC-RRT,4000,1964.7490790436148
calibration-2d-00,uniform_clutter,2,0,2,20000002,SC-RRT,5000,1956.109095787611
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT,250,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT,500,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT,1000,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT,2000,2314.4398489877603
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT,3000,2314.4398489877603
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT,4000,2314.4398489877603
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT,5000,2314.4398489877603
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT-Connect,100,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT-Connect,250,nan
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT-Connect,500,2269.759043466325
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT-Connect,1000,2265.358554921349
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT-Connect,2000,2265.358554921349
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT-Connect,3000,2265.358554921349
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT-Connect,4000,2265.358554921349
calibration-2d-00,uniform_clutter,2,0,2,20000002,RRT-Connect,5000,2265.358554921349
calibration-2d-00,uniform_clutter,2,0,3,20000003,Informed-RRT*,100,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,Informed-RRT*,250,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,Informed-RRT*,500,2005.4237450154956
calibration-2d-00,uniform_clutter,2,0,3,20000003,Informed-RRT*,1000,1963.9296448451237
calibration-2d-00,uniform_clutter,2,0,3,20000003,Informed-RRT*,2000,1959.8551827427727
calibration-2d-00,uniform_clutter,2,0,3,20000003,Informed-RRT*,3000,1950.5076559564463
calibration-2d-00,uniform_clutter,2,0,3,20000003,Informed-RRT*,4000,1949.5517284563007
calibration-2d-00,uniform_clutter,2,0,3,20000003,Informed-RRT*,5000,1945.7885074280707
calibration-2d-00,uniform_clutter,2,0,3,20000003,Dynamic-RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,Dynamic-RRT,250,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,Dynamic-RRT,500,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,Dynamic-RRT,1000,2224.1165013558584
calibration-2d-00,uniform_clutter,2,0,3,20000003,Dynamic-RRT,2000,2224.1165013558584
calibration-2d-00,uniform_clutter,2,0,3,20000003,Dynamic-RRT,3000,2224.1165013558584
calibration-2d-00,uniform_clutter,2,0,3,20000003,Dynamic-RRT,4000,2224.1165013558584
calibration-2d-00,uniform_clutter,2,0,3,20000003,Dynamic-RRT,5000,2224.1165013558584
calibration-2d-00,uniform_clutter,2,0,3,20000003,SC-RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,SC-RRT,250,2127.652364820197
calibration-2d-00,uniform_clutter,2,0,3,20000003,SC-RRT,500,2114.8565954520805
calibration-2d-00,uniform_clutter,2,0,3,20000003,SC-RRT,1000,2114.8565954520805
calibration-2d-00,uniform_clutter,2,0,3,20000003,SC-RRT,2000,2114.8565954520805
calibration-2d-00,uniform_clutter,2,0,3,20000003,SC-RRT,3000,2057.7621812512007
calibration-2d-00,uniform_clutter,2,0,3,20000003,SC-RRT,4000,1974.376188974023
calibration-2d-00,uniform_clutter,2,0,3,20000003,SC-RRT,5000,1963.173527058123
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT,250,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT,500,2350.736760035081
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT,1000,2350.736760035081
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT,2000,2350.736760035081
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT,3000,2350.736760035081
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT,4000,2350.736760035081
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT,5000,2350.736760035081
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT-Connect,100,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT-Connect,250,2335.595302405165
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT-Connect,500,2165.609749288741
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT-Connect,1000,2165.609749288741
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT-Connect,2000,2165.609749288741
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT-Connect,3000,2165.609749288741
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT-Connect,4000,2165.609749288741
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT-Connect,5000,2165.609749288741
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT*,100,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT*,250,nan
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT*,500,2005.4237450154956
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT*,1000,1994.4079184072496
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT*,2000,1988.6443180940717
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT*,3000,1974.68688362336
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT*,4000,1965.9689579866679
calibration-2d-00,uniform_clutter,2,0,3,20000003,RRT*,5000,1964.664490999964
calibration-2d-00,uniform_clutter,2,0,4,20000004,Dynamic-RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,Dynamic-RRT,250,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,Dynamic-RRT,500,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,Dynamic-RRT,1000,2579.2728480197325
calibration-2d-00,uniform_clutter,2,0,4,20000004,Dynamic-RRT,2000,2579.2728480197325
calibration-2d-00,uniform_clutter,2,0,4,20000004,Dynamic-RRT,3000,2579.2728480197325
calibration-2d-00,uniform_clutter,2,0,4,20000004,Dynamic-RRT,4000,2579.2728480197325
calibration-2d-00,uniform_clutter,2,0,4,20000004,Dynamic-RRT,5000,2579.2728480197325
calibration-2d-00,uniform_clutter,2,0,4,20000004,SC-RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,SC-RRT,250,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,SC-RRT,500,2131.551041900628
calibration-2d-00,uniform_clutter,2,0,4,20000004,SC-RRT,1000,2016.304720322411
calibration-2d-00,uniform_clutter,2,0,4,20000004,SC-RRT,2000,2006.6708633288729
calibration-2d-00,uniform_clutter,2,0,4,20000004,SC-RRT,3000,1995.479958016437
calibration-2d-00,uniform_clutter,2,0,4,20000004,SC-RRT,4000,1974.8679541784848
calibration-2d-00,uniform_clutter,2,0,4,20000004,SC-RRT,5000,1959.2676475169703
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT,100,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT,250,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT,500,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT,1000,2530.0563024102753
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT,2000,2530.0563024102753
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT,3000,2530.0563024102753
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT,4000,2530.0563024102753
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT,5000,2530.0563024102753
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT-Connect,100,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT-Connect,250,2140.66395116384
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT-Connect,500,2140.66395116384
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT-Connect,1000,2140.66395116384
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT-Connect,2000,2133.324539191887
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT-Connect,3000,2133.324539191887
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT-Connect,4000,2133.324539191887
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT-Connect,5000,2133.324539191887
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT*,100,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT*,250,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT*,500,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT*,1000,2058.516879350671
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT*,2000,1997.9933894728879
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT*,3000,1980.0822416473602
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT*,4000,1963.9621809398745
calibration-2d-00,uniform_clutter,2,0,4,20000004,RRT*,5000,1963.1212598774205
calibration-2d-00,uniform_clutter,2,0,4,20000004,Informed-RRT*,100,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,Informed-RRT*,250,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,Informed-RRT*,500,nan
calibration-2d-00,uniform_clutter,2,0,4,20000004,Informed-RRT*,1000,2075.5181729651677
calibration-2d-00,uniform_clutter,2,0,4,20000004,Informed-RRT*,2000,1958.4243488062732
calibration-2d-00,uniform_clutter,2,0,4,20000004,Informed-RRT*,3000,1957.3255485414447
calibration-2d-00,uniform_clutter,2,0,4,20000004,Informed-RRT*,4000,1953.0587580132024
calibration-2d-00,uniform_clutter,2,0,4,20000004,Informed-RRT*,5000,1951.5298415735874
calibration-2d-01,central_cluster,2,1,0,20010000,SC-RRT,100,nan
calibration-2d-01,central_cluster,2,1,0,20010000,SC-RRT,250,nan
calibration-2d-01,central_cluster,2,1,0,20010000,SC-RRT,500,nan
calibration-2d-01,central_cluster,2,1,0,20010000,SC-RRT,1000,nan
calibration-2d-01,central_cluster,2,1,0,20010000,SC-RRT,2000,2532.1441865308643
calibration-2d-01,central_cluster,2,1,0,20010000,SC-RRT,3000,2460.437619899251
calibration-2d-01,central_cluster,2,1,0,20010000,SC-RRT,4000,2337.9913369844053
calibration-2d-01,central_cluster,2,1,0,20010000,SC-RRT,5000,2160.1759195338036
calibration-2d-01,central_cluster,2,1,0,20010000,RRT,100,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT,250,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT,500,nan
