environment_id,family,dimension,seed,algorithm,success,budget_limit,expansion_attempts,added_nodes,total_nodes,collision_checks,collision_rejections,rewire_attempts,rewire_successes,first_solution_attempt,first_solution_time_s,first_solution_nodes,first_solution_cost_mm,first_solution_efficiency,fixed_budget_time_s,fixed_budget_cost_mm,fixed_budget_efficiency,path_valid,map_index,seed_index,pareto_start_index,gamma_a_final,gamma_b_final,p_a_final,p_b_final,feedback_updates,pid_improvement_ema_final
calibration-2d-00,uniform_clutter,2,20000004,SC-RRT,1,5000,5000,3362,3364,16919,1093,10229,3783,320.0,0.021407587977591902,136.0,2202.8370283965282,0.8666952137595941,1.6072773599880747,1959.2676475169703,0.9744397666256783,1,0,4,,1.3116843671623903,1.3116843671623903,0.9310239501606323,0.9310239501606323,99,0.025889725098011348
calibration-2d-00,uniform_clutter,2,20000004,RRT,1,5000,5000,3646,3647,4815,1157,0,0,787.0,0.04534765100106597,520.0,2530.0563024102753,0.7546030921860818,0.3839968959800899,2530.0563024102753,0.7546030921860818,1,0,4,,,,,,,
calibration-2d-00,uniform_clutter,2,20000004,RRT-Connect,1,5000,5000,4190,4192,5000,810,0,0,167.0,0.017973602982237935,83.0,2148.948366703303,0.8884291213253114,0.6597426100051962,2133.324539191887,0.8949357090913543,1,0,4,,,,,,,
calibration-2d-00,uniform_clutter,2,20000004,RRT*,1,5000,5000,3646,3647,27561,1157,22746,5772,787.0,0.15335135901113972,520.0,2087.0642233270496,0.9147721895017614,2.0230176789918914,1963.1212598774205,0.9725269387194605,1,0,4,,,,,,,
calibration-2d-00,uniform_clutter,2,20000004,Informed-RRT*,1,5000,5000,3689,3690,36414,1108,31589,5958,787.0,0.1420141789712943,520.0,2087.0642233270496,0.9147721895017614,2.90882687701378,1951.5298415735874,0.9783034153678287,1,0,4,,,,,,,
calibration-2d-01,central_cluster,2,20010000,SC-RRT,1,5000,5000,2640,2642,12310,1793,6544,2240,1133.0,0.0676752749714069,287.0,2581.0745389260064,0.739687397791347,0.9438021309906617,2160.1759195338036,0.8838114951377238,1,1,0,,1.2940778202433172,1.2940778202433172,0.9435181943516233,0.9435181943516233,99,0.16242780972958373
calibration-2d-01,central_cluster,2,20010000,RRT,1,5000,5000,3590,3591,4829,1229,0,0,1162.0,0.05175319901900366,589.0,2511.731597037909,0.760108409455528,0.2972125830128789,2511.731597037909,0.760108409455528,1,1,0,,,,,,,
calibration-2d-01,central_cluster,2,20010000,RRT-Connect,1,5000,5000,3881,3883,5000,1119,0,0,723.0,0.032641821017023176,208.0,2412.830995054725,0.791264830863289,0.4973361250013113,2358.407580371347,0.8095243269626294,1,1,0,,,,,,,
calibration-2d-01,central_cluster,2,20010000,RRT*,1,5000,5000,3590,3591,24157,1229,19328,4677,1162.0,0.15986774797784165,589.0,2213.0122908612243,0.8627102149806367,1.5148376969737,2049.4425267271336,0.9315646983536372,1,1,0,,,,,,,
calibration-2d-01,central_cluster,2,20010000,Informed-RRT*,1,5000,5000,3393,3394,29918,1424,25079,5028,1162.0,0.17043071798980236,589.0,2213.0122908612243,0.8627102149806367,1.9971537140081637,2028.905259249905,0.940994312326596,1,1,0,,,,,,,
calibration-2d-01,central_cluster,2,20010000,Dynamic-RRT,1,5000,5000,3219,3220,4336,1102,0,0,485.0,0.08655084494967014,222.0,2502.3319739197545,0.7629636391581761,1.5731890519964509,2502.3319739197545,0.7629636391581761,1,1,0,218,,,,,,
calibration-2d-01,central_cluster,2,20010001,RRT,1,5000,5000,3438,3439,4850,1399,0,0,2088.0,0.10561545100063086,1235.0,2906.040036157527,0.6569724730042182,0.3084611489903182,2906.040036157527,0.6569724730042182,1,1,1,,,,,,,
calibration-2d-01,central_cluster,2,20010001,RRT-Connect,1,5000,5000,2939,2941,5000,2061,0,0,2170.0,0.09446395101258531,527.0,2730.6959004491746,0.6991581555784495,0.39650555298430845,2651.2323227063357,0.720113546011241,1,1,1,,,,,,,
calibration-2d-01,central_cluster,2,20010001,RRT*,1,5000,5000,3438,3439,23088,1399,18238,4125,2088.0,0.42493227298837155,1235.0,2256.0310523888206,0.8462597654328009,1.459359884960577,2043.3445144410414,0.9343447938958733,1,1,1,,,,,,,
calibration-2d-01,central_cluster,2,20010001,Informed-RRT*,1,5000,5000,3285,3286,25110,1575,20232,4129,2088.0,0.44651108200196177,1235.0,2256.0310523888206,0.8462597654328009,1.6989903950016014,2037.6479541588724,0.9369568994030564,1,1,1,,,,,,,
calibration-2d-01,central_cluster,2,20010001,Dynamic-RRT,1,5000,5000,3226,3227,4477,1239,0,0,1504.0,0.37546220899093896,855.0,2800.9949163867827,0.6816107726701932,1.5904742819839157,2800.9949163867827,0.6816107726701932,1,1,1,1188,,,,,,
calibration-2d-01,central_cluster,2,20010001,SC-RRT,1,5000,5000,3057,3059,15231,1385,9002,2935,459.0,0.028304580016992986,146.0,2313.1888595223086,0.8253490852441423,1.2691627910244279,2122.6751378644376,0.8994255763152047,1,1,1,,1.2866513928996641,1.2866513928996641,0.9487817017485376,0.9487817017485376,99,0.04125557645845849
calibration-2d-01,central_cluster,2,20010002,RRT-Connect,1,5000,5000,3664,3666,5000,1336,0,0,837.0,0.03719520597951487,253.0,2831.801900072931,0.6741955746108188,0.4791175579885021,2400.560508894698,0.7953093880073596,1,1,2,,,,,,,
calibration-2d-01,central_cluster,2,20010002,RRT*,1,5000,5000,3762,3763,24834,1059,20000,4635,1248.0,0.2638440660084598,877.0,2096.3957849309277,0.9107003185787184,1.6055194860091433,2057.923879627252,0.9277254266321483,1,1,2,,,,,,,
calibration-2d-01,central_cluster,2,20010002,Informed-RRT*,1,5000,5000,3528,3529,27821,1282,22992,4599,1248.0,0.2624941379763186,877.0,2096.3957849309277,0.9107003185787184,1.9846535259857774,2062.4633404227498,0.9256835124217752,1,1,2,,,,,,,
calibration-2d-01,central_cluster,2,20010002,Dynamic-RRT,1,5000,5000,3345,3346,4411,1054,0,0,1146.0,0.33750216697808355,706.0,2848.128780693284,0.6703307526490949,1.8798841549432836,2848.128780693284,0.6703307526490949,1,1,2,2699,,,,,,
